,year,state,state_name,gender_pc,Data_Value_Alt,Question,Sample_Size,Total,Gender,GeoLocation,LocationID,StratificationCategory1,Stratification1
18,2015,CA,California,23.7,23.7,Percent of adults aged 18 years and older who have obesity,5718.0,,Female,"(37.63864012300047, -120.99999953799971)",6,Gender,Female
19,2015,CA,California,24.6,24.6,Percent of adults aged 18 years and older who have obesity,5741.0,,Male,"(37.63864012300047, -120.99999953799971)",6,Gender,Male
20,2015,CA,California,30.2,30.2,Percent of adults aged 18 years and older who have an overweight classification,5718.0,,Female,"(37.63864012300047, -120.99999953799971)",6,Gender,Female
21,2015,CA,California,41.8,41.8,Percent of adults aged 18 years and older who have an overweight classification,5741.0,,Male,"(37.63864012300047, -120.99999953799971)",6,Gender,Male
22,2015,CO,Colorado,20.2,20.2,Percent of adults aged 18 years and older who have obesity,6562.0,,Female,"(38.843840757000464, -106.13361092099967)",8,Gender,Female
23,2015,CO,Colorado,20.2,20.2,Percent of adults aged 18 years and older who have obesity,5621.0,,Male,"(38.843840757000464, -106.13361092099967)",8,Gender,Male
24,2015,CO,Colorado,28.0,28.0,Percent of adults aged 18 years and older who have an overweight classification,6562.0,,Female,"(38.843840757000464, -106.13361092099967)",8,Gender,Female
25,2015,CO,Colorado,44.2,44.2,Percent of adults aged 18 years and older who have an overweight classification,5621.0,,Male,"(38.843840757000464, -106.13361092099967)",8,Gender,Male
26,2015,CT,Connecticut,23.9,23.9,Percent of adults aged 18 years and older who have obesity,6065.0,,Female,"(41.56266102000046, -72.64984095199964)",9,Gender,Female
27,2015,CT,Connecticut,26.6,26.6,Percent of adults aged 18 years and older who have obesity,4836.0,,Male,"(41.56266102000046, -72.64984095199964)",9,Gender,Male
28,2015,CT,Connecticut,29.8,29.8,Percent of adults aged 18 years and older who have an overweight classification,6065.0,,Female,"(41.56266102000046, -72.64984095199964)",9,Gender,Female
29,2015,CT,Connecticut,42.9,42.9,Percent of adults aged 18 years and older who have an overweight classification,4836.0,,Male,"(41.56266102000046, -72.64984095199964)",9,Gender,Male
30,2015,DE,Delaware,28.1,28.1,Percent of adults aged 18 years and older who have obesity,1676.0,,Male,"(39.008830667000495, -75.57774116799965)",10,Gender,Male
31,2015,DE,Delaware,31.2,31.2,Percent of adults aged 18 years and older who have obesity,2012.0,,Female,"(39.008830667000495, -75.57774116799965)",10,Gender,Female
32,2015,DE,Delaware,30.2,30.2,Percent of adults aged 18 years and older who have an overweight classification,2012.0,,Female,"(39.008830667000495, -75.57774116799965)",10,Gender,Female
33,2015,DE,Delaware,44.2,44.2,Percent of adults aged 18 years and older who have an overweight classification,1676.0,,Male,"(39.008830667000495, -75.57774116799965)",10,Gender,Male
34,2015,DC,District of Columbia,17.6,17.6,Percent of adults aged 18 years and older who have obesity,1485.0,,Male,"(38.89037138500049, -77.03196112699965)",11,Gender,Male
35,2015,DC,District of Columbia,26.4,26.4,Percent of adults aged 18 years and older who have obesity,2169.0,,Female,"(38.89037138500049, -77.03196112699965)",11,Gender,Female
36,2015,DC,District of Columbia,25.4,25.4,Percent of adults aged 18 years and older who have an overweight classification,2169.0,,Female,"(38.89037138500049, -77.03196112699965)",11,Gender,Female
37,2015,DC,District of Columbia,39.5,39.5,Percent of adults aged 18 years and older who have an overweight classification,1485.0,,Male,"(38.89037138500049, -77.03196112699965)",11,Gender,Male
38,2015,FL,Florida,25.9,25.9,Percent of adults aged 18 years and older who have obesity,5090.0,,Female,"(28.932040377000476, -81.92896053899966)",12,Gender,Female
39,2015,FL,Florida,27.7,27.7,Percent of adults aged 18 years and older who have obesity,3895.0,,Male,"(28.932040377000476, -81.92896053899966)",12,Gender,Male
40,2015,FL,Florida,32.0,32.0,Percent of adults aged 18 years and older who have an overweight classification,5090.0,,Female,"(28.932040377000476, -81.92896053899966)",12,Gender,Female
41,2015,IL,Illinois,31.9,31.9,Percent of adults aged 18 years and older who have obesity,2815.0,,Female,"(40.48501028300046, -88.99771017799969)",17,Gender,Female
42,2015,GA,Georgia,29.1,29.1,Percent of adults aged 18 years and older who have obesity,1752.0,,Male,"(32.83968109300048, -83.62758034599966)",13,Gender,Male
43,2015,GA,Georgia,32.3,32.3,Percent of adults aged 18 years and older who have obesity,2517.0,,Female,"(32.83968109300048, -83.62758034599966)",13,Gender,Female
44,2015,GA,Georgia,27.2,27.2,Percent of adults aged 18 years and older who have an overweight classification,2517.0,,Female,"(32.83968109300048, -83.62758034599966)",13,Gender,Female
45,2015,GA,Georgia,42.5,42.5,Percent of adults aged 18 years and older who have an overweight classification,1752.0,,Male,"(32.83968109300048, -83.62758034599966)",13,Gender,Male
46,2015,HI,Hawaii,19.7,19.7,Percent of adults aged 18 years and older who have obesity,3533.0,,Female,"(21.304850435000446, -157.85774940299973)",15,Gender,Female
47,2015,HI,Hawaii,25.5,25.5,Percent of adults aged 18 years and older who have obesity,3289.0,,Male,"(21.304850435000446, -157.85774940299973)",15,Gender,Male
48,2015,HI,Hawaii,28.0,28.0,Percent of adults aged 18 years and older who have an overweight classification,3533.0,,Female,"(21.304850435000446, -157.85774940299973)",15,Gender,Female
49,2015,HI,Hawaii,40.2,40.2,Percent of adults aged 18 years and older who have an overweight classification,3289.0,,Male,"(21.304850435000446, -157.85774940299973)",15,Gender,Male
50,2015,ID,Idaho,27.3,27.3,Percent of adults aged 18 years and older who have obesity,2938.0,,Female,"(43.682630005000476, -114.3637300419997)",16,Gender,Female
51,2015,ID,Idaho,30.6,30.6,Percent of adults aged 18 years and older who have an overweight classification,2938.0,,Female,"(43.682630005000476, -114.3637300419997)",16,Gender,Female
52,2015,ID,Idaho,42.1,42.1,Percent of adults aged 18 years and older who have an overweight classification,2420.0,,Male,"(43.682630005000476, -114.3637300419997)",16,Gender,Male
53,2015,IL,Illinois,29.7,29.7,Percent of adults aged 18 years and older who have obesity,2266.0,,Male,"(40.48501028300046, -88.99771017799969)",17,Gender,Male
54,2015,IL,Illinois,27.5,27.5,Percent of adults aged 18 years and older who have an overweight classification,2815.0,,Female,"(40.48501028300046, -88.99771017799969)",17,Gender,Female
55,2015,IL,Illinois,43.4,43.4,Percent of adults aged 18 years and older who have an overweight classification,2266.0,,Male,"(40.48501028300046, -88.99771017799969)",17,Gender,Male
56,2015,IN,Indiana,30.7,30.7,Percent of adults aged 18 years and older who have obesity,3153.0,,Female,"(39.766910452000445, -86.14996019399968)",18,Gender,Female
57,2015,IN,Indiana,31.9,31.9,Percent of adults aged 18 years and older who have obesity,2494.0,,Male,"(39.766910452000445, -86.14996019399968)",18,Gender,Male
58,2015,IN,Indiana,29.8,29.8,Percent of adults aged 18 years and older who have an overweight classification,3153.0,,Female,"(39.766910452000445, -86.14996019399968)",18,Gender,Female
59,2015,IN,Indiana,40.7,40.7,Percent of adults aged 18 years and older who have an overweight classification,2494.0,,Male,"(39.766910452000445, -86.14996019399968)",18,Gender,Male
60,2015,IA,Iowa,29.3,29.3,Percent of adults aged 18 years and older who have obesity,3025.0,,Female,"(42.46940091300047, -93.81649055599968)",19,Gender,Female
61,2015,IA,Iowa,34.8,34.8,Percent of adults aged 18 years and older who have obesity,2589.0,,Male,"(42.46940091300047, -93.81649055599968)",19,Gender,Male
62,2015,IA,Iowa,29.8,29.8,Percent of adults aged 18 years and older who have an overweight classification,3025.0,,Female,"(42.46940091300047, -93.81649055599968)",19,Gender,Female
63,2015,IA,Iowa,38.9,38.9,Percent of adults aged 18 years and older who have an overweight classification,2589.0,,Male,"(42.46940091300047, -93.81649055599968)",19,Gender,Male
64,2015,KS,Kansas,33.3,33.3,Percent of adults aged 18 years and older who have obesity,11261.0,,Female,"(38.34774030000045, -98.20078122699965)",20,Gender,Female
65,2015,KS,Kansas,35.1,35.1,Percent of adults aged 18 years and older who have obesity,9669.0,,Male,"(38.34774030000045, -98.20078122699965)",20,Gender,Male
66,2015,KS,Kansas,27.9,27.9,Percent of adults aged 18 years and older who have an overweight classification,11261.0,,Female,"(38.34774030000045, -98.20078122699965)",20,Gender,Female
67,2015,KS,Kansas,39.4,39.4,Percent of adults aged 18 years and older who have an overweight classification,9669.0,,Male,"(38.34774030000045, -98.20078122699965)",20,Gender,Male
68,2015,KY,Kentucky,32.9,32.9,Percent of adults aged 18 years and older who have obesity,4952.0,,Female,"(37.645970271000465, -84.77497104799966)",21,Gender,Female
69,2015,KY,Kentucky,36.2,36.2,Percent of adults aged 18 years and older who have obesity,3178.0,,Male,"(37.645970271000465, -84.77497104799966)",21,Gender,Male
70,2015,ME,Maine,29.1,29.1,Percent of adults aged 18 years and older who have obesity,3642.0,,Male,"(45.254228894000505, -68.98503133599962)",23,Gender,Male
71,2015,MA,Massachusetts,23.0,23.0,Percent of adults aged 18 years and older who have obesity,4388.0,,Female,"(42.27687047000046, -72.08269067499964)",25,Gender,Female
72,2015,KY,Kentucky,28.8,28.8,Percent of adults aged 18 years and older who have an overweight classification,4952.0,,Female,"(37.645970271000465, -84.77497104799966)",21,Gender,Female
73,2015,KY,Kentucky,36.2,36.2,Percent of adults aged 18 years and older who have an overweight classification,3178.0,,Male,"(37.645970271000465, -84.77497104799966)",21,Gender,Male
74,2015,LA,Louisiana,35.9,35.9,Percent of adults aged 18 years and older who have obesity,1735.0,,Male,"(31.31266064400046, -92.44568007099969)",22,Gender,Male
75,2015,LA,Louisiana,36.5,36.5,Percent of adults aged 18 years and older who have obesity,2589.0,,Female,"(31.31266064400046, -92.44568007099969)",22,Gender,Female
76,2015,LA,Louisiana,29.0,29.0,Percent of adults aged 18 years and older who have an overweight classification,2589.0,,Female,"(31.31266064400046, -92.44568007099969)",22,Gender,Female
77,2015,LA,Louisiana,37.1,37.1,Percent of adults aged 18 years and older who have an overweight classification,1735.0,,Male,"(31.31266064400046, -92.44568007099969)",22,Gender,Male
78,2015,ME,Maine,30.9,30.9,Percent of adults aged 18 years and older who have obesity,4937.0,,Female,"(45.254228894000505, -68.98503133599962)",23,Gender,Female
79,2015,ME,Maine,30.6,30.6,Percent of adults aged 18 years and older who have an overweight classification,4937.0,,Female,"(45.254228894000505, -68.98503133599962)",23,Gender,Female
80,2015,ME,Maine,42.4,42.4,Percent of adults aged 18 years and older who have an overweight classification,3642.0,,Male,"(45.254228894000505, -68.98503133599962)",23,Gender,Male
81,2015,MD,Maryland,28.0,28.0,Percent of adults aged 18 years and older who have obesity,4661.0,,Male,"(39.29058096400047, -76.60926011099963)",24,Gender,Male
82,2015,MD,Maryland,29.8,29.8,Percent of adults aged 18 years and older who have obesity,6696.0,,Female,"(39.29058096400047, -76.60926011099963)",24,Gender,Female
83,2015,MD,Maryland,31.1,31.1,Percent of adults aged 18 years and older who have an overweight classification,6696.0,,Female,"(39.29058096400047, -76.60926011099963)",24,Gender,Female
84,2015,MD,Maryland,41.1,41.1,Percent of adults aged 18 years and older who have an overweight classification,4661.0,,Male,"(39.29058096400047, -76.60926011099963)",24,Gender,Male
85,2015,MA,Massachusetts,25.5,25.5,Percent of adults aged 18 years and older who have obesity,3818.0,,Male,"(42.27687047000046, -72.08269067499964)",25,Gender,Male
86,2015,MA,Massachusetts,27.5,27.5,Percent of adults aged 18 years and older who have an overweight classification,4388.0,,Female,"(42.27687047000046, -72.08269067499964)",25,Gender,Female
87,2015,MA,Massachusetts,43.5,43.5,Percent of adults aged 18 years and older who have an overweight classification,3818.0,,Male,"(42.27687047000046, -72.08269067499964)",25,Gender,Male
88,2015,MI,Michigan,30.6,30.6,Percent of adults aged 18 years and older who have obesity,4602.0,,Female,"(44.6613195430005, -84.71439026999968)",26,Gender,Female
89,2015,MI,Michigan,31.7,31.7,Percent of adults aged 18 years and older who have obesity,3727.0,,Male,"(44.6613195430005, -84.71439026999968)",26,Gender,Male
90,2015,MI,Michigan,29.8,29.8,Percent of adults aged 18 years and older who have an overweight classification,4602.0,,Female,"(44.6613195430005, -84.71439026999968)",26,Gender,Female
91,2015,MI,Michigan,40.3,40.3,Percent of adults aged 18 years and older who have an overweight classification,3727.0,,Male,"(44.6613195430005, -84.71439026999968)",26,Gender,Male
92,2015,MN,Minnesota,24.3,24.3,Percent of adults aged 18 years and older who have obesity,8083.0,,Female,"(46.35564873600049, -94.79420050299967)",27,Gender,Female
93,2015,MN,Minnesota,27.8,27.8,Percent of adults aged 18 years and older who have obesity,7257.0,,Male,"(46.35564873600049, -94.79420050299967)",27,Gender,Male
94,2015,MN,Minnesota,30.5,30.5,Percent of adults aged 18 years and older who have an overweight classification,8083.0,,Female,"(46.35564873600049, -94.79420050299967)",27,Gender,Female
95,2015,MN,Minnesota,42.4,42.4,Percent of adults aged 18 years and older who have an overweight classification,7257.0,,Male,"(46.35564873600049, -94.79420050299967)",27,Gender,Male
96,2015,MS,Mississippi,33.9,33.9,Percent of adults aged 18 years and older who have obesity,2052.0,,Male,"(32.745510099000455, -89.53803082499968)",28,Gender,Male
97,2015,MS,Mississippi,37.2,37.2,Percent of adults aged 18 years and older who have obesity,3612.0,,Female,"(32.745510099000455, -89.53803082499968)",28,Gender,Female
98,2015,MS,Mississippi,28.7,28.7,Percent of adults aged 18 years and older who have an overweight classification,3612.0,,Female,"(32.745510099000455, -89.53803082499968)",28,Gender,Female
99,2015,MS,Mississippi,40.6,40.6,Percent of adults aged 18 years and older who have an overweight classification,2052.0,,Male,"(32.745510099000455, -89.53803082499968)",28,Gender,Male
100,2015,MO,Missouri,31.2,31.2,Percent of adults aged 18 years and older who have obesity,3814.0,,Female,"(38.635790776000476, -92.56630005299968)",29,Gender,Female
101,2015,MO,Missouri,33.5,33.5,Percent of adults aged 18 years and older who have obesity,2950.0,,Male,"(38.635790776000476, -92.56630005299968)",29,Gender,Male
102,2015,MO,Missouri,28.5,28.5,Percent of adults aged 18 years and older who have an overweight classification,3814.0,,Female,"(38.635790776000476, -92.56630005299968)",29,Gender,Female
103,2015,MO,Missouri,39.2,39.2,Percent of adults aged 18 years and older who have an overweight classification,2950.0,,Male,"(38.635790776000476, -92.56630005299968)",29,Gender,Male
104,2015,MT,Montana,23.4,23.4,Percent of adults aged 18 years and older who have obesity,2961.0,,Female,"(47.06652897200047, -109.42442064499971)",30,Gender,Female
105,2015,MT,Montana,23.7,23.7,Percent of adults aged 18 years and older who have obesity,2602.0,,Male,"(47.06652897200047, -109.42442064499971)",30,Gender,Male
106,2015,MT,Montana,28.5,28.5,Percent of adults aged 18 years and older who have an overweight classification,2961.0,,Female,"(47.06652897200047, -109.42442064499971)",30,Gender,Female
107,2015,MT,Montana,45.5,45.5,Percent of adults aged 18 years and older who have an overweight classification,2602.0,,Male,"(47.06652897200047, -109.42442064499971)",30,Gender,Male
108,2015,NE,Nebraska,29.8,29.8,Percent of adults aged 18 years and older who have obesity,8942.0,,Female,"(41.6410409880005, -99.36572062299967)",31,Gender,Female
109,2015,NE,Nebraska,32.9,32.9,Percent of adults aged 18 years and older who have obesity,7323.0,,Male,"(41.6410409880005, -99.36572062299967)",31,Gender,Male
110,2015,NE,Nebraska,30.4,30.4,Percent of adults aged 18 years and older who have an overweight classification,8942.0,,Female,"(41.6410409880005, -99.36572062299967)",31,Gender,Female
111,2015,NE,Nebraska,40.5,40.5,Percent of adults aged 18 years and older who have an overweight classification,7323.0,,Male,"(41.6410409880005, -99.36572062299967)",31,Gender,Male
112,2015,NV,Nevada,25.4,25.4,Percent of adults aged 18 years and older who have obesity,1538.0,,Female,"(39.493240390000494, -117.07184056399967)",32,Gender,Female
113,2015,NV,Nevada,27.9,27.9,Percent of adults aged 18 years and older who have obesity,1163.0,,Male,"(39.493240390000494, -117.07184056399967)",32,Gender,Male
114,2015,NV,Nevada,32.3,32.3,Percent of adults aged 18 years and older who have an overweight classification,1538.0,,Female,"(39.493240390000494, -117.07184056399967)",32,Gender,Female
115,2015,NV,Nevada,43.1,43.1,Percent of adults aged 18 years and older who have an overweight classification,1163.0,,Male,"(39.493240390000494, -117.07184056399967)",32,Gender,Male
116,2015,NH,New Hampshire,24.6,24.6,Percent of adults aged 18 years and older who have obesity,3604.0,,Female,"(43.65595011300047, -71.50036091999965)",33,Gender,Female
117,2015,NH,New Hampshire,28.0,28.0,Percent of adults aged 18 years and older who have obesity,2762.0,,Male,"(43.65595011300047, -71.50036091999965)",33,Gender,Male
118,2015,NH,New Hampshire,30.1,30.1,Percent of adults aged 18 years and older who have an overweight classification,3604.0,,Female,"(43.65595011300047, -71.50036091999965)",33,Gender,Female
119,2015,NH,New Hampshire,44.2,44.2,Percent of adults aged 18 years and older who have an overweight classification,2762.0,,Male,"(43.65595011300047, -71.50036091999965)",33,Gender,Male
120,2015,NJ,New Jersey,23.7,23.7,Percent of adults aged 18 years and older who have obesity,5782.0,,Female,"(40.13057004800049, -74.27369128799967)",34,Gender,Female
121,2015,NJ,New Jersey,27.4,27.4,Percent of adults aged 18 years and older who have obesity,4402.0,,Male,"(40.13057004800049, -74.27369128799967)",34,Gender,Male
122,2015,NJ,New Jersey,32.0,32.0,Percent of adults aged 18 years and older who have an overweight classification,5782.0,,Female,"(40.13057004800049, -74.27369128799967)",34,Gender,Female
123,2015,NJ,New Jersey,43.5,43.5,Percent of adults aged 18 years and older who have an overweight classification,4402.0,,Male,"(40.13057004800049, -74.27369128799967)",34,Gender,Male
124,2015,NM,New Mexico,28.5,28.5,Percent of adults aged 18 years and older who have obesity,3493.0,,Female,"(34.52088095200048, -106.24058098499967)",35,Gender,Female
125,2015,NM,New Mexico,29.2,29.2,Percent of adults aged 18 years and older who have obesity,2713.0,,Male,"(34.52088095200048, -106.24058098499967)",35,Gender,Male
126,2015,NM,New Mexico,31.0,31.0,Percent of adults aged 18 years and older who have an overweight classification,3493.0,,Female,"(34.52088095200048, -106.24058098499967)",35,Gender,Female
127,2015,NM,New Mexico,40.2,40.2,Percent of adults aged 18 years and older who have an overweight classification,2713.0,,Male,"(34.52088095200048, -106.24058098499967)",35,Gender,Male
128,2015,NY,New York,24.3,24.3,Percent of adults aged 18 years and older who have obesity,6364.0,,Female,"(42.82700103200045, -75.54397042699964)",36,Gender,Female
129,2015,NY,New York,25.8,25.8,Percent of adults aged 18 years and older who have obesity,4917.0,,Male,"(42.82700103200045, -75.54397042699964)",36,Gender,Male
130,2015,NY,New York,29.1,29.1,Percent of adults aged 18 years and older who have an overweight classification,6364.0,,Female,"(42.82700103200045, -75.54397042699964)",36,Gender,Female
131,2015,NY,New York,40.0,40.0,Percent of adults aged 18 years and older who have an overweight classification,4917.0,,Male,"(42.82700103200045, -75.54397042699964)",36,Gender,Male
132,2015,NC,North Carolina,28.9,28.9,Percent of adults aged 18 years and older who have obesity,2709.0,,Male,"(35.466220975000454, -79.15925046299964)",37,Gender,Male
133,2015,NC,North Carolina,31.3,31.3,Percent of adults aged 18 years and older who have obesity,3310.0,,Female,"(35.466220975000454, -79.15925046299964)",37,Gender,Female
134,2015,NC,North Carolina,29.6,29.6,Percent of adults aged 18 years and older who have an overweight classification,3310.0,,Female,"(35.466220975000454, -79.15925046299964)",37,Gender,Female
135,2015,NC,North Carolina,41.8,41.8,Percent of adults aged 18 years and older who have an overweight classification,2709.0,,Male,"(35.466220975000454, -79.15925046299964)",37,Gender,Male
136,2015,ND,North Dakota,27.1,27.1,Percent of adults aged 18 years and older who have obesity,2446.0,,Female,"(47.47531977900047, -100.11842104899966)",38,Gender,Female
137,2015,ND,North Dakota,34.5,34.5,Percent of adults aged 18 years and older who have obesity,2166.0,,Male,"(47.47531977900047, -100.11842104899966)",38,Gender,Male
138,2015,ND,North Dakota,30.4,30.4,Percent of adults aged 18 years and older who have an overweight classification,2446.0,,Female,"(47.47531977900047, -100.11842104899966)",38,Gender,Female
139,2015,ND,North Dakota,41.0,41.0,Percent of adults aged 18 years and older who have an overweight classification,2166.0,,Male,"(47.47531977900047, -100.11842104899966)",38,Gender,Male
140,2015,OH,Ohio,28.4,28.4,Percent of adults aged 18 years and older who have obesity,6327.0,,Female,"(40.06021014100048, -82.40426005599966)",39,Gender,Female
141,2015,OH,Ohio,31.1,31.1,Percent of adults aged 18 years and older who have obesity,4597.0,,Male,"(40.06021014100048, -82.40426005599966)",39,Gender,Male
142,2015,OH,Ohio,33.0,33.0,Percent of adults aged 18 years and older who have an overweight classification,6327.0,,Female,"(40.06021014100048, -82.40426005599966)",39,Gender,Female
143,2015,OH,Ohio,40.3,40.3,Percent of adults aged 18 years and older who have an overweight classification,4597.0,,Male,"(40.06021014100048, -82.40426005599966)",39,Gender,Male
144,2015,OK,Oklahoma,33.7,33.7,Percent of adults aged 18 years and older who have obesity,2674.0,,Male,"(35.47203135600046, -97.52107021399968)",40,Gender,Male
145,2015,OK,Oklahoma,34.0,34.0,Percent of adults aged 18 years and older who have obesity,3847.0,,Female,"(35.47203135600046, -97.52107021399968)",40,Gender,Female
146,2015,OK,Oklahoma,39.7,39.7,Percent of adults aged 18 years and older who have an overweight classification,2674.0,,Male,"(35.47203135600046, -97.52107021399968)",40,Gender,Male
147,2015,OK,Oklahoma,30.3,30.3,Percent of adults aged 18 years and older who have an overweight classification,3847.0,,Female,"(35.47203135600046, -97.52107021399968)",40,Gender,Female
148,2015,OR,Oregon,28.9,28.9,Percent of adults aged 18 years and older who have obesity,2643.0,,Female,"(44.56744942400047, -120.15503132599969)",41,Gender,Female
149,2015,OR,Oregon,31.1,31.1,Percent of adults aged 18 years and older who have obesity,2262.0,,Male,"(44.56744942400047, -120.15503132599969)",41,Gender,Male
150,2015,OR,Oregon,28.7,28.7,Percent of adults aged 18 years and older who have an overweight classification,2643.0,,Female,"(44.56744942400047, -120.15503132599969)",41,Gender,Female
151,2015,OR,Oregon,39.9,39.9,Percent of adults aged 18 years and older who have an overweight classification,2262.0,,Male,"(44.56744942400047, -120.15503132599969)",41,Gender,Male
152,2015,SD,South Dakota,28.5,28.5,Percent of adults aged 18 years and older who have obesity,3782.0,,Female,"(44.353130053000484, -100.3735306369997)",46,Gender,Female
153,2015,PA,Pennsylvania,29.9,29.9,Percent of adults aged 18 years and older who have obesity,2450.0,,Male,"(40.79373015200048, -77.86070029399963)",42,Gender,Male
154,2015,PA,Pennsylvania,30.1,30.1,Percent of adults aged 18 years and older who have obesity,2885.0,,Female,"(40.79373015200048, -77.86070029399963)",42,Gender,Female
155,2015,PA,Pennsylvania,29.9,29.9,Percent of adults aged 18 years and older who have an overweight classification,2885.0,,Female,"(40.79373015200048, -77.86070029399963)",42,Gender,Female
156,2015,PA,Pennsylvania,42.5,42.5,Percent of adults aged 18 years and older who have an overweight classification,2450.0,,Male,"(40.79373015200048, -77.86070029399963)",42,Gender,Male
157,2015,RI,Rhode Island,24.1,24.1,Percent of adults aged 18 years and older who have obesity,3234.0,,Female,"(41.70828019300046, -71.52247031399963)",44,Gender,Female
158,2015,RI,Rhode Island,27.9,27.9,Percent of adults aged 18 years and older who have obesity,2434.0,,Male,"(41.70828019300046, -71.52247031399963)",44,Gender,Male
159,2015,RI,Rhode Island,31.4,31.4,Percent of adults aged 18 years and older who have an overweight classification,3234.0,,Female,"(41.70828019300046, -71.52247031399963)",44,Gender,Female
160,2015,RI,Rhode Island,42.0,42.0,Percent of adults aged 18 years and older who have an overweight classification,2434.0,,Male,"(41.70828019300046, -71.52247031399963)",44,Gender,Male
161,2015,SC,South Carolina,30.3,30.3,Percent of adults aged 18 years and older who have obesity,4736.0,,Male,"(33.998821303000454, -81.04537120699968)",45,Gender,Male
162,2015,SC,South Carolina,33.1,33.1,Percent of adults aged 18 years and older who have obesity,6129.0,,Female,"(33.998821303000454, -81.04537120699968)",45,Gender,Female
163,2015,SC,South Carolina,29.3,29.3,Percent of adults aged 18 years and older who have an overweight classification,6129.0,,Female,"(33.998821303000454, -81.04537120699968)",45,Gender,Female
164,2015,SC,South Carolina,39.7,39.7,Percent of adults aged 18 years and older who have an overweight classification,4736.0,,Male,"(33.998821303000454, -81.04537120699968)",45,Gender,Male
165,2015,SD,South Dakota,32.2,32.2,Percent of adults aged 18 years and older who have obesity,2925.0,,Male,"(44.353130053000484, -100.3735306369997)",46,Gender,Male
166,2015,SD,South Dakota,28.5,28.5,Percent of adults aged 18 years and older who have an overweight classification,3782.0,,Female,"(44.353130053000484, -100.3735306369997)",46,Gender,Female
167,2015,SD,South Dakota,39.1,39.1,Percent of adults aged 18 years and older who have an overweight classification,2925.0,,Male,"(44.353130053000484, -100.3735306369997)",46,Gender,Male
168,2015,TN,Tennessee,33.1,33.1,Percent of adults aged 18 years and older who have obesity,2234.0,,Male,"(35.68094058000048, -85.77449091399967)",47,Gender,Male
169,2015,TN,Tennessee,34.5,34.5,Percent of adults aged 18 years and older who have obesity,3241.0,,Female,"(35.68094058000048, -85.77449091399967)",47,Gender,Female
170,2015,TN,Tennessee,30.1,30.1,Percent of adults aged 18 years and older who have an overweight classification,3241.0,,Female,"(35.68094058000048, -85.77449091399967)",47,Gender,Female
