,year,state,state_name,income_pc,Data_Value_Alt,Question,Sample_Size,Total,Income,GeoLocation,LocationID,StratificationCategory1,Stratification1
60,2016,DE,Delaware,42.0,42.0,Percent of adults aged 18 years and older who have an overweight classification,494.0,,"$50,000 - $74,999","(39.008830667000495, -75.57774116799965)",10,Income,"$50,000 - $74,999"
61,2016,DE,Delaware,38.0,38.0,Percent of adults aged 18 years and older who have an overweight classification,963.0,,"$75,000 or greater","(39.008830667000495, -75.57774116799965)",10,Income,"$75,000 or greater"
62,2016,DE,Delaware,30.4,30.4,Percent of adults aged 18 years and older who have an overweight classification,564.0,,Data not reported,"(39.008830667000495, -75.57774116799965)",10,Income,Data not reported
63,2016,DC,District of Columbia,22.6,22.6,Percent of adults aged 18 years and older who have an overweight classification,266.0,,"Less than $15,000","(38.89037138500049, -77.03196112699965)",11,Income,"Less than $15,000"
64,2016,DC,District of Columbia,21.7,21.7,Percent of adults aged 18 years and older who have an overweight classification,373.0,,"$15,000 - $24,999","(38.89037138500049, -77.03196112699965)",11,Income,"$15,000 - $24,999"
65,2016,DC,District of Columbia,31.2,31.2,Percent of adults aged 18 years and older who have an overweight classification,212.0,,"$25,000 - $34,999","(38.89037138500049, -77.03196112699965)",11,Income,"$25,000 - $34,999"
66,2016,DC,District of Columbia,34.4,34.4,Percent of adults aged 18 years and older who have an overweight classification,290.0,,"$35,000 - $49,999","(38.89037138500049, -77.03196112699965)",11,Income,"$35,000 - $49,999"
67,2016,DC,District of Columbia,33.1,33.1,Percent of adults aged 18 years and older who have an overweight classification,383.0,,"$50,000 - $74,999","(38.89037138500049, -77.03196112699965)",11,Income,"$50,000 - $74,999"
68,2016,DC,District of Columbia,33.5,33.5,Percent of adults aged 18 years and older who have an overweight classification,1258.0,,"$75,000 or greater","(38.89037138500049, -77.03196112699965)",11,Income,"$75,000 or greater"
69,2016,DC,District of Columbia,30.5,30.5,Percent of adults aged 18 years and older who have an overweight classification,697.0,,Data not reported,"(38.89037138500049, -77.03196112699965)",11,Income,Data not reported
70,2016,FL,Florida,31.7,31.7,Percent of adults aged 18 years and older who have an overweight classification,3093.0,,"Less than $15,000","(28.932040377000476, -81.92896053899966)",12,Income,"Less than $15,000"
71,2016,FL,Florida,32.4,32.4,Percent of adults aged 18 years and older who have an overweight classification,6150.0,,"$15,000 - $24,999","(28.932040377000476, -81.92896053899966)",12,Income,"$15,000 - $24,999"
72,2016,FL,Florida,36.7,36.7,Percent of adults aged 18 years and older who have an overweight classification,3557.0,,"$25,000 - $34,999","(28.932040377000476, -81.92896053899966)",12,Income,"$25,000 - $34,999"
73,2016,FL,Florida,36.5,36.5,Percent of adults aged 18 years and older who have an overweight classification,4193.0,,"$35,000 - $49,999","(28.932040377000476, -81.92896053899966)",12,Income,"$35,000 - $49,999"
74,2016,FL,Florida,40.5,40.5,Percent of adults aged 18 years and older who have an overweight classification,3854.0,,"$50,000 - $74,999","(28.932040377000476, -81.92896053899966)",12,Income,"$50,000 - $74,999"
75,2016,FL,Florida,37.8,37.8,Percent of adults aged 18 years and older who have an overweight classification,6593.0,,"$75,000 or greater","(28.932040377000476, -81.92896053899966)",12,Income,"$75,000 or greater"
76,2016,FL,Florida,34.3,34.3,Percent of adults aged 18 years and older who have an overweight classification,5746.0,,Data not reported,"(28.932040377000476, -81.92896053899966)",12,Income,Data not reported
77,2016,GA,Georgia,27.9,27.9,Percent of adults aged 18 years and older who have an overweight classification,482.0,,"Less than $15,000","(32.83968109300048, -83.62758034599966)",13,Income,"Less than $15,000"
78,2016,GA,Georgia,31.1,31.1,Percent of adults aged 18 years and older who have an overweight classification,824.0,,"$15,000 - $24,999","(32.83968109300048, -83.62758034599966)",13,Income,"$15,000 - $24,999"
79,2016,GA,Georgia,38.6,38.6,Percent of adults aged 18 years and older who have an overweight classification,465.0,,"$25,000 - $34,999","(32.83968109300048, -83.62758034599966)",13,Income,"$25,000 - $34,999"
80,2016,GA,Georgia,30.4,30.4,Percent of adults aged 18 years and older who have an overweight classification,575.0,,"$35,000 - $49,999","(32.83968109300048, -83.62758034599966)",13,Income,"$35,000 - $49,999"
81,2016,GA,Georgia,34.3,34.3,Percent of adults aged 18 years and older who have an overweight classification,575.0,,"$50,000 - $74,999","(32.83968109300048, -83.62758034599966)",13,Income,"$50,000 - $74,999"
82,2016,GA,Georgia,39.1,39.1,Percent of adults aged 18 years and older who have an overweight classification,1187.0,,"$75,000 or greater","(32.83968109300048, -83.62758034599966)",13,Income,"$75,000 or greater"
83,2016,GA,Georgia,34.1,34.1,Percent of adults aged 18 years and older who have an overweight classification,776.0,,Data not reported,"(32.83968109300048, -83.62758034599966)",13,Income,Data not reported
84,2016,HI,Hawaii,31.1,31.1,Percent of adults aged 18 years and older who have an overweight classification,682.0,,"Less than $15,000","(21.304850435000446, -157.85774940299973)",15,Income,"Less than $15,000"
85,2016,HI,Hawaii,29.2,29.2,Percent of adults aged 18 years and older who have an overweight classification,1019.0,,"$15,000 - $24,999","(21.304850435000446, -157.85774940299973)",15,Income,"$15,000 - $24,999"
86,2016,HI,Hawaii,30.7,30.7,Percent of adults aged 18 years and older who have an overweight classification,720.0,,"$25,000 - $34,999","(21.304850435000446, -157.85774940299973)",15,Income,"$25,000 - $34,999"
87,2016,HI,Hawaii,34.1,34.1,Percent of adults aged 18 years and older who have an overweight classification,1003.0,,"$35,000 - $49,999","(21.304850435000446, -157.85774940299973)",15,Income,"$35,000 - $49,999"
88,2016,HI,Hawaii,35.0,35.0,Percent of adults aged 18 years and older who have an overweight classification,1168.0,,"$50,000 - $74,999","(21.304850435000446, -157.85774940299973)",15,Income,"$50,000 - $74,999"
89,2016,HI,Hawaii,36.8,36.8,Percent of adults aged 18 years and older who have an overweight classification,2407.0,,"$75,000 or greater","(21.304850435000446, -157.85774940299973)",15,Income,"$75,000 or greater"
90,2016,HI,Hawaii,32.2,32.2,Percent of adults aged 18 years and older who have an overweight classification,660.0,,Data not reported,"(21.304850435000446, -157.85774940299973)",15,Income,Data not reported
91,2016,ID,Idaho,25.1,25.1,Percent of adults aged 18 years and older who have an overweight classification,468.0,,"Less than $15,000","(43.682630005000476, -114.3637300419997)",16,Income,"Less than $15,000"
92,2016,ID,Idaho,32.1,32.1,Percent of adults aged 18 years and older who have an overweight classification,771.0,,"$15,000 - $24,999","(43.682630005000476, -114.3637300419997)",16,Income,"$15,000 - $24,999"
93,2016,ID,Idaho,36.7,36.7,Percent of adults aged 18 years and older who have an overweight classification,551.0,,"$25,000 - $34,999","(43.682630005000476, -114.3637300419997)",16,Income,"$25,000 - $34,999"
94,2016,ID,Idaho,44.3,44.3,Percent of adults aged 18 years and older who have an overweight classification,704.0,,"$35,000 - $49,999","(43.682630005000476, -114.3637300419997)",16,Income,"$35,000 - $49,999"
95,2016,ID,Idaho,36.9,36.9,Percent of adults aged 18 years and older who have an overweight classification,841.0,,"$50,000 - $74,999","(43.682630005000476, -114.3637300419997)",16,Income,"$50,000 - $74,999"
96,2016,ID,Idaho,39.8,39.8,Percent of adults aged 18 years and older who have an overweight classification,1077.0,,"$75,000 or greater","(43.682630005000476, -114.3637300419997)",16,Income,"$75,000 or greater"
97,2016,ID,Idaho,38.2,38.2,Percent of adults aged 18 years and older who have an overweight classification,468.0,,Data not reported,"(43.682630005000476, -114.3637300419997)",16,Income,Data not reported
98,2016,IL,Illinois,25.4,25.4,Percent of adults aged 18 years and older who have an overweight classification,391.0,,"Less than $15,000","(40.48501028300046, -88.99771017799969)",17,Income,"Less than $15,000"
99,2016,IL,Illinois,30.5,30.5,Percent of adults aged 18 years and older who have an overweight classification,671.0,,"$15,000 - $24,999","(40.48501028300046, -88.99771017799969)",17,Income,"$15,000 - $24,999"
100,2016,IL,Illinois,32.9,32.9,Percent of adults aged 18 years and older who have an overweight classification,414.0,,"$25,000 - $34,999","(40.48501028300046, -88.99771017799969)",17,Income,"$25,000 - $34,999"
101,2016,IL,Illinois,34.0,34.0,Percent of adults aged 18 years and older who have an overweight classification,574.0,,"$35,000 - $49,999","(40.48501028300046, -88.99771017799969)",17,Income,"$35,000 - $49,999"
102,2016,IL,Illinois,34.9,34.9,Percent of adults aged 18 years and older who have an overweight classification,671.0,,"$50,000 - $74,999","(40.48501028300046, -88.99771017799969)",17,Income,"$50,000 - $74,999"
103,2016,IL,Illinois,37.4,37.4,Percent of adults aged 18 years and older who have an overweight classification,1516.0,,"$75,000 or greater","(40.48501028300046, -88.99771017799969)",17,Income,"$75,000 or greater"
104,2016,IL,Illinois,25.6,25.6,Percent of adults aged 18 years and older who have an overweight classification,281.0,,Data not reported,"(40.48501028300046, -88.99771017799969)",17,Income,Data not reported
105,2016,IN,Indiana,31.1,31.1,Percent of adults aged 18 years and older who have an overweight classification,888.0,,"Less than $15,000","(39.766910452000445, -86.14996019399968)",18,Income,"Less than $15,000"
106,2016,IN,Indiana,33.9,33.9,Percent of adults aged 18 years and older who have an overweight classification,1731.0,,"$15,000 - $24,999","(39.766910452000445, -86.14996019399968)",18,Income,"$15,000 - $24,999"
107,2016,IN,Indiana,33.6,33.6,Percent of adults aged 18 years and older who have an overweight classification,1096.0,,"$25,000 - $34,999","(39.766910452000445, -86.14996019399968)",18,Income,"$25,000 - $34,999"
108,2016,IN,Indiana,35.1,35.1,Percent of adults aged 18 years and older who have an overweight classification,1425.0,,"$35,000 - $49,999","(39.766910452000445, -86.14996019399968)",18,Income,"$35,000 - $49,999"
109,2016,IN,Indiana,36.7,36.7,Percent of adults aged 18 years and older who have an overweight classification,1455.0,,"$50,000 - $74,999","(39.766910452000445, -86.14996019399968)",18,Income,"$50,000 - $74,999"
110,2016,IN,Indiana,36.1,36.1,Percent of adults aged 18 years and older who have an overweight classification,2519.0,,"$75,000 or greater","(39.766910452000445, -86.14996019399968)",18,Income,"$75,000 or greater"
111,2016,IN,Indiana,33.6,33.6,Percent of adults aged 18 years and older who have an overweight classification,1205.0,,Data not reported,"(39.766910452000445, -86.14996019399968)",18,Income,Data not reported
112,2016,IA,Iowa,25.9,25.9,Percent of adults aged 18 years and older who have an overweight classification,419.0,,"Less than $15,000","(42.46940091300047, -93.81649055599968)",19,Income,"Less than $15,000"
113,2016,IA,Iowa,31.7,31.7,Percent of adults aged 18 years and older who have an overweight classification,871.0,,"$15,000 - $24,999","(42.46940091300047, -93.81649055599968)",19,Income,"$15,000 - $24,999"
114,2016,IA,Iowa,35.6,35.6,Percent of adults aged 18 years and older who have an overweight classification,620.0,,"$25,000 - $34,999","(42.46940091300047, -93.81649055599968)",19,Income,"$25,000 - $34,999"
115,2016,IA,Iowa,36.4,36.4,Percent of adults aged 18 years and older who have an overweight classification,902.0,,"$35,000 - $49,999","(42.46940091300047, -93.81649055599968)",19,Income,"$35,000 - $49,999"
116,2016,IA,Iowa,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,1108.0,,"$50,000 - $74,999","(42.46940091300047, -93.81649055599968)",19,Income,"$50,000 - $74,999"
117,2016,IA,Iowa,41.7,41.7,Percent of adults aged 18 years and older who have an overweight classification,1853.0,,"$75,000 or greater","(42.46940091300047, -93.81649055599968)",19,Income,"$75,000 or greater"
118,2016,IA,Iowa,33.2,33.2,Percent of adults aged 18 years and older who have an overweight classification,872.0,,Data not reported,"(42.46940091300047, -93.81649055599968)",19,Income,Data not reported
119,2016,KS,Kansas,35.3,35.3,Percent of adults aged 18 years and older who have an overweight classification,1095.0,,"$25,000 - $34,999","(38.34774030000045, -98.20078122699965)",20,Income,"$25,000 - $34,999"
120,2016,KS,Kansas,28.1,28.1,Percent of adults aged 18 years and older who have an overweight classification,685.0,,"Less than $15,000","(38.34774030000045, -98.20078122699965)",20,Income,"Less than $15,000"
121,2016,KS,Kansas,34.9,34.9,Percent of adults aged 18 years and older who have an overweight classification,1408.0,,"$15,000 - $24,999","(38.34774030000045, -98.20078122699965)",20,Income,"$15,000 - $24,999"
122,2016,KS,Kansas,34.1,34.1,Percent of adults aged 18 years and older who have an overweight classification,1506.0,,"$35,000 - $49,999","(38.34774030000045, -98.20078122699965)",20,Income,"$35,000 - $49,999"
123,2016,KS,Kansas,35.7,35.7,Percent of adults aged 18 years and older who have an overweight classification,1659.0,,"$50,000 - $74,999","(38.34774030000045, -98.20078122699965)",20,Income,"$50,000 - $74,999"
124,2016,KS,Kansas,40.3,40.3,Percent of adults aged 18 years and older who have an overweight classification,3005.0,,"$75,000 or greater","(38.34774030000045, -98.20078122699965)",20,Income,"$75,000 or greater"
125,2016,KS,Kansas,32.0,32.0,Percent of adults aged 18 years and older who have an overweight classification,1589.0,,Data not reported,"(38.34774030000045, -98.20078122699965)",20,Income,Data not reported
126,2016,KY,Kentucky,30.2,30.2,Percent of adults aged 18 years and older who have an overweight classification,1058.0,,"Less than $15,000","(37.645970271000465, -84.77497104799966)",21,Income,"Less than $15,000"
127,2016,KY,Kentucky,33.6,33.6,Percent of adults aged 18 years and older who have an overweight classification,1341.0,,"$15,000 - $24,999","(37.645970271000465, -84.77497104799966)",21,Income,"$15,000 - $24,999"
128,2016,KY,Kentucky,32.6,32.6,Percent of adults aged 18 years and older who have an overweight classification,862.0,,"$25,000 - $34,999","(37.645970271000465, -84.77497104799966)",21,Income,"$25,000 - $34,999"
129,2016,KY,Kentucky,33.9,33.9,Percent of adults aged 18 years and older who have an overweight classification,1152.0,,"$35,000 - $49,999","(37.645970271000465, -84.77497104799966)",21,Income,"$35,000 - $49,999"
130,2016,KY,Kentucky,40.1,40.1,Percent of adults aged 18 years and older who have an overweight classification,1290.0,,"$50,000 - $74,999","(37.645970271000465, -84.77497104799966)",21,Income,"$50,000 - $74,999"
131,2016,KY,Kentucky,39.2,39.2,Percent of adults aged 18 years and older who have an overweight classification,2150.0,,"$75,000 or greater","(37.645970271000465, -84.77497104799966)",21,Income,"$75,000 or greater"
132,2016,KY,Kentucky,32.1,32.1,Percent of adults aged 18 years and older who have an overweight classification,1730.0,,Data not reported,"(37.645970271000465, -84.77497104799966)",21,Income,Data not reported
133,2016,LA,Louisiana,33.0,33.0,Percent of adults aged 18 years and older who have an overweight classification,591.0,,"Less than $15,000","(31.31266064400046, -92.44568007099969)",22,Income,"Less than $15,000"
134,2016,LA,Louisiana,31.6,31.6,Percent of adults aged 18 years and older who have an overweight classification,842.0,,"$15,000 - $24,999","(31.31266064400046, -92.44568007099969)",22,Income,"$15,000 - $24,999"
135,2016,LA,Louisiana,35.1,35.1,Percent of adults aged 18 years and older who have an overweight classification,474.0,,"$25,000 - $34,999","(31.31266064400046, -92.44568007099969)",22,Income,"$25,000 - $34,999"
136,2016,LA,Louisiana,29.6,29.6,Percent of adults aged 18 years and older who have an overweight classification,591.0,,"$35,000 - $49,999","(31.31266064400046, -92.44568007099969)",22,Income,"$35,000 - $49,999"
137,2016,LA,Louisiana,39.4,39.4,Percent of adults aged 18 years and older who have an overweight classification,614.0,,"$50,000 - $74,999","(31.31266064400046, -92.44568007099969)",22,Income,"$50,000 - $74,999"
138,2016,LA,Louisiana,36.2,36.2,Percent of adults aged 18 years and older who have an overweight classification,1080.0,,"$75,000 or greater","(31.31266064400046, -92.44568007099969)",22,Income,"$75,000 or greater"
139,2016,LA,Louisiana,31.1,31.1,Percent of adults aged 18 years and older who have an overweight classification,676.0,,Data not reported,"(31.31266064400046, -92.44568007099969)",22,Income,Data not reported
140,2016,ME,Maine,26.1,26.1,Percent of adults aged 18 years and older who have an overweight classification,924.0,,"Less than $15,000","(45.254228894000505, -68.98503133599962)",23,Income,"Less than $15,000"
141,2016,ME,Maine,30.1,30.1,Percent of adults aged 18 years and older who have an overweight classification,1497.0,,"$15,000 - $24,999","(45.254228894000505, -68.98503133599962)",23,Income,"$15,000 - $24,999"
142,2016,ME,Maine,33.2,33.2,Percent of adults aged 18 years and older who have an overweight classification,1038.0,,"$25,000 - $34,999","(45.254228894000505, -68.98503133599962)",23,Income,"$25,000 - $34,999"
143,2016,ME,Maine,34.7,34.7,Percent of adults aged 18 years and older who have an overweight classification,1362.0,,"$35,000 - $49,999","(45.254228894000505, -68.98503133599962)",23,Income,"$35,000 - $49,999"
144,2016,ME,Maine,38.2,38.2,Percent of adults aged 18 years and older who have an overweight classification,1553.0,,"$50,000 - $74,999","(45.254228894000505, -68.98503133599962)",23,Income,"$50,000 - $74,999"
145,2016,ME,Maine,40.0,40.0,Percent of adults aged 18 years and older who have an overweight classification,2432.0,,"$75,000 or greater","(45.254228894000505, -68.98503133599962)",23,Income,"$75,000 or greater"
