,year,state,state_name,age_pc,Data_Value_Alt,Question,Sample_Size,Total,Age,GeoLocation,LocationID,StratificationCategory1,Stratification1
15,2016,AL,Alabama,39.2,39.2,Percent of adults aged 18 years and older who have an overweight classification,2142.0,,65 or older,"(32.84057112200048, -86.63186076199969)",1,Age (years),65 or older
16,2016,AK,Alaska,31.3,31.3,Percent of adults aged 18 years and older who have an overweight classification,177.0,,18 - 24,"(64.84507995700051, -147.72205903599973)",2,Age (years),18 - 24
17,2016,AK,Alaska,33.1,33.1,Percent of adults aged 18 years and older who have an overweight classification,356.0,,35 - 44,"(64.84507995700051, -147.72205903599973)",2,Age (years),35 - 44
18,2016,AK,Alaska,35.8,35.8,Percent of adults aged 18 years and older who have an overweight classification,483.0,,45 - 54,"(64.84507995700051, -147.72205903599973)",2,Age (years),45 - 54
19,2016,AK,Alaska,42.2,42.2,Percent of adults aged 18 years and older who have an overweight classification,706.0,,55 - 64,"(64.84507995700051, -147.72205903599973)",2,Age (years),55 - 64
20,2016,AK,Alaska,38.1,38.1,Percent of adults aged 18 years and older who have an overweight classification,738.0,,65 or older,"(64.84507995700051, -147.72205903599973)",2,Age (years),65 or older
21,2016,AZ,Arizona,19.6,19.6,Percent of adults aged 18 years and older who have an overweight classification,344.0,,18 - 24,"(34.865970280000454, -111.76381127699972)",4,Age (years),18 - 24
22,2016,AZ,Arizona,35.7,35.7,Percent of adults aged 18 years and older who have an overweight classification,892.0,,35 - 44,"(34.865970280000454, -111.76381127699972)",4,Age (years),35 - 44
23,2016,AR,Arkansas,35.1,35.1,Percent of adults aged 18 years and older who have an overweight classification,1036.0,,55 - 64,"(34.74865012400045, -92.27449074299966)",5,Age (years),55 - 64
24,2016,AR,Arkansas,37.8,37.8,Percent of adults aged 18 years and older who have an overweight classification,2397.0,,65 or older,"(34.74865012400045, -92.27449074299966)",5,Age (years),65 or older
25,2016,CA,California,24.5,24.5,Percent of adults aged 18 years and older who have an overweight classification,997.0,,18 - 24,"(37.63864012300047, -120.99999953799971)",6,Age (years),18 - 24
26,2016,CA,California,37.9,37.9,Percent of adults aged 18 years and older who have an overweight classification,1505.0,,35 - 44,"(37.63864012300047, -120.99999953799971)",6,Age (years),35 - 44
27,2016,CA,California,37.4,37.4,Percent of adults aged 18 years and older who have an overweight classification,1754.0,,45 - 54,"(37.63864012300047, -120.99999953799971)",6,Age (years),45 - 54
28,2016,CA,California,39.4,39.4,Percent of adults aged 18 years and older who have an overweight classification,1930.0,,55 - 64,"(37.63864012300047, -120.99999953799971)",6,Age (years),55 - 64
29,2016,CA,California,39.2,39.2,Percent of adults aged 18 years and older who have an overweight classification,2510.0,,65 or older,"(37.63864012300047, -120.99999953799971)",6,Age (years),65 or older
30,2016,CO,Colorado,25.2,25.2,Percent of adults aged 18 years and older who have an overweight classification,658.0,,18 - 24,"(38.843840757000464, -106.13361092099967)",8,Age (years),18 - 24
31,2016,CO,Colorado,36.6,36.6,Percent of adults aged 18 years and older who have an overweight classification,1615.0,,35 - 44,"(38.843840757000464, -106.13361092099967)",8,Age (years),35 - 44
32,2016,CO,Colorado,39.2,39.2,Percent of adults aged 18 years and older who have an overweight classification,2191.0,,45 - 54,"(38.843840757000464, -106.13361092099967)",8,Age (years),45 - 54
33,2016,CO,Colorado,38.9,38.9,Percent of adults aged 18 years and older who have an overweight classification,3151.0,,55 - 64,"(38.843840757000464, -106.13361092099967)",8,Age (years),55 - 64
34,2016,CO,Colorado,40.2,40.2,Percent of adults aged 18 years and older who have an overweight classification,4724.0,,65 or older,"(38.843840757000464, -106.13361092099967)",8,Age (years),65 or older
35,2016,CT,Connecticut,22.6,22.6,Percent of adults aged 18 years and older who have an overweight classification,398.0,,18 - 24,"(41.56266102000046, -72.64984095199964)",9,Age (years),18 - 24
36,2016,CT,Connecticut,35.8,35.8,Percent of adults aged 18 years and older who have an overweight classification,963.0,,35 - 44,"(41.56266102000046, -72.64984095199964)",9,Age (years),35 - 44
37,2016,CT,Connecticut,37.6,37.6,Percent of adults aged 18 years and older who have an overweight classification,1718.0,,45 - 54,"(41.56266102000046, -72.64984095199964)",9,Age (years),45 - 54
38,2016,CT,Connecticut,38.7,38.7,Percent of adults aged 18 years and older who have an overweight classification,2379.0,,55 - 64,"(41.56266102000046, -72.64984095199964)",9,Age (years),55 - 64
39,2016,CT,Connecticut,41.5,41.5,Percent of adults aged 18 years and older who have an overweight classification,3831.0,,65 or older,"(41.56266102000046, -72.64984095199964)",9,Age (years),65 or older
40,2016,DE,Delaware,24.3,24.3,Percent of adults aged 18 years and older who have an overweight classification,235.0,,18 - 24,"(39.008830667000495, -75.57774116799965)",10,Age (years),18 - 24
41,2016,DE,Delaware,37.1,37.1,Percent of adults aged 18 years and older who have an overweight classification,388.0,,35 - 44,"(39.008830667000495, -75.57774116799965)",10,Age (years),35 - 44
42,2016,DE,Delaware,40.2,40.2,Percent of adults aged 18 years and older who have an overweight classification,602.0,,45 - 54,"(39.008830667000495, -75.57774116799965)",10,Age (years),45 - 54
43,2016,DE,Delaware,37.2,37.2,Percent of adults aged 18 years and older who have an overweight classification,812.0,,55 - 64,"(39.008830667000495, -75.57774116799965)",10,Age (years),55 - 64
44,2016,DE,Delaware,41.4,41.4,Percent of adults aged 18 years and older who have an overweight classification,1281.0,,65 or older,"(39.008830667000495, -75.57774116799965)",10,Age (years),65 or older
45,2016,DC,District of Columbia,21.9,21.9,Percent of adults aged 18 years and older who have an overweight classification,163.0,,18 - 24,"(38.89037138500049, -77.03196112699965)",11,Age (years),18 - 24
46,2016,DC,District of Columbia,33.3,33.3,Percent of adults aged 18 years and older who have an overweight classification,502.0,,35 - 44,"(38.89037138500049, -77.03196112699965)",11,Age (years),35 - 44
47,2016,DC,District of Columbia,34.0,34.0,Percent of adults aged 18 years and older who have an overweight classification,621.0,,45 - 54,"(38.89037138500049, -77.03196112699965)",11,Age (years),45 - 54
48,2016,DC,District of Columbia,36.9,36.9,Percent of adults aged 18 years and older who have an overweight classification,760.0,,55 - 64,"(38.89037138500049, -77.03196112699965)",11,Age (years),55 - 64
49,2016,DC,District of Columbia,33.3,33.3,Percent of adults aged 18 years and older who have an overweight classification,959.0,,65 or older,"(38.89037138500049, -77.03196112699965)",11,Age (years),65 or older
50,2016,FL,Florida,25.0,25.0,Percent of adults aged 18 years and older who have an overweight classification,1661.0,,18 - 24,"(28.932040377000476, -81.92896053899966)",12,Age (years),18 - 24
51,2016,FL,Florida,37.4,37.4,Percent of adults aged 18 years and older who have an overweight classification,3299.0,,35 - 44,"(28.932040377000476, -81.92896053899966)",12,Age (years),35 - 44
52,2016,FL,Florida,38.1,38.1,Percent of adults aged 18 years and older who have an overweight classification,4853.0,,45 - 54,"(28.932040377000476, -81.92896053899966)",12,Age (years),45 - 54
53,2016,FL,Florida,36.3,36.3,Percent of adults aged 18 years and older who have an overweight classification,6706.0,,55 - 64,"(28.932040377000476, -81.92896053899966)",12,Age (years),55 - 64
54,2016,FL,Florida,39.7,39.7,Percent of adults aged 18 years and older who have an overweight classification,13657.0,,65 or older,"(28.932040377000476, -81.92896053899966)",12,Age (years),65 or older
55,2016,GA,Georgia,21.7,21.7,Percent of adults aged 18 years and older who have an overweight classification,286.0,,18 - 24,"(32.83968109300048, -83.62758034599966)",13,Age (years),18 - 24
56,2016,GA,Georgia,34.7,34.7,Percent of adults aged 18 years and older who have an overweight classification,521.0,,35 - 44,"(32.83968109300048, -83.62758034599966)",13,Age (years),35 - 44
57,2016,GA,Georgia,39.4,39.4,Percent of adults aged 18 years and older who have an overweight classification,779.0,,45 - 54,"(32.83968109300048, -83.62758034599966)",13,Age (years),45 - 54
58,2016,GA,Georgia,37.1,37.1,Percent of adults aged 18 years and older who have an overweight classification,972.0,,55 - 64,"(32.83968109300048, -83.62758034599966)",13,Age (years),55 - 64
59,2016,GA,Georgia,36.4,36.4,Percent of adults aged 18 years and older who have an overweight classification,1849.0,,65 or older,"(32.83968109300048, -83.62758034599966)",13,Age (years),65 or older
60,2016,HI,Hawaii,34.0,34.0,Percent of adults aged 18 years and older who have an overweight classification,459.0,,18 - 24,"(21.304850435000446, -157.85774940299973)",15,Age (years),18 - 24
61,2016,HI,Hawaii,33.7,33.7,Percent of adults aged 18 years and older who have an overweight classification,884.0,,35 - 44,"(21.304850435000446, -157.85774940299973)",15,Age (years),35 - 44
62,2016,HI,Hawaii,34.1,34.1,Percent of adults aged 18 years and older who have an overweight classification,1151.0,,45 - 54,"(21.304850435000446, -157.85774940299973)",15,Age (years),45 - 54
63,2016,HI,Hawaii,33.7,33.7,Percent of adults aged 18 years and older who have an overweight classification,1755.0,,55 - 64,"(21.304850435000446, -157.85774940299973)",15,Age (years),55 - 64
64,2016,HI,Hawaii,35.3,35.3,Percent of adults aged 18 years and older who have an overweight classification,2635.0,,65 or older,"(21.304850435000446, -157.85774940299973)",15,Age (years),65 or older
65,2016,ID,Idaho,27.2,27.2,Percent of adults aged 18 years and older who have an overweight classification,237.0,,18 - 24,"(43.682630005000476, -114.3637300419997)",16,Age (years),18 - 24
66,2016,ID,Idaho,39.9,39.9,Percent of adults aged 18 years and older who have an overweight classification,538.0,,35 - 44,"(43.682630005000476, -114.3637300419997)",16,Age (years),35 - 44
67,2016,ID,Idaho,36.1,36.1,Percent of adults aged 18 years and older who have an overweight classification,720.0,,45 - 54,"(43.682630005000476, -114.3637300419997)",16,Age (years),45 - 54
68,2016,ID,Idaho,38.4,38.4,Percent of adults aged 18 years and older who have an overweight classification,1009.0,,55 - 64,"(43.682630005000476, -114.3637300419997)",16,Age (years),55 - 64
69,2016,ID,Idaho,40.6,40.6,Percent of adults aged 18 years and older who have an overweight classification,1932.0,,65 or older,"(43.682630005000476, -114.3637300419997)",16,Age (years),65 or older
70,2016,IL,Illinois,26.0,26.0,Percent of adults aged 18 years and older who have an overweight classification,342.0,,18 - 24,"(40.48501028300046, -88.99771017799969)",17,Age (years),18 - 24
71,2016,IL,Illinois,30.7,30.7,Percent of adults aged 18 years and older who have an overweight classification,565.0,,35 - 44,"(40.48501028300046, -88.99771017799969)",17,Age (years),35 - 44
72,2016,IL,Illinois,35.2,35.2,Percent of adults aged 18 years and older who have an overweight classification,691.0,,45 - 54,"(40.48501028300046, -88.99771017799969)",17,Age (years),45 - 54
73,2016,IL,Illinois,38.8,38.8,Percent of adults aged 18 years and older who have an overweight classification,923.0,,55 - 64,"(40.48501028300046, -88.99771017799969)",17,Age (years),55 - 64
74,2016,IL,Illinois,37.0,37.0,Percent of adults aged 18 years and older who have an overweight classification,1492.0,,65 or older,"(40.48501028300046, -88.99771017799969)",17,Age (years),65 or older
75,2016,IN,Indiana,25.1,25.1,Percent of adults aged 18 years and older who have an overweight classification,425.0,,18 - 24,"(39.766910452000445, -86.14996019399968)",18,Age (years),18 - 24
76,2016,IN,Indiana,36.3,36.3,Percent of adults aged 18 years and older who have an overweight classification,1022.0,,35 - 44,"(39.766910452000445, -86.14996019399968)",18,Age (years),35 - 44
77,2016,IN,Indiana,33.5,33.5,Percent of adults aged 18 years and older who have an overweight classification,1550.0,,45 - 54,"(39.766910452000445, -86.14996019399968)",18,Age (years),45 - 54
78,2016,IN,Indiana,37.6,37.6,Percent of adults aged 18 years and older who have an overweight classification,2366.0,,55 - 64,"(39.766910452000445, -86.14996019399968)",18,Age (years),55 - 64
79,2016,IN,Indiana,39.7,39.7,Percent of adults aged 18 years and older who have an overweight classification,4223.0,,65 or older,"(39.766910452000445, -86.14996019399968)",18,Age (years),65 or older
80,2016,IA,Iowa,26.4,26.4,Percent of adults aged 18 years and older who have an overweight classification,364.0,,18 - 24,"(42.46940091300047, -93.81649055599968)",19,Age (years),18 - 24
81,2016,IA,Iowa,38.0,38.0,Percent of adults aged 18 years and older who have an overweight classification,689.0,,35 - 44,"(42.46940091300047, -93.81649055599968)",19,Age (years),35 - 44
82,2016,IA,Iowa,39.5,39.5,Percent of adults aged 18 years and older who have an overweight classification,964.0,,45 - 54,"(42.46940091300047, -93.81649055599968)",19,Age (years),45 - 54
83,2016,IA,Iowa,38.1,38.1,Percent of adults aged 18 years and older who have an overweight classification,1483.0,,55 - 64,"(42.46940091300047, -93.81649055599968)",19,Age (years),55 - 64
84,2016,IA,Iowa,40.1,40.1,Percent of adults aged 18 years and older who have an overweight classification,2541.0,,65 or older,"(42.46940091300047, -93.81649055599968)",19,Age (years),65 or older
85,2016,KS,Kansas,28.5,28.5,Percent of adults aged 18 years and older who have an overweight classification,633.0,,18 - 24,"(38.34774030000045, -98.20078122699965)",20,Age (years),18 - 24
86,2016,KS,Kansas,34.5,34.5,Percent of adults aged 18 years and older who have an overweight classification,1224.0,,35 - 44,"(38.34774030000045, -98.20078122699965)",20,Age (years),35 - 44
87,2016,KS,Kansas,38.5,38.5,Percent of adults aged 18 years and older who have an overweight classification,1683.0,,45 - 54,"(38.34774030000045, -98.20078122699965)",20,Age (years),45 - 54
88,2016,KS,Kansas,35.4,35.4,Percent of adults aged 18 years and older who have an overweight classification,2372.0,,55 - 64,"(38.34774030000045, -98.20078122699965)",20,Age (years),55 - 64
89,2016,KS,Kansas,39.5,39.5,Percent of adults aged 18 years and older who have an overweight classification,3893.0,,65 or older,"(38.34774030000045, -98.20078122699965)",20,Age (years),65 or older
90,2016,KY,Kentucky,30.8,30.8,Percent of adults aged 18 years and older who have an overweight classification,639.0,,18 - 24,"(37.645970271000465, -84.77497104799966)",21,Age (years),18 - 24
91,2016,KY,Kentucky,31.2,31.2,Percent of adults aged 18 years and older who have an overweight classification,1075.0,,35 - 44,"(37.645970271000465, -84.77497104799966)",21,Age (years),35 - 44
92,2016,KY,Kentucky,37.0,37.0,Percent of adults aged 18 years and older who have an overweight classification,1619.0,,45 - 54,"(37.645970271000465, -84.77497104799966)",21,Age (years),45 - 54
93,2016,KY,Kentucky,34.0,34.0,Percent of adults aged 18 years and older who have an overweight classification,2207.0,,55 - 64,"(37.645970271000465, -84.77497104799966)",21,Age (years),55 - 64
94,2016,KY,Kentucky,41.6,41.6,Percent of adults aged 18 years and older who have an overweight classification,3125.0,,65 or older,"(37.645970271000465, -84.77497104799966)",21,Age (years),65 or older
95,2016,LA,Louisiana,25.3,25.3,Percent of adults aged 18 years and older who have an overweight classification,197.0,,18 - 24,"(31.31266064400046, -92.44568007099969)",22,Age (years),18 - 24
96,2016,LA,Louisiana,30.0,30.0,Percent of adults aged 18 years and older who have an overweight classification,485.0,,35 - 44,"(31.31266064400046, -92.44568007099969)",22,Age (years),35 - 44
97,2016,LA,Louisiana,34.4,34.4,Percent of adults aged 18 years and older who have an overweight classification,713.0,,45 - 54,"(31.31266064400046, -92.44568007099969)",22,Age (years),45 - 54
98,2016,LA,Louisiana,36.9,36.9,Percent of adults aged 18 years and older who have an overweight classification,1112.0,,55 - 64,"(31.31266064400046, -92.44568007099969)",22,Age (years),55 - 64
99,2016,LA,Louisiana,34.8,34.8,Percent of adults aged 18 years and older who have an overweight classification,1951.0,,65 or older,"(31.31266064400046, -92.44568007099969)",22,Age (years),65 or older
100,2016,ME,Maine,28.2,28.2,Percent of adults aged 18 years and older who have an overweight classification,360.0,,18 - 24,"(45.254228894000505, -68.98503133599962)",23,Age (years),18 - 24
101,2016,ME,Maine,36.7,36.7,Percent of adults aged 18 years and older who have an overweight classification,911.0,,35 - 44,"(45.254228894000505, -68.98503133599962)",23,Age (years),35 - 44
102,2016,ME,Maine,35.1,35.1,Percent of adults aged 18 years and older who have an overweight classification,1537.0,,45 - 54,"(45.254228894000505, -68.98503133599962)",23,Age (years),45 - 54
103,2016,ME,Maine,37.1,37.1,Percent of adults aged 18 years and older who have an overweight classification,2310.0,,55 - 64,"(45.254228894000505, -68.98503133599962)",23,Age (years),55 - 64
104,2016,ME,Maine,36.9,36.9,Percent of adults aged 18 years and older who have an overweight classification,3678.0,,65 or older,"(45.254228894000505, -68.98503133599962)",23,Age (years),65 or older
105,2016,MD,Maryland,38.6,38.6,Percent of adults aged 18 years and older who have an overweight classification,3867.0,,55 - 64,"(39.29058096400047, -76.60926011099963)",24,Age (years),55 - 64
106,2016,MD,Maryland,22.0,22.0,Percent of adults aged 18 years and older who have an overweight classification,666.0,,18 - 24,"(39.29058096400047, -76.60926011099963)",24,Age (years),18 - 24
107,2016,MD,Maryland,34.6,34.6,Percent of adults aged 18 years and older who have an overweight classification,1776.0,,35 - 44,"(39.29058096400047, -76.60926011099963)",24,Age (years),35 - 44
108,2016,MD,Maryland,36.4,36.4,Percent of adults aged 18 years and older who have an overweight classification,2871.0,,45 - 54,"(39.29058096400047, -76.60926011099963)",24,Age (years),45 - 54
109,2016,MD,Maryland,40.0,40.0,Percent of adults aged 18 years and older who have an overweight classification,6221.0,,65 or older,"(39.29058096400047, -76.60926011099963)",24,Age (years),65 or older
110,2016,MA,Massachusetts,26.1,26.1,Percent of adults aged 18 years and older who have an overweight classification,499.0,,18 - 24,"(42.27687047000046, -72.08269067499964)",25,Age (years),18 - 24
111,2016,MA,Massachusetts,39.9,39.9,Percent of adults aged 18 years and older who have an overweight classification,852.0,,35 - 44,"(42.27687047000046, -72.08269067499964)",25,Age (years),35 - 44
112,2016,MA,Massachusetts,40.3,40.3,Percent of adults aged 18 years and older who have an overweight classification,1244.0,,45 - 54,"(42.27687047000046, -72.08269067499964)",25,Age (years),45 - 54
113,2016,MA,Massachusetts,40.3,40.3,Percent of adults aged 18 years and older who have an overweight classification,1636.0,,55 - 64,"(42.27687047000046, -72.08269067499964)",25,Age (years),55 - 64
114,2016,MA,Massachusetts,39.9,39.9,Percent of adults aged 18 years and older who have an overweight classification,2408.0,,65 or older,"(42.27687047000046, -72.08269067499964)",25,Age (years),65 or older
115,2016,MI,Michigan,26.2,26.2,Percent of adults aged 18 years and older who have an overweight classification,783.0,,18 - 24,"(44.6613195430005, -84.71439026999968)",26,Age (years),18 - 24
116,2016,MI,Michigan,33.8,33.8,Percent of adults aged 18 years and older who have an overweight classification,1260.0,,35 - 44,"(44.6613195430005, -84.71439026999968)",26,Age (years),35 - 44
117,2016,MI,Michigan,38.6,38.6,Percent of adults aged 18 years and older who have an overweight classification,1812.0,,45 - 54,"(44.6613195430005, -84.71439026999968)",26,Age (years),45 - 54
118,2016,MI,Michigan,39.1,39.1,Percent of adults aged 18 years and older who have an overweight classification,2445.0,,55 - 64,"(44.6613195430005, -84.71439026999968)",26,Age (years),55 - 64
119,2016,MI,Michigan,38.2,38.2,Percent of adults aged 18 years and older who have an overweight classification,3711.0,,65 or older,"(44.6613195430005, -84.71439026999968)",26,Age (years),65 or older
120,2016,MN,Minnesota,25.4,25.4,Percent of adults aged 18 years and older who have an overweight classification,1056.0,,18 - 24,"(46.35564873600049, -94.79420050299967)",27,Age (years),18 - 24
121,2016,MN,Minnesota,38.8,38.8,Percent of adults aged 18 years and older who have an overweight classification,2021.0,,35 - 44,"(46.35564873600049, -94.79420050299967)",27,Age (years),35 - 44
122,2016,MN,Minnesota,37.9,37.9,Percent of adults aged 18 years and older who have an overweight classification,2579.0,,45 - 54,"(46.35564873600049, -94.79420050299967)",27,Age (years),45 - 54
123,2016,MN,Minnesota,39.5,39.5,Percent of adults aged 18 years and older who have an overweight classification,3375.0,,55 - 64,"(46.35564873600049, -94.79420050299967)",27,Age (years),55 - 64
124,2016,MN,Minnesota,40.8,40.8,Percent of adults aged 18 years and older who have an overweight classification,4580.0,,65 or older,"(46.35564873600049, -94.79420050299967)",27,Age (years),65 or older
125,2016,MS,Mississippi,29.9,29.9,Percent of adults aged 18 years and older who have an overweight classification,240.0,,18 - 24,"(32.745510099000455, -89.53803082499968)",28,Age (years),18 - 24
126,2016,MS,Mississippi,29.2,29.2,Percent of adults aged 18 years and older who have an overweight classification,583.0,,35 - 44,"(32.745510099000455, -89.53803082499968)",28,Age (years),35 - 44
127,2016,MS,Mississippi,35.2,35.2,Percent of adults aged 18 years and older who have an overweight classification,759.0,,45 - 54,"(32.745510099000455, -89.53803082499968)",28,Age (years),45 - 54
128,2016,MS,Mississippi,35.7,35.7,Percent of adults aged 18 years and older who have an overweight classification,1068.0,,55 - 64,"(32.745510099000455, -89.53803082499968)",28,Age (years),55 - 64
129,2016,MS,Mississippi,36.7,36.7,Percent of adults aged 18 years and older who have an overweight classification,1658.0,,65 or older,"(32.745510099000455, -89.53803082499968)",28,Age (years),65 or older
130,2016,MO,Missouri,33.7,33.7,Percent of adults aged 18 years and older who have an overweight classification,367.0,,18 - 24,"(38.635790776000476, -92.56630005299968)",29,Age (years),18 - 24
131,2016,MO,Missouri,35.0,35.0,Percent of adults aged 18 years and older who have an overweight classification,641.0,,35 - 44,"(38.635790776000476, -92.56630005299968)",29,Age (years),35 - 44
132,2016,MO,Missouri,37.6,37.6,Percent of adults aged 18 years and older who have an overweight classification,960.0,,45 - 54,"(38.635790776000476, -92.56630005299968)",29,Age (years),45 - 54
133,2016,MO,Missouri,34.4,34.4,Percent of adults aged 18 years and older who have an overweight classification,1377.0,,55 - 64,"(38.635790776000476, -92.56630005299968)",29,Age (years),55 - 64
134,2016,MO,Missouri,37.5,37.5,Percent of adults aged 18 years and older who have an overweight classification,2707.0,,65 or older,"(38.635790776000476, -92.56630005299968)",29,Age (years),65 or older
135,2016,MT,Montana,29.0,29.0,Percent of adults aged 18 years and older who have an overweight classification,262.0,,18 - 24,"(47.06652897200047, -109.42442064499971)",30,Age (years),18 - 24
136,2016,MT,Montana,37.9,37.9,Percent of adults aged 18 years and older who have an overweight classification,604.0,,35 - 44,"(47.06652897200047, -109.42442064499971)",30,Age (years),35 - 44
137,2016,MT,Montana,39.9,39.9,Percent of adults aged 18 years and older who have an overweight classification,699.0,,45 - 54,"(47.06652897200047, -109.42442064499971)",30,Age (years),45 - 54
138,2016,MT,Montana,37.8,37.8,Percent of adults aged 18 years and older who have an overweight classification,1270.0,,55 - 64,"(47.06652897200047, -109.42442064499971)",30,Age (years),55 - 64
139,2016,MT,Montana,42.5,42.5,Percent of adults aged 18 years and older who have an overweight classification,2148.0,,65 or older,"(47.06652897200047, -109.42442064499971)",30,Age (years),65 or older
140,2016,NE,Nebraska,28.9,28.9,Percent of adults aged 18 years and older who have an overweight classification,847.0,,18 - 24,"(41.6410409880005, -99.36572062299967)",31,Age (years),18 - 24
141,2016,NE,Nebraska,38.1,38.1,Percent of adults aged 18 years and older who have an overweight classification,1650.0,,35 - 44,"(41.6410409880005, -99.36572062299967)",31,Age (years),35 - 44
142,2016,NE,Nebraska,35.9,35.9,Percent of adults aged 18 years and older who have an overweight classification,2081.0,,45 - 54,"(41.6410409880005, -99.36572062299967)",31,Age (years),45 - 54
143,2016,NE,Nebraska,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,3010.0,,55 - 64,"(41.6410409880005, -99.36572062299967)",31,Age (years),55 - 64
144,2016,NE,Nebraska,40.3,40.3,Percent of adults aged 18 years and older who have an overweight classification,5037.0,,65 or older,"(41.6410409880005, -99.36572062299967)",31,Age (years),65 or older
145,2016,NV,Nevada,24.7,24.7,Percent of adults aged 18 years and older who have an overweight classification,266.0,,18 - 24,"(39.493240390000494, -117.07184056399967)",32,Age (years),18 - 24
146,2016,NV,Nevada,39.2,39.2,Percent of adults aged 18 years and older who have an overweight classification,483.0,,35 - 44,"(39.493240390000494, -117.07184056399967)",32,Age (years),35 - 44
147,2016,NV,Nevada,41.3,41.3,Percent of adults aged 18 years and older who have an overweight classification,630.0,,45 - 54,"(39.493240390000494, -117.07184056399967)",32,Age (years),45 - 54
148,2016,NV,Nevada,34.9,34.9,Percent of adults aged 18 years and older who have an overweight classification,810.0,,55 - 64,"(39.493240390000494, -117.07184056399967)",32,Age (years),55 - 64
149,2016,NV,Nevada,37.8,37.8,Percent of adults aged 18 years and older who have an overweight classification,1355.0,,65 or older,"(39.493240390000494, -117.07184056399967)",32,Age (years),65 or older
150,2016,NH,New Hampshire,26.4,26.4,Percent of adults aged 18 years and older who have an overweight classification,228.0,,18 - 24,"(43.65595011300047, -71.50036091999965)",33,Age (years),18 - 24
151,2016,NH,New Hampshire,39.3,39.3,Percent of adults aged 18 years and older who have an overweight classification,539.0,,35 - 44,"(43.65595011300047, -71.50036091999965)",33,Age (years),35 - 44
152,2016,NH,New Hampshire,38.7,38.7,Percent of adults aged 18 years and older who have an overweight classification,1038.0,,45 - 54,"(43.65595011300047, -71.50036091999965)",33,Age (years),45 - 54
153,2016,NH,New Hampshire,40.9,40.9,Percent of adults aged 18 years and older who have an overweight classification,1404.0,,55 - 64,"(43.65595011300047, -71.50036091999965)",33,Age (years),55 - 64
154,2016,NH,New Hampshire,41.3,41.3,Percent of adults aged 18 years and older who have an overweight classification,2268.0,,65 or older,"(43.65595011300047, -71.50036091999965)",33,Age (years),65 or older
155,2016,NJ,New Jersey,26.2,26.2,Percent of adults aged 18 years and older who have an overweight classification,333.0,,18 - 24,"(40.13057004800049, -74.27369128799967)",34,Age (years),18 - 24
156,2016,NJ,New Jersey,38.0,38.0,Percent of adults aged 18 years and older who have an overweight classification,791.0,,35 - 44,"(40.13057004800049, -74.27369128799967)",34,Age (years),35 - 44
157,2016,NJ,New Jersey,41.1,41.1,Percent of adults aged 18 years and older who have an overweight classification,1174.0,,45 - 54,"(40.13057004800049, -74.27369128799967)",34,Age (years),45 - 54
