,YearStart,LocationAbbr,LocationDesc,Question,Data_Value,Data_Value_Alt,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,LocationID,StratificationCategory1,Stratification1
48802,2016,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,28.4,28.4,476.0,,,Less than high school,,,,"(34.74865012400045, -92.27449074299966)",5,Education,Less than high school
48803,2016,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,33.7,33.7,1686.0,,,High school graduate,,,,"(34.74865012400045, -92.27449074299966)",5,Education,High school graduate
48804,2016,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,32.1,32.1,1245.0,,,Some college or technical school,,,,"(34.74865012400045, -92.27449074299966)",5,Education,Some college or technical school
48805,2016,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,34.2,34.2,1446.0,,,College graduate,,,,"(34.74865012400045, -92.27449074299966)",5,Education,College graduate
48806,2016,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,18.3,18.3,122.0,,18 - 24,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),18 - 24
48807,2016,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,31.8,31.8,283.0,,25 - 34,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),25 - 34
48808,2016,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,29.0,29.0,373.0,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),35 - 44
48809,2016,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,38.1,38.1,648.0,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),45 - 54
48810,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,68854.0,,45 - 54,,,,,,59,Age (years),45 - 54
48811,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,37.5,37.5,96566.0,,55 - 64,,,,,,59,Age (years),55 - 64
48812,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,39.0,39.0,157668.0,,65 or older,,,,,,59,Age (years),65 or older
48813,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,30.3,30.3,36639.0,,,,,"Less than $15,000",,,59,Income,"Less than $15,000"
48814,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,33.2,33.2,62605.0,,,,,"$15,000 - $24,999",,,59,Income,"$15,000 - $24,999"
48815,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,35.5,35.5,40914.0,,,,,"$25,000 - $34,999",,,59,Income,"$25,000 - $34,999"
48816,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,34.9,34.9,54639.0,,,,,"$35,000 - $49,999",,,59,Income,"$35,000 - $49,999"
48817,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,61211.0,,,,,"$50,000 - $74,999",,,59,Income,"$50,000 - $74,999"
48818,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,38.2,38.2,120901.0,,,,,"$75,000 or greater",,,59,Income,"$75,000 or greater"
48819,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,32.7,32.7,61570.0,,,,,Data not reported,,,59,Income,Data not reported
48820,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,35.5,35.5,341192.0,,,,,,Non-Hispanic White,,59,Race/Ethnicity,Non-Hispanic White
48821,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,33.7,33.7,35091.0,,,,,,Non-Hispanic Black,,59,Race/Ethnicity,Non-Hispanic Black
48822,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,36.8,36.8,28666.0,,,,,,Hispanic,,59,Race/Ethnicity,Hispanic
48823,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,31.5,31.5,8971.0,,,,,,Asian,,59,Race/Ethnicity,Asian
48824,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,30.6,30.6,840.0,,,,,,Hawaiian/Pacific Islander,,59,Race/Ethnicity,Hawaiian/Pacific Islander
48825,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,32.4,32.4,6630.0,,,,,,American Indian/Alaska Native,,59,Race/Ethnicity,American Indian/Alaska Native
48826,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,31.8,31.8,8622.0,,,,,,2 or more races,,59,Race/Ethnicity,2 or more races
48827,2016,US,National,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,1891.0,,,,,,Other,,59,Race/Ethnicity,Other
48828,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,33.9,33.9,6526.0,Total,,,,,,"(32.84057112200048, -86.63186076199969)",1,Total,Total
48829,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,2739.0,Total,,,,,,"(64.84507995700051, -147.72205903599973)",2,Total,Total
48830,2016,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,34.2,34.2,10033.0,Total,,,,,,"(34.865970280000454, -111.76381127699972)",4,Total,Total
48831,2016,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,32.5,32.5,4859.0,Total,,,,,,"(34.74865012400045, -92.27449074299966)",5,Total,Total
48832,2016,CA,California,Percent of adults aged 18 years and older who have an overweight classification,36.0,36.0,10352.0,Total,,,,,,"(37.63864012300047, -120.99999953799971)",6,Total,Total
48833,2016,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,35.8,35.8,13637.0,Total,,,,,,"(38.843840757000464, -106.13361092099967)",8,Total,Total
48834,2016,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,35.9,35.9,9960.0,Total,,,,,,"(41.56266102000046, -72.64984095199964)",9,Total,Total
48835,2016,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,37.3,37.3,3702.0,Total,,,,,,"(39.008830667000495, -75.57774116799965)",10,Total,Total
48836,2016,DC,District of Columbia,Percent of adults aged 18 years and older who have an overweight classification,30.8,30.8,3479.0,Total,,,,,,"(38.89037138500049, -77.03196112699965)",11,Total,Total
48837,2016,FL,Florida,Percent of adults aged 18 years and older who have an overweight classification,35.8,35.8,33186.0,Total,,,,,,"(28.932040377000476, -81.92896053899966)",12,Total,Total
48838,2016,GA,Georgia,Percent of adults aged 18 years and older who have an overweight classification,34.4,34.4,4884.0,Total,,,,,,"(32.83968109300048, -83.62758034599966)",13,Total,Total
48839,2016,HI,Hawaii,Percent of adults aged 18 years and older who have an overweight classification,33.8,33.8,7659.0,Total,,,,,,"(21.304850435000446, -157.85774940299973)",15,Total,Total
48840,2016,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,4880.0,Total,,,,,,"(43.682630005000476, -114.3637300419997)",16,Total,Total
48841,2016,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,33.4,33.4,4518.0,Total,,,,,,"(40.48501028300046, -88.99771017799969)",17,Total,Total
48842,2016,IN,Indiana,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,10319.0,Total,,,,,,"(39.766910452000445, -86.14996019399968)",18,Total,Total
48843,2016,IA,Iowa,Percent of adults aged 18 years and older who have an overweight classification,36.7,36.7,6645.0,Total,,,,,,"(42.46940091300047, -93.81649055599968)",19,Total,Total
48844,2016,KS,Kansas,Percent of adults aged 18 years and older who have an overweight classification,35.6,35.6,10947.0,Total,,,,,,"(38.34774030000045, -98.20078122699965)",20,Total,Total
48845,2016,KY,Kentucky,Percent of adults aged 18 years and older who have an overweight classification,34.9,34.9,9583.0,Total,,,,,,"(37.645970271000465, -84.77497104799966)",21,Total,Total
48846,2016,LA,Louisiana,Percent of adults aged 18 years and older who have an overweight classification,33.7,33.7,4868.0,Total,,,,,,"(31.31266064400046, -92.44568007099969)",22,Total,Total
48847,2016,ME,Maine,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,9554.0,Total,,,,,,"(45.254228894000505, -68.98503133599962)",23,Total,Total
48848,2016,MD,Maryland,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,16701.0,Total,,,,,,"(39.29058096400047, -76.60926011099963)",24,Total,Total
48849,2016,MA,Massachusetts,Percent of adults aged 18 years and older who have an overweight classification,36.7,36.7,7480.0,Total,,,,,,"(42.27687047000046, -72.08269067499964)",25,Total,Total
48850,2016,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,35.0,35.0,11130.0,Total,,,,,,"(44.6613195430005, -84.71439026999968)",26,Total,Total
48851,2016,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,37.0,37.0,15420.0,Total,,,,,,"(46.35564873600049, -94.79420050299967)",27,Total,Total
48852,2016,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,34.0,34.0,4821.0,Total,,,,,,"(32.745510099000455, -89.53803082499968)",28,Total,Total
48853,2016,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,35.6,35.6,6578.0,Total,,,,,,"(38.635790776000476, -92.56630005299968)",29,Total,Total
48854,2016,MT,Montana,Percent of adults aged 18 years and older who have an overweight classification,37.3,37.3,5483.0,Total,,,,,,"(47.06652897200047, -109.42442064499971)",30,Total,Total
48855,2016,NE,Nebraska,Percent of adults aged 18 years and older who have an overweight classification,36.6,36.6,14173.0,Total,,,,,,"(41.6410409880005, -99.36572062299967)",31,Total,Total
48856,2016,NV,Nevada,Percent of adults aged 18 years and older who have an overweight classification,36.5,36.5,3981.0,Total,,,,,,"(39.493240390000494, -117.07184056399967)",32,Total,Total
48857,2016,NH,New Hampshire,Percent of adults aged 18 years and older who have an overweight classification,36.9,36.9,5888.0,Total,,,,,,"(43.65595011300047, -71.50036091999965)",33,Total,Total
48858,2016,NJ,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,36.5,36.5,6810.0,Total,,,,,,"(40.13057004800049, -74.27369128799967)",34,Total,Total
48859,2016,NM,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,36.6,36.6,5531.0,Total,,,,,,"(34.52088095200048, -106.24058098499967)",35,Total,Total
48860,2016,NY,New York,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,31269.0,Total,,,,,,"(42.82700103200045, -75.54397042699964)",36,Total,Total
48861,2016,NC,North Carolina,Percent of adults aged 18 years and older who have an overweight classification,35.0,35.0,5984.0,Total,,,,,,"(35.466220975000454, -79.15925046299964)",37,Total,Total
48862,2016,ND,North Dakota,Percent of adults aged 18 years and older who have an overweight classification,36.2,36.2,5348.0,Total,,,,,,"(47.47531977900047, -100.11842104899966)",38,Total,Total
48863,2016,OH,Ohio,Percent of adults aged 18 years and older who have an overweight classification,34.8,34.8,11455.0,Total,,,,,,"(40.06021014100048, -82.40426005599966)",39,Total,Total
48864,2016,OK,Oklahoma,Percent of adults aged 18 years and older who have an overweight classification,36.0,36.0,6449.0,Total,,,,,,"(35.47203135600046, -97.52107021399968)",40,Total,Total
48865,2016,OR,Oregon,Percent of adults aged 18 years and older who have an overweight classification,33.9,33.9,5000.0,Total,,,,,,"(44.56744942400047, -120.15503132599969)",41,Total,Total
48866,2016,PA,Pennsylvania,Percent of adults aged 18 years and older who have an overweight classification,35.2,35.2,6367.0,Total,,,,,,"(40.79373015200048, -77.86070029399963)",42,Total,Total
48867,2016,RI,Rhode Island,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,4936.0,Total,,,,,,"(41.70828019300046, -71.52247031399963)",44,Total,Total
48868,2016,SC,South Carolina,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,10503.0,Total,,,,,,"(33.998821303000454, -81.04537120699968)",45,Total,Total
48869,2016,SD,South Dakota,Percent of adults aged 18 years and older who have an overweight classification,37.3,37.3,5371.0,Total,,,,,,"(44.353130053000484, -100.3735306369997)",46,Total,Total
48870,2016,TN,Tennessee,Percent of adults aged 18 years and older who have an overweight classification,33.8,33.8,5657.0,Total,,,,,,"(35.68094058000048, -85.77449091399967)",47,Total,Total
48871,2016,TX,Texas,Percent of adults aged 18 years and older who have an overweight classification,34.8,34.8,10789.0,Total,,,,,,"(31.827240407000488, -99.42677020599967)",48,Total,Total
48872,2016,UT,Utah,Percent of adults aged 18 years and older who have an overweight classification,35.0,35.0,10043.0,Total,,,,,,"(39.360700171000474, -111.58713063499971)",49,Total,Total
48873,2016,VT,Vermont,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,6071.0,Total,,,,,,"(43.62538123900049, -72.51764079099962)",50,Total,Total
48874,2016,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,36.5,36.5,8293.0,Total,,,,,,"(37.54268067400045, -78.45789046299967)",51,Total,Total
48875,2016,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,34.9,34.9,12990.0,Total,,,,,,"(47.52227862900048, -120.47001078999972)",53,Total,Total
48876,2016,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,33.3,33.3,6635.0,Total,,,,,,"(38.66551020200046, -80.71264013499967)",54,Total,Total
48877,2016,WI,Wisconsin,Percent of adults aged 18 years and older who have an overweight classification,35.5,35.5,4793.0,Total,,,,,,"(44.39319117400049, -89.81637074199966)",55,Total,Total
48878,2016,WY,Wyoming,Percent of adults aged 18 years and older who have an overweight classification,36.5,36.5,4200.0,Total,,,,,,"(43.23554134300048, -108.10983035299967)",56,Total,Total
48879,2016,GU,Guam,Percent of adults aged 18 years and older who have an overweight classification,36.2,36.2,1477.0,Total,,,,,,"(13.444304, 144.793731)",66,Total,Total
48880,2016,PR,Puerto Rico,Percent of adults aged 18 years and older who have an overweight classification,35.8,35.8,5528.0,Total,,,,,,"(18.220833, -66.590149)",72,Total,Total
48881,2016,VI,Virgin Islands,Percent of adults aged 18 years and older who have an overweight classification,32.7,32.7,1203.0,Total,,,,,,"(18.335765, -64.896335)",78,Total,Total
48882,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,38.2,38.2,2711.0,,,,Male,,,"(32.84057112200048, -86.63186076199969)",1,Gender,Male
48883,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,29.5,29.5,3815.0,,,,Female,,,"(32.84057112200048, -86.63186076199969)",1,Gender,Female
48884,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,28.6,28.6,739.0,,,Less than high school,,,,"(32.84057112200048, -86.63186076199969)",1,Education,Less than high school
48885,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,33.9,33.9,2062.0,,,High school graduate,,,,"(32.84057112200048, -86.63186076199969)",1,Education,High school graduate
48886,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,34.0,34.0,1894.0,,,Some college or technical school,,,,"(32.84057112200048, -86.63186076199969)",1,Education,Some college or technical school
48887,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,37.7,37.7,1817.0,,,College graduate,,,,"(32.84057112200048, -86.63186076199969)",1,Education,College graduate
48888,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,28.4,28.4,412.0,,18 - 24,,,,,"(32.84057112200048, -86.63186076199969)",1,Age (years),18 - 24
48889,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,31.1,31.1,717.0,,25 - 34,,,,,"(32.84057112200048, -86.63186076199969)",1,Age (years),25 - 34
48890,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,32.2,32.2,793.0,,35 - 44,,,,,"(32.84057112200048, -86.63186076199969)",1,Age (years),35 - 44
48891,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,33.9,33.9,1060.0,,45 - 54,,,,,"(32.84057112200048, -86.63186076199969)",1,Age (years),45 - 54
48892,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,1402.0,,55 - 64,,,,,"(32.84057112200048, -86.63186076199969)",1,Age (years),55 - 64
48893,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,39.2,39.2,2142.0,,65 or older,,,,,"(32.84057112200048, -86.63186076199969)",1,Age (years),65 or older
48894,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,26.7,26.7,828.0,,,,,"Less than $15,000",,"(32.84057112200048, -86.63186076199969)",1,Income,"Less than $15,000"
48895,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,28.5,28.5,1088.0,,,,,"$15,000 - $24,999",,"(32.84057112200048, -86.63186076199969)",1,Income,"$15,000 - $24,999"
48896,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,31.7,31.7,600.0,,,,,"$25,000 - $34,999",,"(32.84057112200048, -86.63186076199969)",1,Income,"$25,000 - $34,999"
48897,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,35.9,35.9,712.0,,,,,"$35,000 - $49,999",,"(32.84057112200048, -86.63186076199969)",1,Income,"$35,000 - $49,999"
48898,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,41.4,41.4,817.0,,,,,"$50,000 - $74,999",,"(32.84057112200048, -86.63186076199969)",1,Income,"$50,000 - $74,999"
48899,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,37.2,37.2,1306.0,,,,,"$75,000 or greater",,"(32.84057112200048, -86.63186076199969)",1,Income,"$75,000 or greater"
48900,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,33.9,33.9,1175.0,,,,,Data not reported,,"(32.84057112200048, -86.63186076199969)",1,Income,Data not reported
48901,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,4423.0,,,,,,Non-Hispanic White,"(32.84057112200048, -86.63186076199969)",1,Race/Ethnicity,Non-Hispanic White
48902,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,30.6,30.6,1728.0,,,,,,Non-Hispanic Black,"(32.84057112200048, -86.63186076199969)",1,Race/Ethnicity,Non-Hispanic Black
48903,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,36.9,36.9,76.0,,,,,,Hispanic,"(32.84057112200048, -86.63186076199969)",1,Race/Ethnicity,Hispanic
48904,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Asian,"(32.84057112200048, -86.63186076199969)",1,Race/Ethnicity,Asian
48905,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(32.84057112200048, -86.63186076199969)",1,Race/Ethnicity,Hawaiian/Pacific Islander
48906,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,34.2,34.2,72.0,,,,,,American Indian/Alaska Native,"(32.84057112200048, -86.63186076199969)",1,Race/Ethnicity,American Indian/Alaska Native
48907,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,32.3,32.3,95.0,,,,,,2 or more races,"(32.84057112200048, -86.63186076199969)",1,Race/Ethnicity,2 or more races
48908,2016,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Other,"(32.84057112200048, -86.63186076199969)",1,Race/Ethnicity,Other
48909,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,38.3,38.3,1334.0,,,,Male,,,"(64.84507995700051, -147.72205903599973)",2,Gender,Male
48910,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,31.7,31.7,1405.0,,,,Female,,,"(64.84507995700051, -147.72205903599973)",2,Gender,Female
48911,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,30.2,30.2,153.0,,,Less than high school,,,,"(64.84507995700051, -147.72205903599973)",2,Education,Less than high school
48912,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,32.8,32.8,767.0,,,High school graduate,,,,"(64.84507995700051, -147.72205903599973)",2,Education,High school graduate
48913,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,34.3,34.3,839.0,,,Some college or technical school,,,,"(64.84507995700051, -147.72205903599973)",2,Education,Some college or technical school
48914,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,42.0,42.0,973.0,,,College graduate,,,,"(64.84507995700051, -147.72205903599973)",2,Education,College graduate
48915,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,31.3,31.3,177.0,,18 - 24,,,,,"(64.84507995700051, -147.72205903599973)",2,Age (years),18 - 24
48916,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,31.5,31.5,279.0,,25 - 34,,,,,"(64.84507995700051, -147.72205903599973)",2,Age (years),25 - 34
48917,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,33.1,33.1,356.0,,35 - 44,,,,,"(64.84507995700051, -147.72205903599973)",2,Age (years),35 - 44
48918,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,35.8,35.8,483.0,,45 - 54,,,,,"(64.84507995700051, -147.72205903599973)",2,Age (years),45 - 54
48919,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,42.2,42.2,706.0,,55 - 64,,,,,"(64.84507995700051, -147.72205903599973)",2,Age (years),55 - 64
48920,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,38.1,38.1,738.0,,65 or older,,,,,"(64.84507995700051, -147.72205903599973)",2,Age (years),65 or older
48921,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,34.3,34.3,223.0,,,,,"Less than $15,000",,"(64.84507995700051, -147.72205903599973)",2,Income,"Less than $15,000"
48922,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,25.4,25.4,318.0,,,,,"$15,000 - $24,999",,"(64.84507995700051, -147.72205903599973)",2,Income,"$15,000 - $24,999"
48923,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,33.5,33.5,230.0,,,,,"$25,000 - $34,999",,"(64.84507995700051, -147.72205903599973)",2,Income,"$25,000 - $34,999"
48924,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,34.1,34.1,283.0,,,,,"$35,000 - $49,999",,"(64.84507995700051, -147.72205903599973)",2,Income,"$35,000 - $49,999"
48925,2016,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,37.6,37.6,390.0,,,,,"$50,000 - $74,999",,"(64.84507995700051, -147.72205903599973)",2,Income,"$50,000 - $74,999"
