,Address,City,Latitude,Longitude,State,Restaurant
5082,2901 W Commercial Blvd,Fort Lauderdale,26.18683,-80.1841,FL,Burger King
5083,8091 S Orange Ave,Orlando,28.451932,-81.362379,FL,Burger King
5084,1106 Ponce De Leon Blvd,Saint Augustine,29.9028,-81.32,FL,McDonald's
5085,3800 4th St N,Saint Petersburg,27.8067,-82.6387,FL,Burger King
5086,11150 Sr 64,Bradenton,27.4847,-82.4313,FL,McDonald's
5087,498 Havendale Blvd,Auburndale,28.0535,-81.7766,FL,McDonald's
5088,2425 White Tail Dr,Cedar Falls,42.54029,-92.47479,IA,Thunder Ridge Ampride
5089,220 Route 12,Groton,41.368915,-72.068946,CT,Panera Bread
5090,408 N Jefferson,Indianola,41.3641,-93.5578,IA,Arby's
5091,644 Campbell Ave,West Haven,41.2754,-72.9526,CT,Burger King
5092,3206 Berlin Turnpike,Newington,41.6611,-72.7216,CT,Arby's
5093,903 US Hwy 80,Pooler,32.111294,-81.23640400000001,GA,McDonald's
5094,940 Baldwin Plaza Dr,Baldwin,44.941036,-92.37301500000001,WI,Subway
5095,640 Baldwin Plaza Dr,Baldwin,44.93943,-92.37225,WI,Culver's
5096,685 E University Pkwy,Provo,40.2567,-111.6468,UT,Chick-Fil-A
5097,5448 Dressler Rd NW,North Canton,40.86009,-81.43242,OH,Panda Express
5098,503 Belt Line Rd,Collinsville,38.691320000000005,-89.97683,IL,McDonald's
5099,1733 Alameda St,Compton,33.8776,-118.21799999999999,CA,McDonald's
5101,900 Decker Dr,Baytown,29.736231,-94.977195,TX,Jack In The Box
5102,2547 W Rosamond Blvd,Rosamond,34.864471,-118.177732,CA,Taco Bell
5103,3055 Sullivant Ave,Columbus,39.9432,-83.0804,OH,Wendy's
5104,19 American Way,Monroe,39.44112,-84.34548000000001,OH,Jimmy John's
5105,1501 SE 29th St,Oklahoma City,35.435702,-97.485241,OK,McDonald's
5106,73 Main St,Placerville,38.7279,-120.8079,CA,KFC
5107,13770 Van Nuys Blvd,Pacoima,34.2577,-118.4329,CA,McDonald's
5108,1861 S 3rd St,Memphis,35.09655,-90.05621,TN,McDonald's
5109,2006 50th St,Tampa,27.9621,-82.4023,FL,McDonald's
5110,703 W Burlington Ave,Fairfield,41.006890000000006,-91.97236,IA,Taco John's
5111,231 Main St,Brattleboro,42.85586,-72.55979,VT,Subway
5112,369 Highway 425 N,Monticello,33.63557,-91.80215,AR,McDonald's
5113,2255 Fremont Dr,Canon City,38.44849,-105.21493000000001,CO,Jimmy John's
5114,820 S Limit Ave,Sedalia,38.70414,-93.25099,MO,Taco Bell
5115,7401 N E Parvin Rd,Kansas City,39.1679,-94.49521,MO,Waffle House
5116,9901 Ormsby Station Rd,Louisville,38.263957,-85.575526,KY,McDonald's
5117,9581 S 700 E,Sandy,40.577490000000004,-111.87207,UT,Subway
5118,1096 W Riverdale Rd,Ogden,41.1766,-112.0055,UT,Wendy's
5119,641 Kirby Ln,Spanish Fork,40.1253,-111.6441,UT,Taco Time
5120,1221 N Pines Rd,Spokane,47.66873,-117.24038999999999,WA,Dairy Queen
5121,8435 Memorial Blvd,Port Arthur,29.9421,-93.9899,TX,McDonald's
5122,101 S Expressway,Brownsville,25.9212,-97.4915,TX,McDonald's
5123,1570 Buford Hwy,Buford,34.097703,-84.012426,GA,Waffle House
5124,1833 Crestwood Blvd,Birmingham,33.532515000000004,-86.704859,AL,Waffle House
5125,5071 Peachtree Industrial Blvd,Atlanta,33.8876,-84.3136,GA,Waffle House
5126,100 Universal City Plz,Universal City,34.13615,-118.35416000000001,CA,Taco Bell
5127,1247 US Highway 70 SW,Hickory,35.721604554,-81.36199951100001,NC,Captain D's Seafood
5128,4030 E 8 Mile Rd,Detroit,42.44689,-83.06413,MI,Checker's Drive-in Restaurant
5129,"503 E Main St,",Stigler,35.25323,-95.12066,OK,Pizza Hut
5130,202 Middle Country Rd,Selden,40.863,-73.0528,NY,Five Guys
5131,6452 Glenway Ave,Cincinnati,39.151239000000004,-84.627309,OH,Burger King
5132,6579 Glenway Ave,Cincinnati,39.15575,-84.62973000000001,OH,Taco Bell
5133,772 S Broadway,Coos Bay,43.36168,-124.21271999999999,OR,McDonald's
5134,819 SE 17th St,Fort Lauderdale,26.10046,-80.13453,FL,Subway
5135,2752 120th St,Chippewa Falls,44.88349,-91.42729,WI,Burger King
5136,2113 S 1st St,Yakima,46.57113,-120.48728999999999,WA,Burger King
5137,2353 W Pioneer Pkwy,Arlington,32.71021,-97.14568,TX,Taco Bueno
5138,1233 Omniplex Dr,Cincinnati,39.3017,-84.5274,OH,Steak 'N Shake
5139,812 Eastgate South Dr,Cincinnati,39.095189000000005,-84.26675999999999,OH,Burger King
5140,176 Marketplace Drive,Waterloo,38.3541,-90.1539,IL,McDonald's
5141,13050 Tesson Ferry Rd,Saint Louis,38.494,-90.3809,MO,McDonald's
5142,1304 S Naper Blvd,Naperville,41.751833000000005,-88.115073,IL,Burger King
5143,72 Stratford Square Dr,Bloomingdale,41.9511,-88.1199,IL,McDonald's
5144,515 Highway 2 E,Devils Lake,48.1009,-98.85600000000001,ND,Hardee's
5145,196 E 12th St,Grafton,48.412444,-97.407477,ND,Hardee's
5146,825 Martin Luther King Jr Ave,Oxford,36.2982,-78.5816,NC,Burger King
5147,764 US Highway 64 E,Plymouth,35.86222,-76.73268,NC,Burger King
5148,1420 S Main St,Laurinburg,34.758959999999995,-79.47058,NC,Burger King
5149,2000 West Park St,Livingston,45.642973,-110.574597,MT,Arby's
5150,1325 Highway 395 S,Gardnerville,38.935742,-119.73885800000001,NV,Burger King
5151,1357 Paseo Del Pueblo Sur,Taos,36.3735,-105.59348999999999,NM,SONIC Drive-In
5152,2435 Southern Blvd SE,Rio Rancho,35.24204,-106.68698,NM,Twisters
5153,1100 5th St,Miami Beach,25.77427,-80.139486,FL,Burger King
5154,75 Reservoir Rd,Vernon Rockville,41.8586,-72.4319,CT,Burger King
5155,343 S Belair Road,Augusta,33.488394,-82.13567900000001,GA,Bojangles' Famous Chicken 'n Biscuits
5156,5060 Delhi Ave,Cincinnati,39.095381,-84.61132099999999,OH,Taco Bell
5157,4780 Roosevelt Blvd,Middletown,39.4997,-84.34700000000001,OH,White Castle
5158,3542 Rt 66 East,Neptune,40.2227,-74.0842,NJ,McDonald's
5159,4900 US Highway 9,Howell,40.130691999999996,-74.225109,NJ,McDonald's
5160,3750 W Market St Unit F,Akron,41.1355,-81.634,OH,Boston Market
5161,130 Carter St,Hinesville,31.84287,-81.59631999999999,GA,Bojangles' Famous Chicken 'n Biscuits
5162,1050 Hwy 20,Mountain Home,43.1419,-115.663,ID,Arby's
5163,1840 Cherokee Ave SW,Cullman,34.15291,-86.84075,AL,Arby's
5164,700 Quintard Dr Ste Fc8,Oxford,33.61271,-85.82722,AL,Chick-Fil-A
5165,55 Steeple Chase Dr,Prince Frederick,38.5506,-76.59182,MD,Taco Bell
5166,515 Solomons Island Rd N,Prince Frederick,38.551320000000004,-76.59234000000001,MD,McDonald's
5167,60 East Dekalb St,Camden,34.247701,-80.593211,SC,Bojangles' Famous Chicken 'n Biscuits
5168,2721 Emanuel Church Rd,West Columbia,33.9387,-81.15080999999999,SC,Subway
5169,2085 N Jones Blvd Unit 6,Las Vegas,36.19737,-115.22373999999999,NV,Domino's Pizza
5170,1380 Jerome Ave,Bronx,40.8397,-73.9179,NY,Burger King
5171,310 W Sims Way,Port Townsend,48.10824,-122.78048999999999,WA,McDonald's
5172,953 North Dobson,Mesa,33.433997999999995,-111.864915,AZ,Arby's
5173,2148 Lawrenceville Hwy,Decatur,33.810054,-84.27391,GA,Checker's Drive-in Restaurant
5174,6630 Dixie Hwy,Louisville,38.1544,-85.8355,KY,Chick-Fil-A
5175,6210 4th St NW,Albuquerque,35.195614,-106.65914,NM,Blake's LotaBurger
5176,12265 Tech Rd,Silver Spring,39.05663,-76.96551,MD,QDOBA Mexican Eats
5177,855 W State Rd,Pleasant Grove,40.3661,-111.75341,UT,SONIC Drive-In
5178,2316 Mount Rushmore Rd,Rapid City,44.0629,-103.23203000000001,SD,SONIC Drive-In
5179,2700 Mount Rushmore Rd,Rapid City,44.05863,-103.23139,SD,Taco Bell
5180,1517 S Minnesota Ave,Sioux Falls,43.531459999999996,-96.7317,SD,Slim Chickens
5181,5642 W 7800 S,West Jordan,40.60958,-112.02423999999999,UT,Domino's Pizza
5182,1145 Jensen Hwy,Hot Springs,43.422072,-103.463267,SD,Taco John's
5183,1710 Cambell St,Rapid City,44.069534000000004,-103.191684,SD,Taco John's
5184,902 E North St,Rapid City,44.08781,-103.19631,SD,Taco Bell
5185,2730 W 3500 S,Salt Lake City,40.696875,-111.95898899999999,UT,Pizza Hut
5186,1057 Main St,Sturgis,44.41474,-103.51054,SD,Domino's Pizza
5187,4095 E Pony Express Pkwy Ste 4,Eagle Mountain,40.3472,-111.9888,UT,Domino's Pizza
5188,2300 6th Ave SE,Aberdeen,45.459157,-98.45564,SD,Taco John's
5189,2882 Dickson Dr,Sturgis,44.39277,-103.50160100000001,SD,Arby's
5190,821 E Highway 44,Winner,43.3765,-99.84679,SD,Subway
5191,5745 Harrison Blvd,Ogden,41.157761,-111.93973999999999,UT,McDonald's
5192,7440 6th St Bldg 420,Hill Afb,41.11039,-111.98088,UT,Domino's Pizza
5193,24 9th Ave SE,Watertown,44.890139000000005,-97.118105,SD,Taco John's
5194,509 W 500 S,Bountiful,40.884159999999994,-111.89258000000001,UT,Taco Bell
5195,1866 N 2000 W,Clearfield,41.14085,-112.06388000000001,UT,McDonald's
5196,1521 S Burr St,Mitchell,43.69599,-98.01628000000001,SD,McDonald's
5197,610 W 2600 S,Bountiful,40.861709999999995,-111.8954,UT,McDonald's
5198,5586 S Redwood Rd,Salt Lake City,40.64971,-111.93909,UT,Jimmy John's
5199,3891 W 5400 S,Salt Lake City,40.65294,-111.98338000000001,UT,Jimmy John's
5200,406 E Hickory St,Sisseton,45.660160999999995,-97.046164,SD,Taco John's
5201,4021 Floyd Blvd,Sioux City,42.54169,-96.3591,IA,Domino's Pizza
5202,602 N 77 Sunshine Strip,Harlingen,26.198539999999998,-97.67990999999999,TX,McDonald's
5203,402 E Fairmont Blvd,Rapid City,44.05467,-103.20965,SD,Domino's Pizza
5204,2200 N Maple Ave,Rapid City,44.108481,-103.20795,SD,Taco John's
5205,1755 N 13th St,Philadelphia,39.97937,-75.15543000000001,PA,Chick-Fil-A
5206,6500 N Landmark Loop,Park City,40.72553,-111.54581999999999,UT,Arby's
5207,185 W 12th St,Ogden,41.24413,-111.98008,UT,Jimmy John's
5208,1412 Holliday St,Wichita Falls,33.89998,-98.49614,TX,McDonald's
5209,8944 S 700 E,Sandy,40.588234,-111.87222299999999,UT,Domino's Pizza
5210,815 Jackson Blvd,Rapid City,44.078179999999996,-103.25059,SD,SONIC Drive-In
5211,1610 S Burr St Ste A,Mitchell,43.694359999999996,-98.01275,SD,Jimmy John's
5212,6036 US Highway 6,Portage,41.55068,-87.1814,IN,Domino's Pizza
5213,4299 Dorchester Rd,North Charleston,32.853694,-80.010786,SC,Checker's Drive-in Restaurant
5214,1016 Sagamore Pkwy W,West Lafayette,40.45382,-86.9171,IN,Taco Bell
5215,9707 Olio Rd,Mc Cordsville,39.92842,-85.91918000000001,IN,McDonald's
5216,1672 N Main St Ste 10,Summerville,33.04159,-80.1358,SC,Pizza Hut
5217,725 Glover St,Orangeburg,33.48226,-80.86612,SC,Cook-Out
5218,215 E Dekalb St,Camden,34.246905,-80.599273,SC,McDonald's
5219,2390 Chestnut St,Orangeburg,33.520946,-80.88219000000001,SC,McDonald's
5220,125 E Dekalb St,Camden,34.2466,-80.598,SC,SONIC Drive-In
5221,925 N Gospel St,Paoli,38.567370000000004,-86.46485,IN,Taco Bell
5222,5310 Pearl Dr Ste A,Evansville,37.97442,-87.63938,IN,Penn Station East Coast Subs
5223,4400 Dorchester Rd,North Charleston,32.8542,-80.0115,SC,Domino's Pizza
5224,1017 W Main St,Greenfield,39.78416,-85.78489,IN,Taco Bell
5225,2581 N Shuler Rd,Paragon,39.46395,-86.60370999999999,IN,Domino's Pizza
5226,368 S Us Highway 231,Jasper,38.389340000000004,-86.94105,IN,Rally's Hamburgers
5227,1441 S Guilford Rd Ste 110,Carmel,39.957240000000006,-86.14001,IN,Domino's Pizza
5228,1675 N National Rd Ste F,Columbus,39.217040000000004,-85.88333,IN,Jimmy John's
5229,NE 12th Ave,Fort Lauderdale,26.144903907,-80.130195999,FL,Wendy's
5230,1700 Kingfisher Dr Ste 10,Frederick,39.44948,-77.38371,MD,Firehouse Subs
5231,4725 Bougainville Dr Bldg 631,Honolulu,21.349176999999997,-157.930853,HI,Arby's
5232,4810 Marlboro Pike,Capitol Heights,38.8738,-76.93077,MD,Tasty Carryout
5233,6685 Crain Hwy,La Plata,38.52855,-76.98325,MD,SONIC Drive-In
5234,6691 Mokapu Rd,Kailua,21.406260999999997,-157.74478,HI,McDonald's
5235,200 York Rd,Towson,39.39763,-76.60279,MD,Domino's Pizza
5236,744 S Philadelphia Blvd,Aberdeen,39.4971,-76.17775999999999,MD,McDonald's
5237,6450 America Blvd,Hyattsville,38.96782,-76.95236,MD,QDOBA Mexican Eats
5238,6262 Central Ave,Capitol Heights,38.886162,-76.902874,MD,Subway
5239,350 Mountain Rd,Pasadena,39.13162,-76.55793,MD,McDonald's
5240,5515 Harford Rd,Baltimore,39.35243,-76.56119,MD,Domino's Pizza
5241,6228 Greenbelt Rd Unit A,Greenbelt,38.99718,-76.90638,MD,Boston Market
5242,15607 Highway 105 W,Montgomery,30.359921999999997,-95.60054000000001,TX,Panera Bread
5243,801 W Davis St,Cle Elum,47.194520000000004,-120.95322,WA,Taco Bell
5244,2255 Us Hwy 27,Clermont,28.539043,-81.73818100000001,FL,Arby's
5245,513 Main St,Lewiston,46.42173,-117.02656999999999,ID,Domino's Pizza
5246,14808 Michigan Ave,Dearborn,42.318844,-83.187423,MI,Burger King
5247,8500 Henry Ave,Philadelphia,40.06227,-75.23743,PA,McDonald's
5248,1492 Northpoint Village Center,Reston,38.9782,-77.3493,VA,Boston Market
5249,153 Madison Rd,Orange,38.2471,-78.11164000000001,VA,McDonald's
5250,9660 63rd Ave N,Osseo,45.06941,-93.40305,MN,Subway
5251,1107 E Dayton Yellow Springs Rd,Fairborn,39.783357,-83.99884399999999,OH,Waffle House
5252,501 Hampton Pt,Hillsborough,36.05675,-79.08362,NC,McDonald's
5253,2001 E Dixon Blvd Ste 38,Shelby,35.26783,-81.48491,NC,Chick-Fil-A
5254,555 W Lake St,Addison,41.937870000000004,-88.00298000000001,IL,Taco Bell
5255,4827 Allentown Rd,Suitland,38.819179999999996,-76.8897,MD,Checker's Drive-in Restaurant
5256,101 Nassau Park Blvd,Princeton,40.303088,-74.675622,NJ,McDonald's
5257,901 W Edgar Rd,Linden,40.61692,-74.25161,NJ,Checker's Drive-in Restaurant
5258,309A Mid Rivers Mall Dr,Saint Peters,38.79353,-90.62339,MO,Domino's Pizza
5259,1150 W Gannon Dr,Festus,38.21159,-90.40392,MO,McDonald's
5260,1412 Burlington St,Kansas City,39.13528,-94.58104,MO,SONIC Drive-In
5261,795 NE Rice Rd,Lees Summit,38.9261,-94.35902,MO,Domino's Pizza
5262,1110 Washington Square Shopping Ctr,Washington,38.536201,-91.003442,MO,McDonald's
5263,751 Trinity Dr Ste 206,Los Alamos,35.87872,-106.29433,NM,Domino's Pizza
5264,115 Highway 35,Eatontown,40.302814,-74.06978000000001,NJ,Domino's Pizza
5265,72 Reaville Ave,Flemington,40.49981,-74.85422,NJ,McDonald's
5266,2300 Plank Rd,Fredericksburg,38.2958,-77.49797,VA,McDonald's
5267,9920 Wayne Rd,Romulus,42.231619,-83.386286,MI,Taco Bell
5268,1835 Alosta Ave,Glendora,34.1291,-117.8302,CA,McDonald's
5269,800 Pointe Tremble Rd,Algonac,42.615002000000004,-82.542808,MI,Taco Bell
5270,220 Reynolds Rd,Johnson City,42.126495,-75.971326,NY,Taco Bell
5271,523 Flatbush Ave,Hartford,41.741991,-72.713215,CT,Popeyes Louisiana Kitchen
5272,801 Atlantic Ave,Ocean City,38.32601,-75.08771,MD,Thrasher's French Fries
5273,485 Flatbush Ave,Hartford,41.742315000000005,-72.711438,CT,Taco Bell
5274,1037 Wilkes Barre Township Blvd,Wilkes Barre,41.223,-75.8811,PA,Taco Bell
5275,5509 Godfrey Rd,Godfrey,38.94631,-90.19022,IL,Arby's
5276,218 W Winnemucca Blvd,Winnemucca,40.972159999999995,-117.73737,NV,Jack In The Box
5277,439 N Bolingbrook Dr,Bolingbrook,41.70906,-88.06908,IL,Checker's Drive-in Restaurant
5278,900 Petro Rd,Rochelle,41.93549,-89.0322,IL,Hub City Express
5279,3625 S Rainbow Blvd,Las Vegas,36.12267,-115.24316999999999,NV,McDonald's
5280,901 Lucinda Ave Ste I,Dekalb,41.93665,-88.77141999999999,IL,Domino's Pizza
5281,380 W Galena Blvd Ste B,Aurora,41.7607,-88.32242,IL,Domino's Pizza
5282,1645 Us Highway 395 N,Minden,38.957359999999994,-119.7711,NV,Domino's Pizza
5283,18W333 Roosevelt Rd,Lombard,41.860209999999995,-87.9862,IL,Domino's Pizza
5284,721 Smith St,Rifle,39.52207,-107.77538,CO,Taco Bell
5285,3269 S Alpine Rd,Rockford,42.22767,-89.02939,IL,Taco John's
5286,2806 Broadway St,Mount Vernon,38.31559,-88.92647,IL,McDonald's
5287,3300 Bee Caves Rd,Austin,30.2737,-97.7987,TX,McDonald's
5288,6120 Lake Worth Blvd,Fort Worth,32.80784,-97.41628,TX,Whataburger
5289,1211 Scottsville Road,Lafayette,36.5342,-86.0312,TN,SONIC Drive-In
5290,7041 Parklane Rd,Columbia,34.0668,-80.9575,SC,McDonald's
5291,2707 S Big Bend Blvd,Saint Louis,38.611670000000004,-90.32323000000001,MO,Raising Cane's Chicken Fingers
5292,3202 White Bear Ave,Saint Paul,45.03852,-93.01706999999999,MN,Culver's
5293,2075 W Grand River Ave,Okemos,42.721759999999996,-84.42623,MI,Chick-Fil-A
5294,7157 S Bingham Junction Blvd,Midvale,40.62133,-111.91241000000001,UT,Subway
5295,4295 Sunset Blvd,Lexington,34.01367,-81.15258,SC,Chick-Fil-A
5296,1876 N Latson Rd,Howell,42.62788,-83.87523,MI,Domino's Pizza
5297,7550 Dixie Hwy,Florence,38.99348,-84.62541,KY,Domino's Pizza
5298,263 Kroger Way,Versailles,38.0512,-84.711336,KY,Bojangles' Famous Chicken 'n Biscuits
5299,15 Hall Street,Concord,43.19397,-71.52768,NH,Burger King
5300,488 Court St,Binghamton,42.10418,-75.87678000000001,NY,McDonald's
5301,801 Oakdale Rd,Modesto,37.653717,-120.958873,CA,McDonald's
5302,8850 Petroff Dr,Caseyville,38.615170155,-90.04469326700001,IL,Hardee's
5303,400 Lyell Dr,Modesto,37.702859000000004,-120.998383,CA,Carl's Jr
5304,2119 Patterson Rd Ste 11,Riverbank,37.733059999999995,-120.96001000000001,CA,Pizza Hut
5305,2705 Cleveland Ave,Fort Myers,26.627509999999997,-81.87219,FL,Jimmy John's
5306,490 Lancaster Ave Ste 1,Malvern,40.03591,-75.56479,PA,Domino's Pizza
5307,2131 Stirling Rd,Fort Lauderdale,26.048029999999997,-80.16830999999999,FL,Shloma Inc
5308,140 Rainbow Rd,Coatesville,39.98304,-75.85323000000001,PA,Domino's Pizza
5309,829 NW Broad St,Murfreesboro,35.85525,-86.40363,TN,Checker's Drive-in Restaurant
5310,3114 11th St,Rockford,42.228066999999996,-89.072164,IL,Taco Bell
5311,480 Indian Boundary Rd,Chesterton,41.616721999999996,-87.044027,IN,McDonald's
5312,1602 East Riverside Boulevard,Loves Park,42.3186,-89.0316,IL,SONIC Drive-In
5313,490 S Union St,Lawrence,42.6896,-71.1527,MA,KFC
5314,1607 E Kemper Rd,Cincinnati,39.285188,-84.445705,OH,Taco Bell
5315,6105 White Horse Rd,Greenville,34.85327,-82.45325,SC,Waffle House
5316,27 Westgate Drive,Brockton,42.08959,-71.04739000000001,MA,Five Guys
5317,1137 W Bypass,Andalusia,31.293570000000003,-86.50140999999999,AL,Burger King
5318,12792 Forest Hills Blvd.,Wellington,26.6724,-80.2469,FL,Boston Market
5319,2454 N McMullen Booth Rd,Clearwater,28.0098,-82.7091,FL,McDonald's
5320,2715 Lazelle St Ste A,Sturgis,44.417190000000005,-103.53732,SD,Subway
5321,Ft Eustis Bldg 1328,Fort Eustis,37.157894,-76.57834,VA,Burger King
5322,410 Dakota Ave N,Huron,44.371035,-98.214141,SD,Taco John's
5323,922 N Splitrock Blvd,Brandon,43.60502,-96.57155999999999,SD,McDonald's
5324,200 S Main St,Chamberlain,43.80915,-99.33205,SD,McDonald's
5325,6250 Central Ave,Capitol Heights,38.886165999999996,-76.902839,MD,Taco Bell
5326,754 S Val Vista Dr Ste 103,Gilbert,33.33657,-111.75707,AZ,Domino's Pizza
5327,4777 Marlboro Pike,Capitol Heights,38.87348,-76.93148000000001,MD,McDonald's
5328,818 S Watson Rd,Buckeye,33.43933,-112.55656,AZ,Jimmy John's
5329,2314 Junction Ave,Sturgis,44.398755,-103.508367,SD,Taco John's
5330,1106 W Broad St 15,Falls Church,38.8926,-77.18698,VA,Domino's Pizza
5331,553 W Dixie Drive,Asheboro,35.6873,-79.8224,NC,Bojangles' Famous Chicken 'n Biscuits
5332,2320 Chester Blvd,Richmond,39.866156,-84.888583,IN,McDonald's
5333,1262 Vocke Rd Ste 284,Cumberland,39.63143,-78.83501,MD,Chick-Fil-A
5334,180 Niblick Rd,Paso Robles,35.614909999999995,-120.681128,CA,McDonald's
5335,1500 South Willow St,Manchester,42.956835999999996,-71.43178499999999,NH,Arby's
5336,2105 Chester Blvd,Richmond,39.86184,-84.88809,IN,Taco Bell
5338,"1680 Union Ave,",Memphis,35.13625,-90.00581,TN,Pizza Hut
5339,"4711 Elvis Presley Blvd,",Memphis,35.02005,-90.02535999999999,TN,Pizza Hut
5340,904 Highway 278 E,Amory,33.98012,-88.47601999999999,MS,Taco Bell
5341,1519 Highway 278 E,Amory,33.96796,-88.45945999999999,MS,SONIC Drive-In
5342,1415 Highway 82 E,Greenville,33.39952,-91.0349,MS,McDonald's
5343,3695 Kings Hwy Ste A,Douglasville,33.70485,-84.77148000000001,GA,Domino's Pizza
5344,100 W De Renne Ave,Savannah,32.029790000000006,-81.11289599999999,GA,Checker's Drive-in Restaurant
5345,293 US Highway 321 Byp S,Winnsboro,34.36667,-81.09983000000001,SC,SONIC Drive-In
5346,311 Spartanburg Hwy Ste B,Wellford,34.951392999999996,-82.09270500000001,SC,Domino's Pizza
5347,710 City Ave S,Ripley,34.72488,-88.94752,MS,SONIC Drive-In
5348,9135 Roosevelt Hwy,Palmetto,33.529247999999995,-84.659912,GA,Bojangles' Famous Chicken 'n Biscuits
5349,2420 Wisteria Dr Ste 1,Snellville,33.856970000000004,-84.00959,GA,Domino's Pizza
5350,6778 Hickory Flat Hwy,Canton,34.17011,-84.4142,GA,Culver's
5351,8340 W 151st St,Overland Park,38.8561,-94.68306,KS,Subway
5352,7660 Schomburg Road,Columbus,32.55969,-84.905862,GA,Bojangles' Famous Chicken 'n Biscuits
5353,321 N Morton Ave,Morton,40.61717,-89.46484,IL,McDonald's
5354,2461 Chillum Rd,Hyattsville,38.95163,-76.96852,MD,Subway
5355,5289 Kyle Center Dr,Kyle,30.011770000000002,-97.86253,TX,Chick-Fil-A
5357,4147 Hamilton Ave,Cincinnati,39.1619,-84.5397,OH,KFC
5358,875 Goldenrod Rd,Burlington,48.468897999999996,-122.342836,WA,McDonald's
5359,425 N Enola Rd,Enola,40.30014,-76.928024,PA,McDonald's
5360,110 Hanes Mall Cir,Winston Salem,36.065129999999996,-80.30183000000001,NC,McDonald's
5361,7790 N Point Blvd,Winston Salem,36.151544,-80.27971600000001,NC,Taco Bell
5362,7742 N Point Blvd,Winston Salem,36.15126,-80.28328,NC,McDonald's
5363,1113 Sumter Hwy,Bishopville,34.208255,-80.263308,SC,Waffle House
5364,1101 Sumter Hwy,Bishopville,34.19709,-80.27686,SC,McDonald's
5365,2210 S Santiam Hwy,Lebanon,44.524640000000005,-122.90761,OR,Domino's Pizza
5366,601 S Roosevelt Dr,Seaside,45.98959,-123.9214,OR,Taco Bell
5367,1235 McVey Ave,Lake Oswego,45.40643,-122.67708,OR,Domino's Pizza
5368,1922 N Steptoe St,Kennewick,46.22811,-119.24318000000001,WA,McDonald's
5369,2751 Queensgate Dr,Richland,46.25908,-119.3105,WA,McDonald's
5370,4538 Martin Way E,Olympia,47.049009999999996,-122.8243,WA,Domino's Pizza
5371,2673 Queensgate Dr,Richland,46.258163,-119.30787,WA,QDOBA Mexican Eats
5372,555 NW Gilman Blvd,Issaquah,47.54208,-122.0453,WA,Taco Bell
5373,19 E Yakima Ave,Yakima,46.60244,-120.50662,WA,McDonald's
5374,5090 NC Highway 87 S,Fayetteville,34.9293,-78.85539,NC,McDonald's
5375,580 Cahaba Valley Rd,Pelham,33.33505,-86.78324,AL,McDonald's
5376,4575 Orange Beach Blvd Ste 6,Orange Beach,30.29151,-87.58176999999999,AL,Bravo Tacos
5377,2319 Lee Road 427 Suite 1,Phenix City,32.407818,-85.095085,AL,Pizza Hut
5378,2150 S McKenzie St,Foley,30.3836,-87.68386,AL,Checker's Drive-in Restaurant
5379,259 French Farms Blvd,Athens,34.803604,-86.97073,AL,Pizza Hut
5380,300 Arby Dr Nec I65 Exit 208 At Cr28,Clanton,32.844788,-86.59172,AL,Arby's
5381,400 E 1st St,Vidalia,32.214938000000004,-82.40704699999999,GA,Taco Bell
5382,120 Clarice Dr,Holly Springs,34.74961,-89.45097,MS,McDonald's
5383,1502 W Magnolia Ave,Geneva,31.049540000000004,-85.89938000000001,AL,Taco Bell
5384,2001 Moody Pkwy,Moody,33.570066,-86.52065400000001,AL,Krystal
5385,1150 Main St,Antioch,42.471270000000004,-88.09408,IL,McDonald's
5386,630 W Kentucky Ave,Pineville,36.76392,-83.70281,KY,McDonald's
5387,4001 Calle Lucia,Santa Fe,35.9937,-106.0542,NM,McDonald's
5388,270 Amherst St,Nashua,42.778729999999996,-71.49765,NH,Domino's Pizza
5389,1594 Hwy 17 North,North Myrtle Beach,33.843072,-78.658612,SC,Bojangles' Famous Chicken 'n Biscuits
5390,555 11th St NW,Washington,38.896679999999996,-77.02662,DC,QDOBA Mexican Eats
5391,2060 Village Link Rd,Winston Salem,36.12142,-80.36848,NC,McDonald's
5392,1313 S Fort Hood St,Killeen,31.1048,-97.7497,TX,Taco Bell
5393,100 N Burhans Blvd,Hagerstown,39.646532,-77.72590799999999,MD,Roy Rogers
5394,877 State Route 13,Cortland,42.57436,-76.21783,NY,McDonald's
5395,5816 Franklin St,Michigan City,41.666592,-86.89402199999999,IN,McDonald's
5396,1548 N H St,Lompoc,34.66303,-120.457224,CA,Taco Bell
5397,3644 Reynolda Rd,Winston Salem,36.156151,-80.31644200000001,NC,Taco Bell
5398,865 County Road 64,Elmira,42.15506,-76.87980999999999,NY,Taco Bell
5399,77 Sawmill Village Ln,Franklin,35.16296,-83.39071,NC,SONIC Drive-In
5400,2300 N Salisbury Blvd Ste G115,Salisbury,38.40015,-75.57026,MD,Chick-Fil-A
5401,3201 Philadelphia Ave,Ocean City,38.36084,-75.07348,MD,McDonald's
5402,178 Summer St,Kingston,42.010554,-70.732372,MA,McDonald's
5403,12641 Ocean Gtwy,Ocean City,38.334984000000006,-75.100486,MD,Wendy's
5404,2921 S Old Missouri Rd,Springdale,36.159022,-94.118866,AR,Pizza Hut
5405,4294 N Alafaya Trl,Orlando,28.59996,-81.20823,FL,McDonald's
5406,1636 Freeway Dr,Reidsville,36.347821,-79.692926,NC,Taco Bell
