,year,state,state_name,income_pc,Data_Value_Alt,Question,Sample_Size,Total,Income,GeoLocation,LocationID,StratificationCategory1,Stratification1
15,2015,AK,Alaska,26.0,26.0,Percent of adults aged 18 years and older who have obesity,269.0,,"$25,000 - $34,999","(64.84507995700051, -147.72205903599973)",2,Income,"$25,000 - $34,999"
16,2015,AK,Alaska,29.0,29.0,Percent of adults aged 18 years and older who have obesity,512.0,,"$50,000 - $74,999","(64.84507995700051, -147.72205903599973)",2,Income,"$50,000 - $74,999"
17,2015,AK,Alaska,30.8,30.8,Percent of adults aged 18 years and older who have obesity,1274.0,,"$75,000 or greater","(64.84507995700051, -147.72205903599973)",2,Income,"$75,000 or greater"
18,2015,AK,Alaska,31.0,31.0,Percent of adults aged 18 years and older who have obesity,391.0,,"$15,000 - $24,999","(64.84507995700051, -147.72205903599973)",2,Income,"$15,000 - $24,999"
19,2015,AK,Alaska,31.7,31.7,Percent of adults aged 18 years and older who have obesity,368.0,,"$35,000 - $49,999","(64.84507995700051, -147.72205903599973)",2,Income,"$35,000 - $49,999"
20,2015,AK,Alaska,40.1,40.1,Percent of adults aged 18 years and older who have obesity,290.0,,"Less than $15,000","(64.84507995700051, -147.72205903599973)",2,Income,"Less than $15,000"
21,2015,AK,Alaska,20.8,20.8,Percent of adults aged 18 years and older who have an overweight classification,290.0,,"Less than $15,000","(64.84507995700051, -147.72205903599973)",2,Income,"Less than $15,000"
22,2015,AK,Alaska,33.1,33.1,Percent of adults aged 18 years and older who have an overweight classification,368.0,,"$35,000 - $49,999","(64.84507995700051, -147.72205903599973)",2,Income,"$35,000 - $49,999"
23,2015,AK,Alaska,35.4,35.4,Percent of adults aged 18 years and older who have an overweight classification,269.0,,"$25,000 - $34,999","(64.84507995700051, -147.72205903599973)",2,Income,"$25,000 - $34,999"
24,2015,AK,Alaska,36.2,36.2,Percent of adults aged 18 years and older who have an overweight classification,391.0,,"$15,000 - $24,999","(64.84507995700051, -147.72205903599973)",2,Income,"$15,000 - $24,999"
25,2015,AK,Alaska,36.9,36.9,Percent of adults aged 18 years and older who have an overweight classification,330.0,,Data not reported,"(64.84507995700051, -147.72205903599973)",2,Income,Data not reported
26,2015,AK,Alaska,37.7,37.7,Percent of adults aged 18 years and older who have an overweight classification,512.0,,"$50,000 - $74,999","(64.84507995700051, -147.72205903599973)",2,Income,"$50,000 - $74,999"
27,2015,AK,Alaska,42.4,42.4,Percent of adults aged 18 years and older who have an overweight classification,1274.0,,"$75,000 or greater","(64.84507995700051, -147.72205903599973)",2,Income,"$75,000 or greater"
28,2015,AZ,Arizona,23.6,23.6,Percent of adults aged 18 years and older who have obesity,1340.0,,Data not reported,"(34.865970280000454, -111.76381127699972)",4,Income,Data not reported
29,2015,AZ,Arizona,24.8,24.8,Percent of adults aged 18 years and older who have obesity,1761.0,,"$75,000 or greater","(34.865970280000454, -111.76381127699972)",4,Income,"$75,000 or greater"
30,2015,AZ,Arizona,28.0,28.0,Percent of adults aged 18 years and older who have obesity,631.0,,"$25,000 - $34,999","(34.865970280000454, -111.76381127699972)",4,Income,"$25,000 - $34,999"
31,2015,AZ,Arizona,28.4,28.4,Percent of adults aged 18 years and older who have obesity,910.0,,"$35,000 - $49,999","(34.865970280000454, -111.76381127699972)",4,Income,"$35,000 - $49,999"
32,2015,AZ,Arizona,30.5,30.5,Percent of adults aged 18 years and older who have obesity,916.0,,"$50,000 - $74,999","(34.865970280000454, -111.76381127699972)",4,Income,"$50,000 - $74,999"
33,2015,AZ,Arizona,33.5,33.5,Percent of adults aged 18 years and older who have obesity,1040.0,,"$15,000 - $24,999","(34.865970280000454, -111.76381127699972)",4,Income,"$15,000 - $24,999"
34,2015,AZ,Arizona,34.8,34.8,Percent of adults aged 18 years and older who have obesity,554.0,,"Less than $15,000","(34.865970280000454, -111.76381127699972)",4,Income,"Less than $15,000"
35,2015,AZ,Arizona,30.9,30.9,Percent of adults aged 18 years and older who have an overweight classification,554.0,,"Less than $15,000","(34.865970280000454, -111.76381127699972)",4,Income,"Less than $15,000"
36,2015,AZ,Arizona,32.7,32.7,Percent of adults aged 18 years and older who have an overweight classification,1340.0,,Data not reported,"(34.865970280000454, -111.76381127699972)",4,Income,Data not reported
37,2015,AZ,Arizona,35.1,35.1,Percent of adults aged 18 years and older who have an overweight classification,916.0,,"$50,000 - $74,999","(34.865970280000454, -111.76381127699972)",4,Income,"$50,000 - $74,999"
38,2015,AZ,Arizona,36.9,36.9,Percent of adults aged 18 years and older who have an overweight classification,1040.0,,"$15,000 - $24,999","(34.865970280000454, -111.76381127699972)",4,Income,"$15,000 - $24,999"
39,2015,AZ,Arizona,38.8,38.8,Percent of adults aged 18 years and older who have an overweight classification,1761.0,,"$75,000 or greater","(34.865970280000454, -111.76381127699972)",4,Income,"$75,000 or greater"
40,2015,AZ,Arizona,39.9,39.9,Percent of adults aged 18 years and older who have an overweight classification,631.0,,"$25,000 - $34,999","(34.865970280000454, -111.76381127699972)",4,Income,"$25,000 - $34,999"
41,2015,AZ,Arizona,43.1,43.1,Percent of adults aged 18 years and older who have an overweight classification,910.0,,"$35,000 - $49,999","(34.865970280000454, -111.76381127699972)",4,Income,"$35,000 - $49,999"
42,2015,AR,Arkansas,30.0,30.0,Percent of adults aged 18 years and older who have obesity,838.0,,"$75,000 or greater","(34.74865012400045, -92.27449074299966)",5,Income,"$75,000 or greater"
43,2015,AR,Arkansas,31.7,31.7,Percent of adults aged 18 years and older who have obesity,880.0,,Data not reported,"(34.74865012400045, -92.27449074299966)",5,Income,Data not reported
44,2015,AR,Arkansas,32.5,32.5,Percent of adults aged 18 years and older who have obesity,515.0,,"$25,000 - $34,999","(34.74865012400045, -92.27449074299966)",5,Income,"$25,000 - $34,999"
45,2015,AR,Arkansas,32.6,32.6,Percent of adults aged 18 years and older who have obesity,807.0,,"$15,000 - $24,999","(34.74865012400045, -92.27449074299966)",5,Income,"$15,000 - $24,999"
46,2015,AR,Arkansas,36.7,36.7,Percent of adults aged 18 years and older who have obesity,563.0,,"$50,000 - $74,999","(34.74865012400045, -92.27449074299966)",5,Income,"$50,000 - $74,999"
47,2015,AR,Arkansas,37.3,37.3,Percent of adults aged 18 years and older who have obesity,605.0,,"$35,000 - $49,999","(34.74865012400045, -92.27449074299966)",5,Income,"$35,000 - $49,999"
48,2015,AR,Arkansas,43.8,43.8,Percent of adults aged 18 years and older who have obesity,605.0,,"Less than $15,000","(34.74865012400045, -92.27449074299966)",5,Income,"Less than $15,000"
49,2015,AR,Arkansas,24.8,24.8,Percent of adults aged 18 years and older who have an overweight classification,605.0,,"Less than $15,000","(34.74865012400045, -92.27449074299966)",5,Income,"Less than $15,000"
50,2015,AR,Arkansas,29.7,29.7,Percent of adults aged 18 years and older who have an overweight classification,880.0,,Data not reported,"(34.74865012400045, -92.27449074299966)",5,Income,Data not reported
51,2015,AR,Arkansas,35.1,35.1,Percent of adults aged 18 years and older who have an overweight classification,563.0,,"$50,000 - $74,999","(34.74865012400045, -92.27449074299966)",5,Income,"$50,000 - $74,999"
52,2015,AR,Arkansas,35.8,35.8,Percent of adults aged 18 years and older who have an overweight classification,807.0,,"$15,000 - $24,999","(34.74865012400045, -92.27449074299966)",5,Income,"$15,000 - $24,999"
53,2015,AR,Arkansas,37.8,37.8,Percent of adults aged 18 years and older who have an overweight classification,605.0,,"$35,000 - $49,999","(34.74865012400045, -92.27449074299966)",5,Income,"$35,000 - $49,999"
54,2015,AR,Arkansas,39.6,39.6,Percent of adults aged 18 years and older who have an overweight classification,515.0,,"$25,000 - $34,999","(34.74865012400045, -92.27449074299966)",5,Income,"$25,000 - $34,999"
55,2015,AR,Arkansas,40.7,40.7,Percent of adults aged 18 years and older who have an overweight classification,838.0,,"$75,000 or greater","(34.74865012400045, -92.27449074299966)",5,Income,"$75,000 or greater"
56,2015,CA,California,19.1,19.1,Percent of adults aged 18 years and older who have obesity,3750.0,,"$75,000 or greater","(37.63864012300047, -120.99999953799971)",6,Income,"$75,000 or greater"
57,2015,CA,California,19.6,19.6,Percent of adults aged 18 years and older who have obesity,1390.0,,Data not reported,"(37.63864012300047, -120.99999953799971)",6,Income,Data not reported
58,2015,CA,California,25.4,25.4,Percent of adults aged 18 years and older who have obesity,1361.0,,"$50,000 - $74,999","(37.63864012300047, -120.99999953799971)",6,Income,"$50,000 - $74,999"
59,2015,CA,California,27.4,27.4,Percent of adults aged 18 years and older who have obesity,1158.0,,"$35,000 - $49,999","(37.63864012300047, -120.99999953799971)",6,Income,"$35,000 - $49,999"
60,2015,CA,California,28.5,28.5,Percent of adults aged 18 years and older who have obesity,1353.0,,"$15,000 - $24,999","(37.63864012300047, -120.99999953799971)",6,Income,"$15,000 - $24,999"
61,2015,CA,California,29.5,29.5,Percent of adults aged 18 years and older who have obesity,1474.0,,"Less than $15,000","(37.63864012300047, -120.99999953799971)",6,Income,"Less than $15,000"
62,2015,CA,California,30.2,30.2,Percent of adults aged 18 years and older who have obesity,973.0,,"$25,000 - $34,999","(37.63864012300047, -120.99999953799971)",6,Income,"$25,000 - $34,999"
63,2015,CA,California,31.8,31.8,Percent of adults aged 18 years and older who have an overweight classification,1390.0,,Data not reported,"(37.63864012300047, -120.99999953799971)",6,Income,Data not reported
64,2015,CA,California,34.4,34.4,Percent of adults aged 18 years and older who have an overweight classification,1474.0,,"Less than $15,000","(37.63864012300047, -120.99999953799971)",6,Income,"Less than $15,000"
65,2015,CA,California,34.9,34.9,Percent of adults aged 18 years and older who have an overweight classification,1353.0,,"$15,000 - $24,999","(37.63864012300047, -120.99999953799971)",6,Income,"$15,000 - $24,999"
66,2015,CA,California,36.1,36.1,Percent of adults aged 18 years and older who have an overweight classification,1361.0,,"$50,000 - $74,999","(37.63864012300047, -120.99999953799971)",6,Income,"$50,000 - $74,999"
67,2015,CA,California,37.6,37.6,Percent of adults aged 18 years and older who have an overweight classification,3750.0,,"$75,000 or greater","(37.63864012300047, -120.99999953799971)",6,Income,"$75,000 or greater"
68,2015,CA,California,38.3,38.3,Percent of adults aged 18 years and older who have an overweight classification,973.0,,"$25,000 - $34,999","(37.63864012300047, -120.99999953799971)",6,Income,"$25,000 - $34,999"
69,2015,CA,California,39.2,39.2,Percent of adults aged 18 years and older who have an overweight classification,1158.0,,"$35,000 - $49,999","(37.63864012300047, -120.99999953799971)",6,Income,"$35,000 - $49,999"
70,2015,CO,Colorado,17.4,17.4,Percent of adults aged 18 years and older who have obesity,3807.0,,"$75,000 or greater","(38.843840757000464, -106.13361092099967)",8,Income,"$75,000 or greater"
71,2015,CO,Colorado,18.2,18.2,Percent of adults aged 18 years and older who have obesity,1762.0,,Data not reported,"(38.843840757000464, -106.13361092099967)",8,Income,Data not reported
72,2015,CO,Colorado,21.5,21.5,Percent of adults aged 18 years and older who have obesity,1542.0,,"$35,000 - $49,999","(38.843840757000464, -106.13361092099967)",8,Income,"$35,000 - $49,999"
73,2015,CO,Colorado,21.9,21.9,Percent of adults aged 18 years and older who have obesity,1775.0,,"$50,000 - $74,999","(38.843840757000464, -106.13361092099967)",8,Income,"$50,000 - $74,999"
74,2015,CO,Colorado,22.5,22.5,Percent of adults aged 18 years and older who have obesity,1489.0,,"$15,000 - $24,999","(38.843840757000464, -106.13361092099967)",8,Income,"$15,000 - $24,999"
75,2015,CO,Colorado,23.7,23.7,Percent of adults aged 18 years and older who have obesity,1051.0,,"$25,000 - $34,999","(38.843840757000464, -106.13361092099967)",8,Income,"$25,000 - $34,999"
76,2015,CO,Colorado,24.5,24.5,Percent of adults aged 18 years and older who have obesity,757.0,,"Less than $15,000","(38.843840757000464, -106.13361092099967)",8,Income,"Less than $15,000"
77,2015,CO,Colorado,31.1,31.1,Percent of adults aged 18 years and older who have an overweight classification,757.0,,"Less than $15,000","(38.843840757000464, -106.13361092099967)",8,Income,"Less than $15,000"
78,2015,CO,Colorado,32.7,32.7,Percent of adults aged 18 years and older who have an overweight classification,1762.0,,Data not reported,"(38.843840757000464, -106.13361092099967)",8,Income,Data not reported
79,2015,CO,Colorado,32.9,32.9,Percent of adults aged 18 years and older who have an overweight classification,1489.0,,"$15,000 - $24,999","(38.843840757000464, -106.13361092099967)",8,Income,"$15,000 - $24,999"
80,2015,CO,Colorado,34.8,34.8,Percent of adults aged 18 years and older who have an overweight classification,1051.0,,"$25,000 - $34,999","(38.843840757000464, -106.13361092099967)",8,Income,"$25,000 - $34,999"
81,2015,CO,Colorado,37.6,37.6,Percent of adults aged 18 years and older who have an overweight classification,1542.0,,"$35,000 - $49,999","(38.843840757000464, -106.13361092099967)",8,Income,"$35,000 - $49,999"
82,2015,CO,Colorado,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,3807.0,,"$75,000 or greater","(38.843840757000464, -106.13361092099967)",8,Income,"$75,000 or greater"
83,2015,CO,Colorado,39.1,39.1,Percent of adults aged 18 years and older who have an overweight classification,1775.0,,"$50,000 - $74,999","(38.843840757000464, -106.13361092099967)",8,Income,"$50,000 - $74,999"
84,2015,CT,Connecticut,19.3,19.3,Percent of adults aged 18 years and older who have obesity,1818.0,,Data not reported,"(41.56266102000046, -72.64984095199964)",9,Income,Data not reported
85,2015,CT,Connecticut,22.6,22.6,Percent of adults aged 18 years and older who have obesity,3960.0,,"$75,000 or greater","(41.56266102000046, -72.64984095199964)",9,Income,"$75,000 or greater"
86,2015,CT,Connecticut,25.2,25.2,Percent of adults aged 18 years and older who have obesity,1339.0,,"$50,000 - $74,999","(41.56266102000046, -72.64984095199964)",9,Income,"$50,000 - $74,999"
87,2015,CT,Connecticut,27.7,27.7,Percent of adults aged 18 years and older who have obesity,1026.0,,"$35,000 - $49,999","(41.56266102000046, -72.64984095199964)",9,Income,"$35,000 - $49,999"
88,2015,CT,Connecticut,29.1,29.1,Percent of adults aged 18 years and older who have obesity,758.0,,"$25,000 - $34,999","(41.56266102000046, -72.64984095199964)",9,Income,"$25,000 - $34,999"
89,2015,CT,Connecticut,32.1,32.1,Percent of adults aged 18 years and older who have obesity,1188.0,,"$15,000 - $24,999","(41.56266102000046, -72.64984095199964)",9,Income,"$15,000 - $24,999"
90,2015,CT,Connecticut,36.6,36.6,Percent of adults aged 18 years and older who have obesity,812.0,,"Less than $15,000","(41.56266102000046, -72.64984095199964)",9,Income,"Less than $15,000"
91,2015,CT,Connecticut,31.3,31.3,Percent of adults aged 18 years and older who have an overweight classification,812.0,,"Less than $15,000","(41.56266102000046, -72.64984095199964)",9,Income,"Less than $15,000"
92,2015,CT,Connecticut,33.4,33.4,Percent of adults aged 18 years and older who have an overweight classification,1818.0,,Data not reported,"(41.56266102000046, -72.64984095199964)",9,Income,Data not reported
93,2015,CT,Connecticut,34.4,34.4,Percent of adults aged 18 years and older who have an overweight classification,1188.0,,"$15,000 - $24,999","(41.56266102000046, -72.64984095199964)",9,Income,"$15,000 - $24,999"
94,2015,CT,Connecticut,34.7,34.7,Percent of adults aged 18 years and older who have an overweight classification,1026.0,,"$35,000 - $49,999","(41.56266102000046, -72.64984095199964)",9,Income,"$35,000 - $49,999"
95,2015,CT,Connecticut,37.6,37.6,Percent of adults aged 18 years and older who have an overweight classification,1339.0,,"$50,000 - $74,999","(41.56266102000046, -72.64984095199964)",9,Income,"$50,000 - $74,999"
96,2015,CT,Connecticut,38.9,38.9,Percent of adults aged 18 years and older who have an overweight classification,3960.0,,"$75,000 or greater","(41.56266102000046, -72.64984095199964)",9,Income,"$75,000 or greater"
97,2015,CT,Connecticut,39.5,39.5,Percent of adults aged 18 years and older who have an overweight classification,758.0,,"$25,000 - $34,999","(41.56266102000046, -72.64984095199964)",9,Income,"$25,000 - $34,999"
98,2015,DE,Delaware,22.1,22.1,Percent of adults aged 18 years and older who have obesity,653.0,,Data not reported,"(39.008830667000495, -75.57774116799965)",10,Income,Data not reported
99,2015,DE,Delaware,26.0,26.0,Percent of adults aged 18 years and older who have obesity,993.0,,"$75,000 or greater","(39.008830667000495, -75.57774116799965)",10,Income,"$75,000 or greater"
100,2015,DE,Delaware,30.2,30.2,Percent of adults aged 18 years and older who have obesity,471.0,,"$50,000 - $74,999","(39.008830667000495, -75.57774116799965)",10,Income,"$50,000 - $74,999"
101,2015,DE,Delaware,31.1,31.1,Percent of adults aged 18 years and older who have obesity,439.0,,"$35,000 - $49,999","(39.008830667000495, -75.57774116799965)",10,Income,"$35,000 - $49,999"
102,2015,DE,Delaware,33.2,33.2,Percent of adults aged 18 years and older who have obesity,363.0,,"$25,000 - $34,999","(39.008830667000495, -75.57774116799965)",10,Income,"$25,000 - $34,999"
103,2015,DE,Delaware,37.1,37.1,Percent of adults aged 18 years and older who have obesity,237.0,,"Less than $15,000","(39.008830667000495, -75.57774116799965)",10,Income,"Less than $15,000"
104,2015,DE,Delaware,40.6,40.6,Percent of adults aged 18 years and older who have obesity,532.0,,"$15,000 - $24,999","(39.008830667000495, -75.57774116799965)",10,Income,"$15,000 - $24,999"
105,2015,DE,Delaware,29.0,29.0,Percent of adults aged 18 years and older who have an overweight classification,237.0,,"Less than $15,000","(39.008830667000495, -75.57774116799965)",10,Income,"Less than $15,000"
106,2015,DE,Delaware,33.1,33.1,Percent of adults aged 18 years and older who have an overweight classification,532.0,,"$15,000 - $24,999","(39.008830667000495, -75.57774116799965)",10,Income,"$15,000 - $24,999"
107,2015,DE,Delaware,35.2,35.2,Percent of adults aged 18 years and older who have an overweight classification,653.0,,Data not reported,"(39.008830667000495, -75.57774116799965)",10,Income,Data not reported
108,2015,DE,Delaware,36.5,36.5,Percent of adults aged 18 years and older who have an overweight classification,471.0,,"$50,000 - $74,999","(39.008830667000495, -75.57774116799965)",10,Income,"$50,000 - $74,999"
109,2015,DE,Delaware,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,363.0,,"$25,000 - $34,999","(39.008830667000495, -75.57774116799965)",10,Income,"$25,000 - $34,999"
110,2015,DE,Delaware,39.2,39.2,Percent of adults aged 18 years and older who have an overweight classification,439.0,,"$35,000 - $49,999","(39.008830667000495, -75.57774116799965)",10,Income,"$35,000 - $49,999"
111,2015,DE,Delaware,40.6,40.6,Percent of adults aged 18 years and older who have an overweight classification,993.0,,"$75,000 or greater","(39.008830667000495, -75.57774116799965)",10,Income,"$75,000 or greater"
112,2015,DC,District of Columbia,12.5,12.5,Percent of adults aged 18 years and older who have obesity,1466.0,,"$75,000 or greater","(38.89037138500049, -77.03196112699965)",11,Income,"$75,000 or greater"
113,2015,DC,District of Columbia,19.8,19.8,Percent of adults aged 18 years and older who have obesity,233.0,,"$25,000 - $34,999","(38.89037138500049, -77.03196112699965)",11,Income,"$25,000 - $34,999"
114,2015,DC,District of Columbia,23.9,23.9,Percent of adults aged 18 years and older who have obesity,361.0,,"$50,000 - $74,999","(38.89037138500049, -77.03196112699965)",11,Income,"$50,000 - $74,999"
115,2015,DC,District of Columbia,27.1,27.1,Percent of adults aged 18 years and older who have obesity,591.0,,Data not reported,"(38.89037138500049, -77.03196112699965)",11,Income,Data not reported
116,2015,DC,District of Columbia,27.8,27.8,Percent of adults aged 18 years and older who have obesity,283.0,,"$35,000 - $49,999","(38.89037138500049, -77.03196112699965)",11,Income,"$35,000 - $49,999"
117,2015,DC,District of Columbia,30.3,30.3,Percent of adults aged 18 years and older who have obesity,366.0,,"$15,000 - $24,999","(38.89037138500049, -77.03196112699965)",11,Income,"$15,000 - $24,999"
118,2015,DC,District of Columbia,35.0,35.0,Percent of adults aged 18 years and older who have obesity,354.0,,"Less than $15,000","(38.89037138500049, -77.03196112699965)",11,Income,"Less than $15,000"
119,2015,DC,District of Columbia,25.2,25.2,Percent of adults aged 18 years and older who have an overweight classification,283.0,,"$35,000 - $49,999","(38.89037138500049, -77.03196112699965)",11,Income,"$35,000 - $49,999"
120,2015,DC,District of Columbia,25.7,25.7,Percent of adults aged 18 years and older who have an overweight classification,591.0,,Data not reported,"(38.89037138500049, -77.03196112699965)",11,Income,Data not reported
121,2015,DC,District of Columbia,28.9,28.9,Percent of adults aged 18 years and older who have an overweight classification,366.0,,"$15,000 - $24,999","(38.89037138500049, -77.03196112699965)",11,Income,"$15,000 - $24,999"
122,2015,DC,District of Columbia,34.4,34.4,Percent of adults aged 18 years and older who have an overweight classification,354.0,,"Less than $15,000","(38.89037138500049, -77.03196112699965)",11,Income,"Less than $15,000"
123,2015,DC,District of Columbia,34.5,34.5,Percent of adults aged 18 years and older who have an overweight classification,1466.0,,"$75,000 or greater","(38.89037138500049, -77.03196112699965)",11,Income,"$75,000 or greater"
124,2015,DC,District of Columbia,34.7,34.7,Percent of adults aged 18 years and older who have an overweight classification,361.0,,"$50,000 - $74,999","(38.89037138500049, -77.03196112699965)",11,Income,"$50,000 - $74,999"
125,2015,DC,District of Columbia,44.6,44.6,Percent of adults aged 18 years and older who have an overweight classification,233.0,,"$25,000 - $34,999","(38.89037138500049, -77.03196112699965)",11,Income,"$25,000 - $34,999"
126,2015,FL,Florida,22.2,22.2,Percent of adults aged 18 years and older who have obesity,1298.0,,Data not reported,"(28.932040377000476, -81.92896053899966)",12,Income,Data not reported
127,2015,FL,Florida,24.0,24.0,Percent of adults aged 18 years and older who have obesity,2257.0,,"$75,000 or greater","(28.932040377000476, -81.92896053899966)",12,Income,"$75,000 or greater"
128,2015,FL,Florida,27.1,27.1,Percent of adults aged 18 years and older who have obesity,1184.0,,"$50,000 - $74,999","(28.932040377000476, -81.92896053899966)",12,Income,"$50,000 - $74,999"
129,2015,FL,Florida,28.7,28.7,Percent of adults aged 18 years and older who have obesity,847.0,,"$25,000 - $34,999","(28.932040377000476, -81.92896053899966)",12,Income,"$25,000 - $34,999"
130,2015,FL,Florida,29.1,29.1,Percent of adults aged 18 years and older who have obesity,797.0,,"Less than $15,000","(28.932040377000476, -81.92896053899966)",12,Income,"Less than $15,000"
131,2015,FL,Florida,29.1,29.1,Percent of adults aged 18 years and older who have obesity,1189.0,,"$35,000 - $49,999","(28.932040377000476, -81.92896053899966)",12,Income,"$35,000 - $49,999"
132,2015,FL,Florida,30.0,30.0,Percent of adults aged 18 years and older who have obesity,1413.0,,"$15,000 - $24,999","(28.932040377000476, -81.92896053899966)",12,Income,"$15,000 - $24,999"
133,2015,FL,Florida,32.6,32.6,Percent of adults aged 18 years and older who have an overweight classification,797.0,,"Less than $15,000","(28.932040377000476, -81.92896053899966)",12,Income,"Less than $15,000"
134,2015,FL,Florida,35.0,35.0,Percent of adults aged 18 years and older who have an overweight classification,1298.0,,Data not reported,"(28.932040377000476, -81.92896053899966)",12,Income,Data not reported
135,2015,FL,Florida,36.0,36.0,Percent of adults aged 18 years and older who have an overweight classification,847.0,,"$25,000 - $34,999","(28.932040377000476, -81.92896053899966)",12,Income,"$25,000 - $34,999"
136,2015,FL,Florida,36.0,36.0,Percent of adults aged 18 years and older who have an overweight classification,1413.0,,"$15,000 - $24,999","(28.932040377000476, -81.92896053899966)",12,Income,"$15,000 - $24,999"
137,2015,FL,Florida,37.8,37.8,Percent of adults aged 18 years and older who have an overweight classification,1184.0,,"$50,000 - $74,999","(28.932040377000476, -81.92896053899966)",12,Income,"$50,000 - $74,999"
138,2015,FL,Florida,39.6,39.6,Percent of adults aged 18 years and older who have an overweight classification,1189.0,,"$35,000 - $49,999","(28.932040377000476, -81.92896053899966)",12,Income,"$35,000 - $49,999"
139,2015,FL,Florida,40.4,40.4,Percent of adults aged 18 years and older who have an overweight classification,2257.0,,"$75,000 or greater","(28.932040377000476, -81.92896053899966)",12,Income,"$75,000 or greater"
140,2015,GA,Georgia,24.6,24.6,Percent of adults aged 18 years and older who have obesity,1041.0,,"$75,000 or greater","(32.83968109300048, -83.62758034599966)",13,Income,"$75,000 or greater"
141,2015,GA,Georgia,24.8,24.8,Percent of adults aged 18 years and older who have obesity,693.0,,Data not reported,"(32.83968109300048, -83.62758034599966)",13,Income,Data not reported
142,2015,GA,Georgia,30.8,30.8,Percent of adults aged 18 years and older who have obesity,396.0,,"$25,000 - $34,999","(32.83968109300048, -83.62758034599966)",13,Income,"$25,000 - $34,999"
143,2015,GA,Georgia,33.2,33.2,Percent of adults aged 18 years and older who have obesity,536.0,,"$50,000 - $74,999","(32.83968109300048, -83.62758034599966)",13,Income,"$50,000 - $74,999"
144,2015,GA,Georgia,33.8,33.8,Percent of adults aged 18 years and older who have obesity,481.0,,"$35,000 - $49,999","(32.83968109300048, -83.62758034599966)",13,Income,"$35,000 - $49,999"
145,2015,GA,Georgia,36.2,36.2,Percent of adults aged 18 years and older who have obesity,429.0,,"Less than $15,000","(32.83968109300048, -83.62758034599966)",13,Income,"Less than $15,000"
146,2015,GA,Georgia,37.1,37.1,Percent of adults aged 18 years and older who have obesity,693.0,,"$15,000 - $24,999","(32.83968109300048, -83.62758034599966)",13,Income,"$15,000 - $24,999"
