,year,state,state_name,income_pc,Data_Value_Alt,Question,Sample_Size,Total,Income,GeoLocation,LocationID,StratificationCategory1,Stratification1
10,2014,AL,Alabama,37.9,37.9,Percent of adults aged 18 years and older who have an overweight classification,986.0,,"$35,000 - $49,999","(32.84057112200048, -86.63186076199969)",1,Income,"$35,000 - $49,999"
11,2014,AL,Alabama,40.6,40.6,Percent of adults aged 18 years and older who have an overweight classification,959.0,,"$50,000 - $74,999","(32.84057112200048, -86.63186076199969)",1,Income,"$50,000 - $74,999"
12,2014,AL,Alabama,35.4,35.4,Percent of adults aged 18 years and older who have an overweight classification,1425.0,,"$75,000 or greater","(32.84057112200048, -86.63186076199969)",1,Income,"$75,000 or greater"
13,2014,AL,Alabama,32.7,32.7,Percent of adults aged 18 years and older who have an overweight classification,1530.0,,Data not reported,"(32.84057112200048, -86.63186076199969)",1,Income,Data not reported
14,2014,AK,Alaska,31.5,31.5,Percent of adults aged 18 years and older who have obesity,318.0,,"Less than $15,000","(64.84507995700051, -147.72205903599973)",2,Income,"Less than $15,000"
15,2014,AK,Alaska,29.6,29.6,Percent of adults aged 18 years and older who have obesity,435.0,,"$15,000 - $24,999","(64.84507995700051, -147.72205903599973)",2,Income,"$15,000 - $24,999"
16,2014,AK,Alaska,32.9,32.9,Percent of adults aged 18 years and older who have obesity,303.0,,"$25,000 - $34,999","(64.84507995700051, -147.72205903599973)",2,Income,"$25,000 - $34,999"
17,2014,AK,Alaska,36.0,36.0,Percent of adults aged 18 years and older who have obesity,488.0,,"$35,000 - $49,999","(64.84507995700051, -147.72205903599973)",2,Income,"$35,000 - $49,999"
18,2014,AK,Alaska,30.2,30.2,Percent of adults aged 18 years and older who have obesity,630.0,,"$50,000 - $74,999","(64.84507995700051, -147.72205903599973)",2,Income,"$50,000 - $74,999"
19,2014,AK,Alaska,29.3,29.3,Percent of adults aged 18 years and older who have obesity,1587.0,,"$75,000 or greater","(64.84507995700051, -147.72205903599973)",2,Income,"$75,000 or greater"
20,2014,AK,Alaska,18.8,18.8,Percent of adults aged 18 years and older who have obesity,381.0,,Data not reported,"(64.84507995700051, -147.72205903599973)",2,Income,Data not reported
21,2014,AK,Alaska,34.1,34.1,Percent of adults aged 18 years and older who have an overweight classification,318.0,,"Less than $15,000","(64.84507995700051, -147.72205903599973)",2,Income,"Less than $15,000"
22,2014,AK,Alaska,28.0,28.0,Percent of adults aged 18 years and older who have an overweight classification,435.0,,"$15,000 - $24,999","(64.84507995700051, -147.72205903599973)",2,Income,"$15,000 - $24,999"
23,2014,AK,Alaska,28.9,28.9,Percent of adults aged 18 years and older who have an overweight classification,303.0,,"$25,000 - $34,999","(64.84507995700051, -147.72205903599973)",2,Income,"$25,000 - $34,999"
24,2014,AK,Alaska,31.6,31.6,Percent of adults aged 18 years and older who have an overweight classification,488.0,,"$35,000 - $49,999","(64.84507995700051, -147.72205903599973)",2,Income,"$35,000 - $49,999"
25,2014,AK,Alaska,42.2,42.2,Percent of adults aged 18 years and older who have an overweight classification,630.0,,"$50,000 - $74,999","(64.84507995700051, -147.72205903599973)",2,Income,"$50,000 - $74,999"
26,2014,AK,Alaska,37.0,37.0,Percent of adults aged 18 years and older who have an overweight classification,1587.0,,"$75,000 or greater","(64.84507995700051, -147.72205903599973)",2,Income,"$75,000 or greater"
27,2014,AK,Alaska,36.9,36.9,Percent of adults aged 18 years and older who have an overweight classification,381.0,,Data not reported,"(64.84507995700051, -147.72205903599973)",2,Income,Data not reported
28,2014,AZ,Arizona,33.6,33.6,Percent of adults aged 18 years and older who have obesity,1291.0,,"Less than $15,000","(34.865970280000454, -111.76381127699972)",4,Income,"Less than $15,000"
29,2014,AZ,Arizona,34.6,34.6,Percent of adults aged 18 years and older who have obesity,2096.0,,"$15,000 - $24,999","(34.865970280000454, -111.76381127699972)",4,Income,"$15,000 - $24,999"
30,2014,AZ,Arizona,28.4,28.4,Percent of adults aged 18 years and older who have obesity,1355.0,,"$25,000 - $34,999","(34.865970280000454, -111.76381127699972)",4,Income,"$25,000 - $34,999"
31,2014,AZ,Arizona,31.4,31.4,Percent of adults aged 18 years and older who have obesity,1864.0,,"$35,000 - $49,999","(34.865970280000454, -111.76381127699972)",4,Income,"$35,000 - $49,999"
32,2014,AZ,Arizona,25.9,25.9,Percent of adults aged 18 years and older who have obesity,1938.0,,"$50,000 - $74,999","(34.865970280000454, -111.76381127699972)",4,Income,"$50,000 - $74,999"
33,2014,AZ,Arizona,26.5,26.5,Percent of adults aged 18 years and older who have obesity,3258.0,,"$75,000 or greater","(34.865970280000454, -111.76381127699972)",4,Income,"$75,000 or greater"
34,2014,AZ,Arizona,23.2,23.2,Percent of adults aged 18 years and older who have obesity,2047.0,,Data not reported,"(34.865970280000454, -111.76381127699972)",4,Income,Data not reported
35,2014,AZ,Arizona,33.1,33.1,Percent of adults aged 18 years and older who have an overweight classification,1291.0,,"Less than $15,000","(34.865970280000454, -111.76381127699972)",4,Income,"Less than $15,000"
36,2014,AZ,Arizona,30.2,30.2,Percent of adults aged 18 years and older who have an overweight classification,2096.0,,"$15,000 - $24,999","(34.865970280000454, -111.76381127699972)",4,Income,"$15,000 - $24,999"
37,2014,AZ,Arizona,35.9,35.9,Percent of adults aged 18 years and older who have an overweight classification,1355.0,,"$25,000 - $34,999","(34.865970280000454, -111.76381127699972)",4,Income,"$25,000 - $34,999"
38,2014,AZ,Arizona,38.8,38.8,Percent of adults aged 18 years and older who have an overweight classification,1864.0,,"$35,000 - $49,999","(34.865970280000454, -111.76381127699972)",4,Income,"$35,000 - $49,999"
39,2014,AZ,Arizona,35.2,35.2,Percent of adults aged 18 years and older who have an overweight classification,1938.0,,"$50,000 - $74,999","(34.865970280000454, -111.76381127699972)",4,Income,"$50,000 - $74,999"
40,2014,AZ,Arizona,38.7,38.7,Percent of adults aged 18 years and older who have an overweight classification,3258.0,,"$75,000 or greater","(34.865970280000454, -111.76381127699972)",4,Income,"$75,000 or greater"
41,2014,AZ,Arizona,32.1,32.1,Percent of adults aged 18 years and older who have an overweight classification,2047.0,,Data not reported,"(34.865970280000454, -111.76381127699972)",4,Income,Data not reported
42,2014,AR,Arkansas,42.8,42.8,Percent of adults aged 18 years and older who have obesity,654.0,,"Less than $15,000","(34.74865012400045, -92.27449074299966)",5,Income,"Less than $15,000"
43,2014,AR,Arkansas,36.5,36.5,Percent of adults aged 18 years and older who have obesity,935.0,,"$15,000 - $24,999","(34.74865012400045, -92.27449074299966)",5,Income,"$15,000 - $24,999"
44,2014,AR,Arkansas,36.0,36.0,Percent of adults aged 18 years and older who have obesity,540.0,,"$25,000 - $34,999","(34.74865012400045, -92.27449074299966)",5,Income,"$25,000 - $34,999"
45,2014,AR,Arkansas,31.9,31.9,Percent of adults aged 18 years and older who have obesity,610.0,,"$35,000 - $49,999","(34.74865012400045, -92.27449074299966)",5,Income,"$35,000 - $49,999"
46,2014,AR,Arkansas,36.7,36.7,Percent of adults aged 18 years and older who have obesity,555.0,,"$50,000 - $74,999","(34.74865012400045, -92.27449074299966)",5,Income,"$50,000 - $74,999"
47,2014,AR,Arkansas,33.6,33.6,Percent of adults aged 18 years and older who have obesity,765.0,,"$75,000 or greater","(34.74865012400045, -92.27449074299966)",5,Income,"$75,000 or greater"
48,2014,AR,Arkansas,34.6,34.6,Percent of adults aged 18 years and older who have obesity,827.0,,Data not reported,"(34.74865012400045, -92.27449074299966)",5,Income,Data not reported
49,2014,AR,Arkansas,23.7,23.7,Percent of adults aged 18 years and older who have an overweight classification,654.0,,"Less than $15,000","(34.74865012400045, -92.27449074299966)",5,Income,"Less than $15,000"
50,2014,AR,Arkansas,32.7,32.7,Percent of adults aged 18 years and older who have an overweight classification,935.0,,"$15,000 - $24,999","(34.74865012400045, -92.27449074299966)",5,Income,"$15,000 - $24,999"
51,2014,AR,Arkansas,40.2,40.2,Percent of adults aged 18 years and older who have an overweight classification,540.0,,"$25,000 - $34,999","(34.74865012400045, -92.27449074299966)",5,Income,"$25,000 - $34,999"
52,2014,AR,Arkansas,41.9,41.9,Percent of adults aged 18 years and older who have an overweight classification,610.0,,"$35,000 - $49,999","(34.74865012400045, -92.27449074299966)",5,Income,"$35,000 - $49,999"
53,2014,AR,Arkansas,35.0,35.0,Percent of adults aged 18 years and older who have an overweight classification,555.0,,"$50,000 - $74,999","(34.74865012400045, -92.27449074299966)",5,Income,"$50,000 - $74,999"
54,2014,AR,Arkansas,41.1,41.1,Percent of adults aged 18 years and older who have an overweight classification,765.0,,"$75,000 or greater","(34.74865012400045, -92.27449074299966)",5,Income,"$75,000 or greater"
55,2014,AR,Arkansas,29.1,29.1,Percent of adults aged 18 years and older who have an overweight classification,827.0,,Data not reported,"(34.74865012400045, -92.27449074299966)",5,Income,Data not reported
56,2014,CA,California,30.0,30.0,Percent of adults aged 18 years and older who have obesity,1201.0,,"Less than $15,000","(37.63864012300047, -120.99999953799971)",6,Income,"Less than $15,000"
57,2014,CA,California,27.4,27.4,Percent of adults aged 18 years and older who have obesity,995.0,,"$15,000 - $24,999","(37.63864012300047, -120.99999953799971)",6,Income,"$15,000 - $24,999"
58,2014,CA,California,26.6,26.6,Percent of adults aged 18 years and older who have obesity,675.0,,"$25,000 - $34,999","(37.63864012300047, -120.99999953799971)",6,Income,"$25,000 - $34,999"
59,2014,CA,California,24.0,24.0,Percent of adults aged 18 years and older who have obesity,824.0,,"$35,000 - $49,999","(37.63864012300047, -120.99999953799971)",6,Income,"$35,000 - $49,999"
60,2014,CA,California,22.7,22.7,Percent of adults aged 18 years and older who have obesity,978.0,,"$50,000 - $74,999","(37.63864012300047, -120.99999953799971)",6,Income,"$50,000 - $74,999"
61,2014,CA,California,22.3,22.3,Percent of adults aged 18 years and older who have obesity,2551.0,,"$75,000 or greater","(37.63864012300047, -120.99999953799971)",6,Income,"$75,000 or greater"
62,2014,CA,California,20.9,20.9,Percent of adults aged 18 years and older who have obesity,801.0,,Data not reported,"(37.63864012300047, -120.99999953799971)",6,Income,Data not reported
63,2014,CA,California,34.2,34.2,Percent of adults aged 18 years and older who have an overweight classification,1201.0,,"Less than $15,000","(37.63864012300047, -120.99999953799971)",6,Income,"Less than $15,000"
64,2014,CA,California,33.6,33.6,Percent of adults aged 18 years and older who have an overweight classification,995.0,,"$15,000 - $24,999","(37.63864012300047, -120.99999953799971)",6,Income,"$15,000 - $24,999"
65,2014,CA,California,38.3,38.3,Percent of adults aged 18 years and older who have an overweight classification,675.0,,"$25,000 - $34,999","(37.63864012300047, -120.99999953799971)",6,Income,"$25,000 - $34,999"
66,2014,CA,California,37.4,37.4,Percent of adults aged 18 years and older who have an overweight classification,824.0,,"$35,000 - $49,999","(37.63864012300047, -120.99999953799971)",6,Income,"$35,000 - $49,999"
67,2014,CA,California,39.4,39.4,Percent of adults aged 18 years and older who have an overweight classification,978.0,,"$50,000 - $74,999","(37.63864012300047, -120.99999953799971)",6,Income,"$50,000 - $74,999"
68,2014,CA,California,34.5,34.5,Percent of adults aged 18 years and older who have an overweight classification,2551.0,,"$75,000 or greater","(37.63864012300047, -120.99999953799971)",6,Income,"$75,000 or greater"
69,2014,CA,California,30.2,30.2,Percent of adults aged 18 years and older who have an overweight classification,801.0,,Data not reported,"(37.63864012300047, -120.99999953799971)",6,Income,Data not reported
70,2014,CO,Colorado,27.1,27.1,Percent of adults aged 18 years and older who have obesity,853.0,,"Less than $15,000","(38.843840757000464, -106.13361092099967)",8,Income,"Less than $15,000"
71,2014,CO,Colorado,23.5,23.5,Percent of adults aged 18 years and older who have obesity,1544.0,,"$15,000 - $24,999","(38.843840757000464, -106.13361092099967)",8,Income,"$15,000 - $24,999"
72,2014,CO,Colorado,24.3,24.3,Percent of adults aged 18 years and older who have obesity,1070.0,,"$25,000 - $34,999","(38.843840757000464, -106.13361092099967)",8,Income,"$25,000 - $34,999"
73,2014,CO,Colorado,24.2,24.2,Percent of adults aged 18 years and older who have obesity,1605.0,,"$35,000 - $49,999","(38.843840757000464, -106.13361092099967)",8,Income,"$35,000 - $49,999"
74,2014,CO,Colorado,22.2,22.2,Percent of adults aged 18 years and older who have obesity,1923.0,,"$50,000 - $74,999","(38.843840757000464, -106.13361092099967)",8,Income,"$50,000 - $74,999"
75,2014,CO,Colorado,18.8,18.8,Percent of adults aged 18 years and older who have obesity,4066.0,,"$75,000 or greater","(38.843840757000464, -106.13361092099967)",8,Income,"$75,000 or greater"
76,2014,CO,Colorado,16.3,16.3,Percent of adults aged 18 years and older who have obesity,1506.0,,Data not reported,"(38.843840757000464, -106.13361092099967)",8,Income,Data not reported
77,2014,CO,Colorado,31.3,31.3,Percent of adults aged 18 years and older who have an overweight classification,853.0,,"Less than $15,000","(38.843840757000464, -106.13361092099967)",8,Income,"Less than $15,000"
78,2014,CO,Colorado,32.5,32.5,Percent of adults aged 18 years and older who have an overweight classification,1544.0,,"$15,000 - $24,999","(38.843840757000464, -106.13361092099967)",8,Income,"$15,000 - $24,999"
79,2014,CO,Colorado,34.9,34.9,Percent of adults aged 18 years and older who have an overweight classification,1070.0,,"$25,000 - $34,999","(38.843840757000464, -106.13361092099967)",8,Income,"$25,000 - $34,999"
80,2014,CO,Colorado,37.1,37.1,Percent of adults aged 18 years and older who have an overweight classification,1605.0,,"$35,000 - $49,999","(38.843840757000464, -106.13361092099967)",8,Income,"$35,000 - $49,999"
81,2014,CO,Colorado,39.7,39.7,Percent of adults aged 18 years and older who have an overweight classification,1923.0,,"$50,000 - $74,999","(38.843840757000464, -106.13361092099967)",8,Income,"$50,000 - $74,999"
82,2014,CO,Colorado,38.3,38.3,Percent of adults aged 18 years and older who have an overweight classification,4066.0,,"$75,000 or greater","(38.843840757000464, -106.13361092099967)",8,Income,"$75,000 or greater"
83,2014,CO,Colorado,32.3,32.3,Percent of adults aged 18 years and older who have an overweight classification,1506.0,,Data not reported,"(38.843840757000464, -106.13361092099967)",8,Income,Data not reported
84,2014,CT,Connecticut,34.0,34.0,Percent of adults aged 18 years and older who have obesity,505.0,,"Less than $15,000","(41.56266102000046, -72.64984095199964)",9,Income,"Less than $15,000"
85,2014,CT,Connecticut,30.9,30.9,Percent of adults aged 18 years and older who have obesity,791.0,,"$15,000 - $24,999","(41.56266102000046, -72.64984095199964)",9,Income,"$15,000 - $24,999"
86,2014,CT,Connecticut,27.7,27.7,Percent of adults aged 18 years and older who have obesity,533.0,,"$25,000 - $34,999","(41.56266102000046, -72.64984095199964)",9,Income,"$25,000 - $34,999"
87,2014,CT,Connecticut,27.6,27.6,Percent of adults aged 18 years and older who have obesity,720.0,,"$35,000 - $49,999","(41.56266102000046, -72.64984095199964)",9,Income,"$35,000 - $49,999"
88,2014,CT,Connecticut,30.1,30.1,Percent of adults aged 18 years and older who have obesity,969.0,,"$50,000 - $74,999","(41.56266102000046, -72.64984095199964)",9,Income,"$50,000 - $74,999"
89,2014,CT,Connecticut,23.9,23.9,Percent of adults aged 18 years and older who have obesity,2666.0,,"$75,000 or greater","(41.56266102000046, -72.64984095199964)",9,Income,"$75,000 or greater"
90,2014,CT,Connecticut,19.7,19.7,Percent of adults aged 18 years and older who have obesity,1053.0,,Data not reported,"(41.56266102000046, -72.64984095199964)",9,Income,Data not reported
91,2014,CT,Connecticut,33.7,33.7,Percent of adults aged 18 years and older who have an overweight classification,505.0,,"Less than $15,000","(41.56266102000046, -72.64984095199964)",9,Income,"Less than $15,000"
92,2014,CT,Connecticut,35.8,35.8,Percent of adults aged 18 years and older who have an overweight classification,791.0,,"$15,000 - $24,999","(41.56266102000046, -72.64984095199964)",9,Income,"$15,000 - $24,999"
93,2014,CT,Connecticut,35.4,35.4,Percent of adults aged 18 years and older who have an overweight classification,533.0,,"$25,000 - $34,999","(41.56266102000046, -72.64984095199964)",9,Income,"$25,000 - $34,999"
94,2014,CT,Connecticut,38.6,38.6,Percent of adults aged 18 years and older who have an overweight classification,720.0,,"$35,000 - $49,999","(41.56266102000046, -72.64984095199964)",9,Income,"$35,000 - $49,999"
95,2014,CT,Connecticut,36.9,36.9,Percent of adults aged 18 years and older who have an overweight classification,969.0,,"$50,000 - $74,999","(41.56266102000046, -72.64984095199964)",9,Income,"$50,000 - $74,999"
96,2014,CT,Connecticut,35.2,35.2,Percent of adults aged 18 years and older who have an overweight classification,2666.0,,"$75,000 or greater","(41.56266102000046, -72.64984095199964)",9,Income,"$75,000 or greater"
97,2014,CT,Connecticut,25.2,25.2,Percent of adults aged 18 years and older who have an overweight classification,1053.0,,Data not reported,"(41.56266102000046, -72.64984095199964)",9,Income,Data not reported
98,2014,DE,Delaware,35.5,35.5,Percent of adults aged 18 years and older who have obesity,323.0,,"Less than $15,000","(39.008830667000495, -75.57774116799965)",10,Income,"Less than $15,000"
99,2014,DE,Delaware,33.8,33.8,Percent of adults aged 18 years and older who have obesity,624.0,,"$15,000 - $24,999","(39.008830667000495, -75.57774116799965)",10,Income,"$15,000 - $24,999"
100,2014,DE,Delaware,31.5,31.5,Percent of adults aged 18 years and older who have obesity,348.0,,"$25,000 - $34,999","(39.008830667000495, -75.57774116799965)",10,Income,"$25,000 - $34,999"
101,2014,DE,Delaware,34.6,34.6,Percent of adults aged 18 years and older who have obesity,492.0,,"$35,000 - $49,999","(39.008830667000495, -75.57774116799965)",10,Income,"$35,000 - $49,999"
102,2014,DE,Delaware,36.6,36.6,Percent of adults aged 18 years and older who have obesity,539.0,,"$50,000 - $74,999","(39.008830667000495, -75.57774116799965)",10,Income,"$50,000 - $74,999"
103,2014,DE,Delaware,24.9,24.9,Percent of adults aged 18 years and older who have obesity,1052.0,,"$75,000 or greater","(39.008830667000495, -75.57774116799965)",10,Income,"$75,000 or greater"
104,2014,DE,Delaware,27.7,27.7,Percent of adults aged 18 years and older who have obesity,605.0,,Data not reported,"(39.008830667000495, -75.57774116799965)",10,Income,Data not reported
105,2014,DE,Delaware,26.3,26.3,Percent of adults aged 18 years and older who have an overweight classification,323.0,,"Less than $15,000","(39.008830667000495, -75.57774116799965)",10,Income,"Less than $15,000"
106,2014,DE,Delaware,32.7,32.7,Percent of adults aged 18 years and older who have an overweight classification,624.0,,"$15,000 - $24,999","(39.008830667000495, -75.57774116799965)",10,Income,"$15,000 - $24,999"
107,2014,DE,Delaware,38.0,38.0,Percent of adults aged 18 years and older who have an overweight classification,348.0,,"$25,000 - $34,999","(39.008830667000495, -75.57774116799965)",10,Income,"$25,000 - $34,999"
108,2014,DE,Delaware,35.4,35.4,Percent of adults aged 18 years and older who have an overweight classification,492.0,,"$35,000 - $49,999","(39.008830667000495, -75.57774116799965)",10,Income,"$35,000 - $49,999"
109,2014,DE,Delaware,37.5,37.5,Percent of adults aged 18 years and older who have an overweight classification,539.0,,"$50,000 - $74,999","(39.008830667000495, -75.57774116799965)",10,Income,"$50,000 - $74,999"
110,2014,DE,Delaware,41.0,41.0,Percent of adults aged 18 years and older who have an overweight classification,1052.0,,"$75,000 or greater","(39.008830667000495, -75.57774116799965)",10,Income,"$75,000 or greater"
111,2014,DE,Delaware,38.2,38.2,Percent of adults aged 18 years and older who have an overweight classification,605.0,,Data not reported,"(39.008830667000495, -75.57774116799965)",10,Income,Data not reported
112,2014,DC,District of Columbia,34.1,34.1,Percent of adults aged 18 years and older who have obesity,313.0,,"Less than $15,000","(38.89037138500049, -77.03196112699965)",11,Income,"Less than $15,000"
113,2014,DC,District of Columbia,27.5,27.5,Percent of adults aged 18 years and older who have obesity,406.0,,"$15,000 - $24,999","(38.89037138500049, -77.03196112699965)",11,Income,"$15,000 - $24,999"
114,2014,DC,District of Columbia,22.3,22.3,Percent of adults aged 18 years and older who have obesity,216.0,,"$25,000 - $34,999","(38.89037138500049, -77.03196112699965)",11,Income,"$25,000 - $34,999"
115,2014,DC,District of Columbia,28.8,28.8,Percent of adults aged 18 years and older who have obesity,311.0,,"$35,000 - $49,999","(38.89037138500049, -77.03196112699965)",11,Income,"$35,000 - $49,999"
116,2014,DC,District of Columbia,23.0,23.0,Percent of adults aged 18 years and older who have obesity,415.0,,"$50,000 - $74,999","(38.89037138500049, -77.03196112699965)",11,Income,"$50,000 - $74,999"
117,2014,DC,District of Columbia,12.1,12.1,Percent of adults aged 18 years and older who have obesity,1537.0,,"$75,000 or greater","(38.89037138500049, -77.03196112699965)",11,Income,"$75,000 or greater"
118,2014,DC,District of Columbia,25.0,25.0,Percent of adults aged 18 years and older who have obesity,589.0,,Data not reported,"(38.89037138500049, -77.03196112699965)",11,Income,Data not reported
119,2014,DC,District of Columbia,35.0,35.0,Percent of adults aged 18 years and older who have an overweight classification,313.0,,"Less than $15,000","(38.89037138500049, -77.03196112699965)",11,Income,"Less than $15,000"
120,2014,DC,District of Columbia,36.6,36.6,Percent of adults aged 18 years and older who have an overweight classification,406.0,,"$15,000 - $24,999","(38.89037138500049, -77.03196112699965)",11,Income,"$15,000 - $24,999"
121,2014,DC,District of Columbia,31.9,31.9,Percent of adults aged 18 years and older who have an overweight classification,216.0,,"$25,000 - $34,999","(38.89037138500049, -77.03196112699965)",11,Income,"$25,000 - $34,999"
122,2014,DC,District of Columbia,41.2,41.2,Percent of adults aged 18 years and older who have an overweight classification,311.0,,"$35,000 - $49,999","(38.89037138500049, -77.03196112699965)",11,Income,"$35,000 - $49,999"
123,2014,DC,District of Columbia,26.9,26.9,Percent of adults aged 18 years and older who have an overweight classification,415.0,,"$50,000 - $74,999","(38.89037138500049, -77.03196112699965)",11,Income,"$50,000 - $74,999"
124,2014,DC,District of Columbia,33.0,33.0,Percent of adults aged 18 years and older who have an overweight classification,1537.0,,"$75,000 or greater","(38.89037138500049, -77.03196112699965)",11,Income,"$75,000 or greater"
125,2014,DC,District of Columbia,30.4,30.4,Percent of adults aged 18 years and older who have an overweight classification,589.0,,Data not reported,"(38.89037138500049, -77.03196112699965)",11,Income,Data not reported
126,2014,FL,Florida,31.5,31.5,Percent of adults aged 18 years and older who have obesity,922.0,,"Less than $15,000","(28.932040377000476, -81.92896053899966)",12,Income,"Less than $15,000"
127,2014,FL,Florida,29.9,29.9,Percent of adults aged 18 years and older who have obesity,1508.0,,"$15,000 - $24,999","(28.932040377000476, -81.92896053899966)",12,Income,"$15,000 - $24,999"
128,2014,FL,Florida,28.9,28.9,Percent of adults aged 18 years and older who have obesity,954.0,,"$25,000 - $34,999","(28.932040377000476, -81.92896053899966)",12,Income,"$25,000 - $34,999"
129,2014,FL,Florida,27.3,27.3,Percent of adults aged 18 years and older who have obesity,1168.0,,"$35,000 - $49,999","(28.932040377000476, -81.92896053899966)",12,Income,"$35,000 - $49,999"
130,2014,FL,Florida,25.3,25.3,Percent of adults aged 18 years and older who have obesity,1175.0,,"$50,000 - $74,999","(28.932040377000476, -81.92896053899966)",12,Income,"$50,000 - $74,999"
131,2014,FL,Florida,23.5,23.5,Percent of adults aged 18 years and older who have obesity,2174.0,,"$75,000 or greater","(28.932040377000476, -81.92896053899966)",12,Income,"$75,000 or greater"
132,2014,FL,Florida,19.5,19.5,Percent of adults aged 18 years and older who have obesity,1255.0,,Data not reported,"(28.932040377000476, -81.92896053899966)",12,Income,Data not reported
133,2014,FL,Florida,33.0,33.0,Percent of adults aged 18 years and older who have an overweight classification,922.0,,"Less than $15,000","(28.932040377000476, -81.92896053899966)",12,Income,"Less than $15,000"
134,2014,FL,Florida,33.8,33.8,Percent of adults aged 18 years and older who have an overweight classification,1508.0,,"$15,000 - $24,999","(28.932040377000476, -81.92896053899966)",12,Income,"$15,000 - $24,999"
135,2014,FL,Florida,36.4,36.4,Percent of adults aged 18 years and older who have an overweight classification,954.0,,"$25,000 - $34,999","(28.932040377000476, -81.92896053899966)",12,Income,"$25,000 - $34,999"
136,2014,FL,Florida,37.2,37.2,Percent of adults aged 18 years and older who have an overweight classification,1168.0,,"$35,000 - $49,999","(28.932040377000476, -81.92896053899966)",12,Income,"$35,000 - $49,999"
137,2014,FL,Florida,37.2,37.2,Percent of adults aged 18 years and older who have an overweight classification,1175.0,,"$50,000 - $74,999","(28.932040377000476, -81.92896053899966)",12,Income,"$50,000 - $74,999"
138,2014,FL,Florida,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,2174.0,,"$75,000 or greater","(28.932040377000476, -81.92896053899966)",12,Income,"$75,000 or greater"
139,2014,FL,Florida,33.6,33.6,Percent of adults aged 18 years and older who have an overweight classification,1255.0,,Data not reported,"(28.932040377000476, -81.92896053899966)",12,Income,Data not reported
140,2014,GA,Georgia,39.7,39.7,Percent of adults aged 18 years and older who have obesity,646.0,,"Less than $15,000","(32.83968109300048, -83.62758034599966)",13,Income,"Less than $15,000"
141,2014,GA,Georgia,32.0,32.0,Percent of adults aged 18 years and older who have obesity,976.0,,"$15,000 - $24,999","(32.83968109300048, -83.62758034599966)",13,Income,"$15,000 - $24,999"
142,2014,GA,Georgia,34.0,34.0,Percent of adults aged 18 years and older who have obesity,592.0,,"$25,000 - $34,999","(32.83968109300048, -83.62758034599966)",13,Income,"$25,000 - $34,999"
143,2014,GA,Georgia,33.9,33.9,Percent of adults aged 18 years and older who have obesity,667.0,,"$35,000 - $49,999","(32.83968109300048, -83.62758034599966)",13,Income,"$35,000 - $49,999"
144,2014,GA,Georgia,30.9,30.9,Percent of adults aged 18 years and older who have obesity,733.0,,"$50,000 - $74,999","(32.83968109300048, -83.62758034599966)",13,Income,"$50,000 - $74,999"
145,2014,GA,Georgia,24.1,24.1,Percent of adults aged 18 years and older who have obesity,1430.0,,"$75,000 or greater","(32.83968109300048, -83.62758034599966)",13,Income,"$75,000 or greater"
146,2014,GA,Georgia,26.4,26.4,Percent of adults aged 18 years and older who have obesity,800.0,,Data not reported,"(32.83968109300048, -83.62758034599966)",13,Income,Data not reported
