,year,state,state_name,gender_pc,Data_Value_Alt,Question,Sample_Size,Total,Gender,GeoLocation,LocationID,StratificationCategory1,Stratification1
102,2016,WY,Wyoming,42.7,42.7,Percent of adults aged 18 years and older who have an overweight classification,1907.0,,Male,"(43.23554134300048, -108.10983035299967)",56,Gender,Male
103,2016,WY,Wyoming,29.8,29.8,Percent of adults aged 18 years and older who have an overweight classification,2293.0,,Female,"(43.23554134300048, -108.10983035299967)",56,Gender,Female
104,2016,GU,Guam,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,672.0,,Male,"(13.444304, 144.793731)",66,Gender,Male
105,2016,GU,Guam,33.1,33.1,Percent of adults aged 18 years and older who have an overweight classification,805.0,,Female,"(13.444304, 144.793731)",66,Gender,Female
106,2016,PR,Puerto Rico,38.4,38.4,Percent of adults aged 18 years and older who have an overweight classification,2105.0,,Male,"(18.220833, -66.590149)",72,Gender,Male
107,2016,PR,Puerto Rico,33.5,33.5,Percent of adults aged 18 years and older who have an overweight classification,3423.0,,Female,"(18.220833, -66.590149)",72,Gender,Female
108,2016,VI,Virgin Islands,31.9,31.9,Percent of adults aged 18 years and older who have an overweight classification,468.0,,Male,"(18.335765, -64.896335)",78,Gender,Male
109,2016,VI,Virgin Islands,33.4,33.4,Percent of adults aged 18 years and older who have an overweight classification,735.0,,Female,"(18.335765, -64.896335)",78,Gender,Female
110,2016,US,National,29.6,29.6,Percent of adults aged 18 years and older who have obesity,198440.0,,Male,,59,Gender,Male
111,2016,US,National,29.5,29.5,Percent of adults aged 18 years and older who have obesity,240000.0,,Female,,59,Gender,Female
112,2016,AL,Alabama,36.2,36.2,Percent of adults aged 18 years and older who have obesity,2711.0,,Male,"(32.84057112200048, -86.63186076199969)",1,Gender,Male
113,2016,AL,Alabama,35.2,35.2,Percent of adults aged 18 years and older who have obesity,3815.0,,Female,"(32.84057112200048, -86.63186076199969)",1,Gender,Female
114,2016,AK,Alaska,32.3,32.3,Percent of adults aged 18 years and older who have obesity,1334.0,,Male,"(64.84507995700051, -147.72205903599973)",2,Gender,Male
115,2016,AK,Alaska,30.3,30.3,Percent of adults aged 18 years and older who have obesity,1405.0,,Female,"(64.84507995700051, -147.72205903599973)",2,Gender,Female
116,2016,AZ,Arizona,30.2,30.2,Percent of adults aged 18 years and older who have obesity,4358.0,,Male,"(34.865970280000454, -111.76381127699972)",4,Gender,Male
117,2016,AZ,Arizona,27.8,27.8,Percent of adults aged 18 years and older who have obesity,5675.0,,Female,"(34.865970280000454, -111.76381127699972)",4,Gender,Female
118,2016,AR,Arkansas,32.1,32.1,Percent of adults aged 18 years and older who have obesity,1918.0,,Male,"(34.74865012400045, -92.27449074299966)",5,Gender,Male
119,2016,AR,Arkansas,39.4,39.4,Percent of adults aged 18 years and older who have obesity,2941.0,,Female,"(34.74865012400045, -92.27449074299966)",5,Gender,Female
120,2016,CA,California,24.9,24.9,Percent of adults aged 18 years and older who have obesity,5098.0,,Male,"(37.63864012300047, -120.99999953799971)",6,Gender,Male
121,2016,CA,California,25.2,25.2,Percent of adults aged 18 years and older who have obesity,5253.0,,Female,"(37.63864012300047, -120.99999953799971)",6,Gender,Female
122,2016,CO,Colorado,22.4,22.4,Percent of adults aged 18 years and older who have obesity,6482.0,,Male,"(38.843840757000464, -106.13361092099967)",8,Gender,Male
123,2016,CO,Colorado,22.2,22.2,Percent of adults aged 18 years and older who have obesity,7154.0,,Female,"(38.843840757000464, -106.13361092099967)",8,Gender,Female
124,2016,CT,Connecticut,26.9,26.9,Percent of adults aged 18 years and older who have obesity,4477.0,,Male,"(41.56266102000046, -72.64984095199964)",9,Gender,Male
125,2016,CT,Connecticut,25.0,25.0,Percent of adults aged 18 years and older who have obesity,5483.0,,Female,"(41.56266102000046, -72.64984095199964)",9,Gender,Female
126,2016,DE,Delaware,30.7,30.7,Percent of adults aged 18 years and older who have obesity,1713.0,,Male,"(39.008830667000495, -75.57774116799965)",10,Gender,Male
127,2016,DE,Delaware,30.7,30.7,Percent of adults aged 18 years and older who have obesity,1989.0,,Female,"(39.008830667000495, -75.57774116799965)",10,Gender,Female
128,2016,DC,District of Columbia,18.0,18.0,Percent of adults aged 18 years and older who have obesity,1522.0,,Male,"(38.89037138500049, -77.03196112699965)",11,Gender,Male
129,2016,DC,District of Columbia,27.0,27.0,Percent of adults aged 18 years and older who have obesity,1953.0,,Female,"(38.89037138500049, -77.03196112699965)",11,Gender,Female
130,2016,FL,Florida,28.3,28.3,Percent of adults aged 18 years and older who have obesity,14638.0,,Male,"(28.932040377000476, -81.92896053899966)",12,Gender,Male
131,2016,FL,Florida,26.6,26.6,Percent of adults aged 18 years and older who have obesity,18545.0,,Female,"(28.932040377000476, -81.92896053899966)",12,Gender,Female
132,2016,GA,Georgia,29.8,29.8,Percent of adults aged 18 years and older who have obesity,2090.0,,Male,"(32.83968109300048, -83.62758034599966)",13,Gender,Male
133,2016,GA,Georgia,33.1,33.1,Percent of adults aged 18 years and older who have obesity,2793.0,,Female,"(32.83968109300048, -83.62758034599966)",13,Gender,Female
134,2016,HI,Hawaii,26.1,26.1,Percent of adults aged 18 years and older who have obesity,3655.0,,Male,"(21.304850435000446, -157.85774940299973)",15,Gender,Male
135,2016,HI,Hawaii,21.4,21.4,Percent of adults aged 18 years and older who have obesity,4003.0,,Female,"(21.304850435000446, -157.85774940299973)",15,Gender,Female
136,2016,ID,Idaho,28.1,28.1,Percent of adults aged 18 years and older who have obesity,2129.0,,Male,"(43.682630005000476, -114.3637300419997)",16,Gender,Male
137,2016,ID,Idaho,26.6,26.6,Percent of adults aged 18 years and older who have obesity,2751.0,,Female,"(43.682630005000476, -114.3637300419997)",16,Gender,Female
138,2016,IL,Illinois,32.3,32.3,Percent of adults aged 18 years and older who have obesity,2026.0,,Male,"(40.48501028300046, -88.99771017799969)",17,Gender,Male
139,2016,IL,Illinois,31.0,31.0,Percent of adults aged 18 years and older who have obesity,2492.0,,Female,"(40.48501028300046, -88.99771017799969)",17,Gender,Female
140,2016,IN,Indiana,32.3,32.3,Percent of adults aged 18 years and older who have obesity,4423.0,,Male,"(39.766910452000445, -86.14996019399968)",18,Gender,Male
141,2016,IN,Indiana,32.6,32.6,Percent of adults aged 18 years and older who have obesity,5896.0,,Female,"(39.766910452000445, -86.14996019399968)",18,Gender,Female
142,2016,IA,Iowa,33.8,33.8,Percent of adults aged 18 years and older who have obesity,3095.0,,Male,"(42.46940091300047, -93.81649055599968)",19,Gender,Male
143,2016,IA,Iowa,30.0,30.0,Percent of adults aged 18 years and older who have obesity,3549.0,,Female,"(42.46940091300047, -93.81649055599968)",19,Gender,Female
144,2016,KS,Kansas,31.4,31.4,Percent of adults aged 18 years and older who have obesity,5071.0,,Male,"(38.34774030000045, -98.20078122699965)",20,Gender,Male
145,2016,KS,Kansas,30.9,30.9,Percent of adults aged 18 years and older who have obesity,5873.0,,Female,"(38.34774030000045, -98.20078122699965)",20,Gender,Female
146,2016,KY,Kentucky,33.1,33.1,Percent of adults aged 18 years and older who have obesity,4061.0,,Male,"(37.645970271000465, -84.77497104799966)",21,Gender,Male
147,2016,KY,Kentucky,35.2,35.2,Percent of adults aged 18 years and older who have obesity,5522.0,,Female,"(37.645970271000465, -84.77497104799966)",21,Gender,Female
148,2016,LA,Louisiana,34.5,34.5,Percent of adults aged 18 years and older who have obesity,1895.0,,Male,"(31.31266064400046, -92.44568007099969)",22,Gender,Male
149,2016,LA,Louisiana,36.5,36.5,Percent of adults aged 18 years and older who have obesity,2972.0,,Female,"(31.31266064400046, -92.44568007099969)",22,Gender,Female
150,2016,ME,Maine,30.3,30.3,Percent of adults aged 18 years and older who have obesity,4199.0,,Male,"(45.254228894000505, -68.98503133599962)",23,Gender,Male
151,2016,ME,Maine,29.5,29.5,Percent of adults aged 18 years and older who have obesity,5355.0,,Female,"(45.254228894000505, -68.98503133599962)",23,Gender,Female
152,2016,MD,Maryland,28.3,28.3,Percent of adults aged 18 years and older who have obesity,7189.0,,Male,"(39.29058096400047, -76.60926011099963)",24,Gender,Male
153,2016,MD,Maryland,31.5,31.5,Percent of adults aged 18 years and older who have obesity,9512.0,,Female,"(39.29058096400047, -76.60926011099963)",24,Gender,Female
154,2016,MA,Massachusetts,25.9,25.9,Percent of adults aged 18 years and older who have obesity,3704.0,,Male,"(42.27687047000046, -72.08269067499964)",25,Gender,Male
155,2016,MA,Massachusetts,21.1,21.1,Percent of adults aged 18 years and older who have obesity,3775.0,,Female,"(42.27687047000046, -72.08269067499964)",25,Gender,Female
156,2016,MI,Michigan,32.4,32.4,Percent of adults aged 18 years and older who have obesity,5182.0,,Male,"(44.6613195430005, -84.71439026999968)",26,Gender,Male
157,2016,MI,Michigan,32.6,32.6,Percent of adults aged 18 years and older who have obesity,5948.0,,Female,"(44.6613195430005, -84.71439026999968)",26,Gender,Female
158,2016,MN,Minnesota,29.5,29.5,Percent of adults aged 18 years and older who have obesity,7658.0,,Male,"(46.35564873600049, -94.79420050299967)",27,Gender,Male
159,2016,MN,Minnesota,25.9,25.9,Percent of adults aged 18 years and older who have obesity,7762.0,,Female,"(46.35564873600049, -94.79420050299967)",27,Gender,Female
160,2016,MS,Mississippi,35.2,35.2,Percent of adults aged 18 years and older who have obesity,1904.0,,Male,"(32.745510099000455, -89.53803082499968)",28,Gender,Male
161,2016,MS,Mississippi,39.3,39.3,Percent of adults aged 18 years and older who have obesity,2916.0,,Female,"(32.745510099000455, -89.53803082499968)",28,Gender,Female
162,2016,MO,Missouri,32.0,32.0,Percent of adults aged 18 years and older who have obesity,2948.0,,Male,"(38.635790776000476, -92.56630005299968)",29,Gender,Male
163,2016,MO,Missouri,31.4,31.4,Percent of adults aged 18 years and older who have obesity,3629.0,,Female,"(38.635790776000476, -92.56630005299968)",29,Gender,Female
164,2016,MT,Montana,25.0,25.0,Percent of adults aged 18 years and older who have obesity,2625.0,,Male,"(47.06652897200047, -109.42442064499971)",30,Gender,Male
165,2016,MT,Montana,26.0,26.0,Percent of adults aged 18 years and older who have obesity,2856.0,,Female,"(47.06652897200047, -109.42442064499971)",30,Gender,Female
166,2016,NE,Nebraska,32.6,32.6,Percent of adults aged 18 years and older who have obesity,6460.0,,Male,"(41.6410409880005, -99.36572062299967)",31,Gender,Male
167,2016,NE,Nebraska,31.4,31.4,Percent of adults aged 18 years and older who have obesity,7713.0,,Female,"(41.6410409880005, -99.36572062299967)",31,Gender,Female
168,2016,NV,Nevada,25.8,25.8,Percent of adults aged 18 years and older who have obesity,1866.0,,Male,"(39.493240390000494, -117.07184056399967)",32,Gender,Male
169,2016,NV,Nevada,25.8,25.8,Percent of adults aged 18 years and older who have obesity,2115.0,,Female,"(39.493240390000494, -117.07184056399967)",32,Gender,Female
170,2016,NH,New Hampshire,26.6,26.6,Percent of adults aged 18 years and older who have obesity,2732.0,,Male,"(43.65595011300047, -71.50036091999965)",33,Gender,Male
171,2016,NH,New Hampshire,26.5,26.5,Percent of adults aged 18 years and older who have obesity,3156.0,,Female,"(43.65595011300047, -71.50036091999965)",33,Gender,Female
